"Pair","Session","Fribble_nr","Name_a","Name_b","labels_a","labels_b","snautdist_a","snautdist_b","avg_dist"
"069070","pre","16","cactus in pot","groter wordende vierkanten","cactus in pot : plant in pot","groter wordende vierkanten : plant in pot",0.103395,0.560147,0.331771
"071072","pre","1","bovenstuk van microscoop","mixer","bovenstuk van microscoop : mixer met antenne","mixer : mixer",0.407822,0,0.203911
"071072","pre","2","hondenkop met feestmuts","feestmuts en toeter","hondenkop met feestmuts : hondenkop met feestmuts","feestmuts en toeter : feestmuts en toeter",0,0,0
"071072","pre","3","een potige vogel","kampioenschaps beker","een potige vogel : kip","kampioenschaps beker : trofee",0.49001,0.266536,0.378273
"071072","pre","4","vijf vinnige vis","hoedje en pijp","vijf vinnige vis : vijf vinnige vis","hoedje en pijp : met pijp",5.96046e-08,0.154963,0.0774815298023
"071072","pre","5","hondenkop met kuif","ober","hondenkop met kuif : hondenkop met kuif","ober : ober",0,-1.19209e-07,-5.96045e-08
"071072","pre","6","persoon met neuspiercing","mok met lepel","persoon met neuspiercing : man met neuspiercing","mok met lepel : neuspiercing",0.119537,0.62396,0.3717485
"071072","pre","7","tweepotige mok houder","picknicktafel ervoor","tweepotige mok houder : plateau met pootjes","picknicktafel ervoor : afdak bovenaan",0.367074,0.346905,0.3569895
"071072","pre","8","dansend schaap","niet automatische handboor","dansend schaap : dansend schaap","niet automatische handboor : dansend schaap",0,0.636417,0.3182085
"071072","pre","9","urinoir met hendel","kinder ijsbeker pinguin","urinoir met hendel : mok op kano koekje","kinder ijsbeker pinguin : op kano koekje",0.445815,0.381145,0.41348
"071072","pre","10","korte vlag houder","glijbaan","korte vlag houder : lucifer met mok","glijbaan : lucifer en plank",0.452905,0.620385,0.536645
"071072","pre","11","beslagkom voor eieren","twee verfkwasten","beslagkom voor eieren : mok met roer spaantjes","twee verfkwasten : verfkwast en spaan",0.202197,0.347594,0.2748955
"071072","pre","12","houtwerk met spijker","spijker links","houtwerk met spijker : houtwerk met spijker","spijker links : spijker",0,0.176454,0.088227
"071072","pre","13","complexe halsketting hanger","op platform","complexe halsketting hanger : mok met kraaltjes","op platform : op vierkant plateau",0.262519,0.405892,0.3342055
"071072","pre","14","olifant met bolhoedje","korf","olifant met bolhoedje : korf voor balsporten","korf : korf",0.42338,0,0.21169
"071072","pre","15","waterpomp met plateau","lange neus","waterpomp met plateau : waterpomp met plateau","lange neus : vierkant erdoorheen",-1.19209e-07,0.401336,0.2006679403955
"071072","pre","16","olifantenhoofd met blok aanhangsel","verbaasd poppetje tong","olifantenhoofd met blok aanhangsel : mok met roer handvaten","verbaasd poppetje tong : wcborstel en kubusjes",0.328434,0.350403,0.3394185
"075076","pre","1","plat vierkant rechterkant","twee blokken stapels links","plat vierkant rechterkant : paddestoel bovenop","twee blokken stapels links : paddestoel bovenop",0.335304,0.401871,0.3685875
"075076","pre","2","piramide bovenop","grote driehoek boven","piramide bovenop : piramide bovenop","grote driehoek boven : driehoek bovenop",5.96046e-08,0.110234,0.0551170298023
"075076","pre","3","kubus rechts bovenop","wijnglas met blokken","kubus rechts bovenop : wijnbeker","wijnglas met blokken : wijnglas",0.401915,0.193212,0.2975635
"075076","pre","4","trapezium bovenop midden","twee plankjes rechts","trapezium bovenop midden : kip","twee plankjes rechts : kip",0.604028,0.59592,0.599974
"075076","pre","5","horizontale balk bovenop","liggend balkje boven","horizontale balk bovenop : compact","liggend balkje boven : compact",0.649079,0.634316,0.6416975
"075076","pre","6","bol rechts midden","balkje door ei","bol rechts midden : ei staaf erdoorheen","balkje door ei : balk door ei",0.363693,0.10436,0.2340265
"075076","pre","7","horizontale plaat middenin","in tafeltje","horizontale plaat middenin : tafel twee pootjes","in tafeltje : in tafeltje",0.286157,5.96046e-08,0.1430785298023
"075076","pre","8","l vorm onderkant","boogje midden onder","l vorm onderkant : boek twee trappetjes","boogje midden onder : boek met blokken stapels",0.57336,0.454462,0.513911
"075076","pre","9","halve cirkel linksboven","ronde schijf achterkant","halve cirkel linksboven : halve cirkel bovenop","ronde schijf achterkant : cirkel achter",0.111728,0.348779,0.2302535
"075076","pre","10","weerskanten staaf bolletjes midden","tegenovergestelde zoutvaatjes zijkant","weerskanten staaf bolletjes midden : twee zoutvaatjes weerskanten","tegenovergestelde zoutvaatjes zijkant : zoutvaatjes",0.144487,0.293807,0.219147
"075076","pre","11","bowlingkegel links bovenop","zijkant ei driehoek","bowlingkegel links bovenop : ei penseel linksboven","zijkant ei driehoek : ei rechts",0.448287,0.139776,0.2940315
"075076","pre","12","rond plateau rechterkant","rond plateautje zijkant","rond plateau rechterkant : rond plateau rechts","rond plateautje zijkant : plateautje rechts",0.0485332,0.132399,0.0904661
"075076","pre","13","plat vierkant onderop","op een vierkant","plat vierkant onderop : spiraaltjes weerskanten","op een vierkant : spiralen zijkant",0.467818,0.364024,0.415921
"075076","pre","14","verticale balk rechts","ei boven achter","verticale balk rechts : verticale balk","ei boven achter : ei bovenop",0.0389152,0.125739,0.0823271
"075076","pre","15","plat vierkant onder midden","in vierkant","plat vierkant onder midden : l vorm links","in vierkant : l links",0.355934,0.418206,0.38707
"075076","pre","16","kegel middenin bovenop","midden boven uitsteeksel","kegel middenin bovenop : trapje twee kegels","midden boven uitsteeksel : trappetje rechts",0.24029,0.276927,0.2586085
"077078","pre","1","kubusjes vierkant zijkanten","geplakt aan muur","kubusjes vierkant zijkanten : muur plakker spijker kubusjes","geplakt aan muur : paddenstoel groeit erop",0.203955,0.485898,0.3449265
"077078","pre","2","driehoek bovenop","scherpe punt boven","driehoek bovenop : kogel pyramide","scherpe punt boven : kogel linkerkant",0.375429,0.396924,0.3861765
"077078","pre","3","driehoekig pootje eronder","robot draaiend omhoog","driehoekig pootje eronder : cocktailglas","robot draaiend omhoog : fancy coctailglas",0.522999,0.459288,0.4911435
"077078","pre","4","twee rechthoeken rechts","deur van onderzeeer","twee rechthoeken rechts : onderzeeer deur","deur van onderzeeer : deur in onderzeeer",0.445104,0.0613335,0.25321875
"077078","pre","5","oorbellen en hanenkam","balkje bovenop","oorbellen en hanenkam : uitlaten hanenkam neus staaf","balkje bovenop : twee uitlaten",0.249256,0.530955,0.3901055
"077078","pre","6","plukje haar neuspiercing","staartje en neuspiercing","plukje haar neuspiercing : neuspiercing plukje","staartje en neuspiercing : plukje en neuspiercing",0.0394439,0.071062,0.05525295
"077078","pre","7","plank erdoor bovenin","bank met cakevorm","plank erdoor bovenin : bankje cakevorm","bank met cakevorm : bankje met cakeblik",0.322109,0.125291,0.2237
"077078","pre","8","drie uitstulpsels rechtsonder","doorboord boek achter","drie uitstulpsels rechtsonder : doorboord boek handvaten","doorboord boek achter : boek door pierced achter",0.341854,0.161393,0.2516235
"077078","pre","9","pannetje deksel lepel","cirkel achter beker","pannetje deksel lepel : steelpannetje lepel deksel","cirkel achter beker : afgerond voetje",0.0190219,0.35538,0.18720095
"077078","pre","10","gieter met klepje","informatiebordje achter kopje","gieter met klepje : rare gieter","informatiebordje achter kopje : gieter met klepje",0.211106,0.292318,0.251712
"077078","pre","11","ongelijke oren bovenop","twee lepels","ongelijke oren bovenop : tandenborstel bakje","twee lepels : bakje met tandenborstels",0.465831,0.269999,0.367915
"077078","pre","12","spijker pacman zijtafel","spijker driekwart cilinder","spijker pacman zijtafel : pacman spijker zij tafeltje","spijker driekwart cilinder : spijker in pacman",0.102157,0.468974,0.2855655
"077078","pre","13","plank eronder","pippi langkous staartjes","plank eronder : paardenstaartjes plank eronder","pippi langkous staartjes : pippi langkous staartjes",0.0444244,1.19209e-07,0.0222122596045
"077078","pre","14","bol bovenop","basket met bal","bol bovenop : armpjes rechthoek bolletje","basket met bal : balk voor beker",0.293787,0.318865,0.306326
"077078","pre","15","plank erdoor onderin","in een platform","plank erdoor onderin : glitch plankje slurf","in een platform : glitch door vierkant",0.285253,0.433701,0.359477
"077078","pre","16","kubusjes rechter zijkant","stapel dozen rechts","kubusjes rechter zijkant : staartje uitsteeksels kubusjes","stapel dozen rechts : wormpje aan achterkant",0.175858,0.43232,0.304089
"081082","pre","1","paddestoel vierkant wolkenkrabbers","bril op links","paddestoel vierkant wolkenkrabbers : verrekijker paddestoel vlak","bril op links : links bril vierkant",0.236481,0.121539,0.17901
"081082","pre","2","piramide wiel champagnefles","piramide achter kopje","piramide wiel champagnefles : piramide champagnefles blok","piramide achter kopje : piramide bovenop",0.0686729,0.181448,0.12506045
"081082","pre","3","mannetje voetstuk twister","kopje op spiraal","mannetje voetstuk twister : trofee voetstuk spiraal","kopje op spiraal : trofee",0.226229,0.705062,0.4656455
"081082","pre","4","hoedje uitlaat forklift","twee balkjes rechts","hoedje uitlaat forklift : hoedje uitlaat balken","twee balkjes rechts : hoedje balkjes rechts",0.132872,0.0896932,0.1112826
"081082","pre","5","balk voetjes driehoek neus","horizontaal balkje bovenop","balk voetjes driehoek neus : balk voetjes voorstuk","horizontaal balkje bovenop : horizontale balk bovenop",0.103668,0.168951,0.1363095
"081082","pre","6","neuspiercing voetsteun oortje","neusring en staartje","neuspiercing voetsteun oortje : neuspiercing korfbalpaal staartje","neusring en staartje : neuspiercing",0.179777,0.365714,0.2727455
"081082","pre","7","tafel bakje pootjes","afdakje twee poten","tafel bakje pootjes : tafeltje poten bakje","afdakje twee poten : tafeltje twee poten",0.0363843,0.0610251,0.0487047
"081082","pre","8","voet ruiten arm","ruit achter kopje","voet ruiten arm : voetje vliegtuig staart neus","ruit achter kopje : vliegtuig achtervleugel ruit",0.267128,0.284504,0.275816
"081082","pre","9","kegeltje voetstuk cirkel","neus naar links","kegeltje voetstuk cirkel : voetstukje cirkel cilinder","neus naar links : ronde plaat achterkant",0.118636,0.436172,0.277404
"081082","pre","10","lucifers afdak ondersteuning","knuppel achter kopje","lucifers afdak ondersteuning : lucifers honkbalknuppels afdakje","knuppel achter kopje : horizontale knuppel",0.186745,0.252255,0.2195
"081082","pre","11","bolle neus oren","bolletje aan voorkant","bolle neus oren : konijntje bol oren","bolletje aan voorkant : konijntje bolletje voor",0.159076,0.264145,0.2116105
"081082","pre","12","b toeter tafeltje","projectie linksachter beamer","b toeter tafeltje : beamer tafeltje koker","projectie linksachter beamer : beamer projectie",0.251612,0.0914487,0.17153035
"081082","pre","13","kraantjes oren ruitjes","krul links rechts","kraantjes oren ruitjes : vierkant spiraal oren kraantjes","krul links rechts : krullen links rechts",0.123628,0.072727,0.0981775
"081082","pre","14","balk bol armen","verticale balk voorkant","balk bol armen : balken knuffelaar bol armen","verticale balk voorkant : balken knuffelaar",0.142809,0.390871,0.26684
"081082","pre","15","cilinderachtige neus konijnenoren","plaat door midden","cilinderachtige neus konijnenoren : doorgesneden vlak oortjes","plaat door midden : plaat doormidden",0.190073,0.257382,0.2237275
"081082","pre","16","worm kegels trap","kolom boven linksvoor","worm kegels trap : kegels pijp wolkenkrabber","kolom boven linksvoor : uitlaat twee kegels",0.264114,0.351504,0.307809
"083084","pre","1","twee staven links","vierkant aan zijkant","twee staven links : tv","vierkant aan zijkant : robot vierkant voor",0.727316,0.274212,0.500764
"083084","pre","2","halve kegel boven","puntig hoedje boven achterkant","halve kegel boven : tent als neus","puntig hoedje boven achterkant : tent als neus",0.398741,0.295355,0.347048
"083084","pre","3","beneden staaf driehoek","gedraaide steel onderkant","beneden staaf driehoek : spring poppetje","gedraaide steel onderkant : springen met vierkant",0.400636,0.356195,0.3784155
"083084","pre","4","twee liggende rechthoeken","twee balkjes rechterkant","twee liggende rechthoeken : twee staven rechts","twee balkjes rechterkant : twee balkjes rechterkant",0.206004,0,0.103002
"083084","pre","5","liggende rechthoek bovenop","liggende balk bovenkant","liggende rechthoek bovenop : rechthoekige staaf bovenop","liggende balk bovenkant : balkje op hoofd",0.118331,0.293122,0.2057265
"083084","pre","6","staaf door neus","steel door bol","staaf door neus : staaf door neus","steel door bol : stang door neus",0,0.240955,0.1204775
"083084","pre","7","tafel bak bovenin","staat aan tafel","tafel bak bovenin : tafel met blok","staat aan tafel : tafeltje met bakje",0.177406,0.316711,0.2470585
"083084","pre","8","vierkant staaf bovenin","twee hoekige stelen","vierkant staaf bovenin : spekje","twee hoekige stelen : spekje op hoofd",0.451001,0.396713,0.423857
"083084","pre","9","lepel cirkel bovenin","ronde schijf achterkant","lepel cirkel bovenin : verhoging","ronde schijf achterkant : plateautje",0.575856,0.379675,0.4777655
"083084","pre","10","staaf links rechts","schuine plank achterkant","staaf links rechts : peper en zout","schuine plank achterkant : peper en zout",0.568918,0.581812,0.575365
"083084","pre","11","staaf rechthoek bovenin","losse bol voorkant","staaf rechthoek bovenin : sims teken","losse bol voorkant : sims tekentje",0.528114,0.479618,0.503866
"083084","pre","12","links staaf tafelpoot","rond tafeltje zijkant","links staaf tafelpoot : dienblad en tafelpoot","rond tafeltje zijkant : dienblad als neus",0.171688,0.226796,0.199242
"083084","pre","13","midden cirkel staven","geblokte stelen zijkanten","midden cirkel staven : drie kralen","geblokte stelen zijkanten : kraaltjes aan zijkanten",0.396402,0.171319,0.2838605
"083084","pre","14","rechthoek verticaal beneden","bol op bovenkant","rechthoek verticaal beneden : verticale grote staaf","bol op bovenkant : balkje uitstekend beneden",0.21186,0.250269,0.2310645
"083084","pre","15","plateau horizontaal midden","vierkant om midden","plateau horizontaal midden : rokje","vierkant om midden : rokje",0.630514,0.608489,0.6195015
"083084","pre","16","staaf boven links","een toren blok zijkant","staaf boven links : blokkendoos als neus","een toren blok zijkant : blokkendoos als neus",0.412955,0.347598,0.3802765
"087088","pre","1","vierkant voorop","magnemite sataliet","vierkant voorop : vierkant aan voorkant","magnemite sataliet : vierkant vlak armpjes",0.239704,0.433406,0.336555
"087088","pre","2","driehoek op bovenkant","robotje punthoofd blok neus","driehoek op bovenkant : wiel onderaan","robotje punthoofd blok neus : robotje punthoofd blok neus",0.257591,-1.19209e-07,0.1287954403955
"087088","pre","3","wijnglas met standaard","vogeldrinkbak fontein","wijnglas met standaard : wijnglas","vogeldrinkbak fontein : fontein wijnglas",0.175547,0.178973,0.17726
"087088","pre","4","vijf uitsteeksels","is teken staartje hoedje","vijf uitsteeksels : is teken rechts","is teken staartje hoedje : is teken staartje",0.478738,0.0448928,0.2618154
"087088","pre","5","balk op bovenkant","bel vormige arm","balk op bovenkant : staaf op bovenkant","bel vormige arm : balk bovenop belvormige armpjes",0.166407,0.332723,0.249565
"087088","pre","6","paal door neus","neus bot erdoorheen","paal door neus : staaf door neus","neus bot erdoorheen : inboorling balk door neus",0.116287,0.245338,0.1808125
"087088","pre","7","hoofd met bril","picknick tafel","hoofd met bril : picknicktafel","picknick tafel : picknicktafel",0.703433,0.30167,0.5025515
"087088","pre","8","lange neus","pinokkio neus ruitvormige antenne","lange neus : ruit achterop","pinokkio neus ruitvormige antenne : ruit in achterhoofd",0.39922,0.283584,0.341402
"087088","pre","9","half rondje bovenkant","draaiknop hendel voetstuk","half rondje bovenkant : smal voetstuk","draaiknop hendel voetstuk : halve uitstekende cirkel",0.331987,0.46534,0.3986635
"087088","pre","10","twee rondjes","dubbele hendel stuur","twee rondjes : scherm aan achterkant","dubbele hendel stuur : stuur hendels scherm",0.439543,0.131676,0.2856095
"087088","pre","11","rondje rechtsmidden","blob neus lange veer","rondje rechtsmidden : verf kwastje en staaf","blob neus lange veer : neus kwastje balkje",0.526614,0.222923,0.3747685
"087088","pre","12","rechts ronde schijf","spijker platformpje rechts","rechts ronde schijf : dienblad rechts","spijker platformpje rechts : dienblad spijker",0.286028,0.236615,0.2613215
"087088","pre","13","staat op vierkant","draaiknop vlechtjes","staat op vierkant : op vierkanten voetstuk","draaiknop vlechtjes : groot platform",0.167178,0.735008,0.451093
"087088","pre","14","rondje op bovenkant","balletje balanceren","rondje op bovenkant : rondje bovenop","balletje balanceren : pilaar bal bovenop",0.142542,0.299303,0.2209225
"087088","pre","15","vierkant om middel","salueren hoelahoep","vierkant om middel : vierkant om middel","salueren hoelahoep : hoelahoep",-1.19209e-07,0.122532,0.0612659403955
"087088","pre","16","vier lange uitsteeksels","hendel links uitlaatpijp","vier lange uitsteeksels : vier uitsteeksels","hendel links uitlaatpijp : vier uitsteeksels groeiende vierkanten",0.0448171,0.481678,0.26324755
"089090","pre","1","vierkant gezicht","groot vierkant oor","vierkant gezicht : vierkant op gezicht","groot vierkant oor : robot",0.060863,0.671241,0.366052
"089090","pre","2","feesthoedje","piramide hoed","feesthoedje : feesthoedje op hoofd","piramide hoed : feesthoed grote snavel",0.197685,0.328526,0.2631055
"089090","pre","3","been voet","klein kubusje rechtsboven","been voet : been","klein kubusje rechtsboven : flamingo",0.114979,0.62379,0.3693845
"089090","pre","4","feesthoedje zonder punt","twee oren rechterkant","feesthoedje zonder punt : lijkt op stekker","twee oren rechterkant : stekker",0.276101,0.488497,0.382299
"089090","pre","5","omgedraaide beker oren","minste uitsteeksels","omgedraaide beker oren : balk op hoofd","minste uitsteeksels : balkje schepje",0.340329,0.589791,0.46506
"089090","pre","6","neuspiercing","neus staaf erdoor","neuspiercing : neuspiercing","neus staaf erdoor : neuspiercing",1.78814e-07,0.523964,0.261982089407
"089090","pre","7","picknicktafel op hoofd","omgekeerde halve piramide","picknicktafel op hoofd : picknicktafel op hoofd","omgekeerde halve piramide : picknicktafel",0,0.659142,0.329571
"089090","pre","8","pinokkio","omgekeerde ram","pinokkio : twee ruiten hoofd","omgekeerde ram : twee ruitjes vierkantjes",0.681816,0.544837,0.6133265
"089090","pre","9","rondje op achterhoofd","pinokkio halve cirkel","rondje op achterhoofd : links kijkende pinokkio","pinokkio halve cirkel : pinokkio met cirkel",0.40214,0.0913278,0.2467339
"089090","pre","10","twee verschillende armen","twee uitsteeksels rondjes","twee verschillende armen : twee knots armen","twee uitsteeksels rondjes : lange korte arm",0.144868,0.328892,0.23688
"089090","pre","11","alleen bolle neus","ronde neus","alleen bolle neus : alleen ronde neus","ronde neus : omgekeerde kegel balk",0.107569,0.412056,0.2598125
"089090","pre","12","beamer","uitstekend oor linkerkant","beamer : rond dienblad","uitstekend oor linkerkant : dakraam",0.601097,0.625539,0.613318
"089090","pre","13","diamanten oren","drie kraaltjes oren","diamanten oren : diamanten uit oren","drie kraaltjes oren : diamantjes",0.0587347,0.2352,0.14696735
"089090","pre","14","verticale neus","bolletje boven hoofd","verticale neus : verticale neus","bolletje boven hoofd : oma olifant knotje",0,0.346079,0.1730395
"089090","pre","15","slurfje","hoed met pijp","slurfje : slurf en tutu","hoed met pijp : olifant tutu",0.260435,0.420983,0.340709
"089090","pre","16","twee kegels snavel","uitstekende kubus rechts","twee kegels snavel : omgekeerde snavel","uitstekende kubus rechts : vogel omgekeerde snavel",0.140775,0.406738,0.2737565
"093094","pre","1","schroef bovenkant vierkant","vierkant voorkant","schroef bovenkant vierkant : schroef in hoofd","vierkant voorkant : schroef bovenop",0.202471,0.313881,0.258176
"093094","pre","2","puntig hoedje","driehoek bovenop","puntig hoedje : verjaardags hoedje met punt","driehoek bovenop : feesthoedje",0.305227,0.39667,0.3509485
"093094","pre","3","langste object voet","gedraaide staaf onder","langste object voet : poppetje gekromde benen","gedraaide staaf onder : draaiende balk",0.411858,0.369535,0.3906965
"093094","pre","4","is teken zijkant","twee strepen rechts","is teken zijkant : half verjaardags hoedje","twee strepen rechts : afgesneden punthoedje",0.470967,0.32625,0.3986085
"093094","pre","5","compact zonder uitsteeksels","langwerpige balk boven","compact zonder uitsteeksels : balk bovenop hamer","langwerpige balk boven : moeilijke balk boven",0.467896,0.131958,0.299927
"093094","pre","6","schroef door bolletje","neus met piercing","schroef door bolletje : neuspiercing","neus met piercing : neuspiercing",0.469442,0.324785,0.3971135
"093094","pre","7","railing zijkant pyramide","soort tafel erom","railing zijkant pyramide : spoiler tafel","soort tafel erom : tafel spoiler",0.342117,0.317304,0.3297105
"093094","pre","8","lichaam gebogen voet","kromme staaf onder","lichaam gebogen voet : mijn favoriet","kromme staaf onder : ruitje oren bovenop",0.65366,0.412874,0.533267
"093094","pre","9","langwerpig verhoogd platform","rondje achter","langwerpig verhoogd platform : ronde pilaar cirkel","rondje achter : blok onder",0.387118,0.442387,0.4147525
"093094","pre","10","armen schuin dak","soort gieter","armen schuin dak : diploma hoedje","soort gieter : gieter afstudeer hoedje",0.488634,0.242103,0.3653685
"093094","pre","11","rond bolletje zijkant","bolle neus","rond bolletje zijkant : ronde neus voor","bolle neus : bolle neus",0.273254,-2.38419e-07,0.1366268807905
"093094","pre","12","spijker in arm","rond platform rechts","spijker in arm : spijker arm","rond platform rechts : schroef in arm",0.0584637,0.338929,0.19869635
"093094","pre","13","object op platform","zes uitstekende bolletjes","object op platform : clown op platform","zes uitstekende bolletjes : clown",0.249735,0.651068,0.4504015
"093094","pre","14","poppetje balk zijkant","bolletje bovenop","poppetje balk zijkant : mannetje omarmt balk","bolletje bovenop : bol boven",0.2246,0.271743,0.2481715
"093094","pre","15","twee streepjes bovenkant","lange neus vierkantje","twee streepjes bovenkant : rokjes platform pijp","lange neus vierkantje : vierkant rond midden",0.40271,0.289518,0.346114
"093094","pre","16","twee ronde jongleer stokken","langwerpige punt boven","twee ronde jongleer stokken : diabolo's","langwerpige punt boven : twee diabolos",0.249801,0.451742,0.3507715
"097098","pre","1","blokkentoren handvatten links","robot vierkant antenne","blokkentoren handvatten links : twee blokken handvatten links","robot vierkant antenne : vierkant antenne wolkenkrabber uitsteeksels",0.088315,0.149926,0.1191205
"097098","pre","2","driehoek links bovenop kopje","eclectisch driehoek gradueel","driehoek links bovenop kopje : driehoek linksboven","eclectisch driehoek gradueel : driehoek boven",0.214041,0.347587,0.280814
"097098","pre","3","vierkant rechtsboven rand","draai blokje driehoekje","vierkant rechtsboven rand : draaikolk onderin driehoek","draai blokje driehoekje : draai driehoekige voet",0.167126,0.284225,0.2256755
"097098","pre","4","twee staafjes rechts","gelijkheidsteken hendel voetje","twee staafjes rechts : is teken rechts","gelijkheidsteken hendel voetje : twee rechthoeken rechts opzij",0.313681,0.260545,0.287113
"097098","pre","5","rechthoekige staaf bovenop","sip hangend balkje","rechthoekige staaf bovenop : rechthoekig blok bovenop","sip hangend balkje : sip balkje gleuf",0.122668,0.0868636,0.1047658
"097098","pre","6","theelepel linksbovenin kopje","eivormig balkje traanvormig","theelepel linksbovenin kopje : theelepel linksboven kopje","eivormig balkje traanvormig : eivormig platte cirkel",0.035625,0.0835523,0.05958865
"097098","pre","7","plankje twee pootjes","plankje bakje plukje","plankje twee pootjes : plankje poten bakje","plankje bakje plukje : plankje bakje erop",0.0837065,0.0621746,0.07294055
"097098","pre","8","blokkerige satelliet bovenop","ruitvormig bonenmaler uitsteeksels","blokkerige satelliet bovenop : vierkante satelliet linksboven","ruitvormig bonenmaler uitsteeksels : gebogen tuitje onder",0.209824,0.216467,0.2131455
"097098","pre","9","lepel rechts boven","verscholen rondje voetje","lepel rechts boven : onderzetter koffielepel rechtsboven","verscholen rondje voetje : voetje platte cirkel",0.252781,0.213533,0.233157
"097098","pre","10","steun plateau achter kopje","afgerond schuin balk","steun plateau achter kopje : rugsteun ongelijke handvatten","afgerond schuin balk : afgeronde tuitjes weerskanten",0.4068,0.237019,0.3219095
"097098","pre","11","twee verschillende lepels","eivormig gleuf pijlvormig","twee verschillende lepels : staafdiagram lepel","eivormig gleuf pijlvormig : ei gleuf balkje",0.361489,0.230246,0.2958675
"097098","pre","12","handvat met tentharing","plateau b vormig uitsteeksel","handvat met tentharing : tentharing linker handvat","plateau b vormig uitsteeksel : rond plateau voor",0.104609,0.344298,0.2244535
"097098","pre","13","handvaten drie balletjes","bodem golfjes circel","handvaten drie balletjes : handvatten drie bolletjes","bodem golfjes circel : drie ruiten weerszijden",0.0696299,0.351436,0.21053295
"097098","pre","14","balletje drijft linksboven","rechthoek ei hoek","balletje drijft linksboven : balletje linksbovenin kopje","rechthoek ei hoek : eivormig rechthoek voor",0.212231,0.20042,0.2063255
"097098","pre","15","gelijke staafjes bovenop","etage hoek cilinder","gelijke staafjes bovenop : gelijke staafjes bovenop","etage hoek cilinder : doorklieven plateau onderaan",0,0.380532,0.190266
"097098","pre","16","drie lange handvatten","stuur handvatten slurf wolkenkrabber","drie lange handvatten : blokken handvat rechts","stuur handvatten slurf wolkenkrabber : twee dezelfde handvatten",0.353336,0.315947,0.3346415
"099100","pre","1","verrekijker","schroef op pot","verrekijker : omgekeerd hondje","schroef op pot : hondje ondersteboven",0.502349,0.44681,0.4745795
"099100","pre","2","driehoek bovenaan","driehoek op pot","driehoek bovenaan : hoedje driehoek","driehoek op pot : driehoek op hoofd",0.189162,0.152999,0.1710805
"099100","pre","3","lijkt op wijnglas","voetstuk onder pot","lijkt op wijnglas : wijnglas","voetstuk onder pot : wijnglas",0.194868,0.411667,0.3032675
"099100","pre","4","bevat is teken","zijkant twee balkjes","bevat is teken : is teken","zijkant twee balkjes : is teken",0.118425,0.552653,0.335539
"099100","pre","5","hanenkam korte mouwen","balkje op pot","hanenkam korte mouwen : espresso apparaat","balkje op pot : espressoapparaat",0.73041,0.604908,0.667659
"099100","pre","6","rechthoek door neus","schroef door neus","rechthoek door neus : neus met staaf","schroef door neus : spijker door neus",0.183878,0.0957736,0.1398258
"099100","pre","7","horizontale rechthoek bovenaan","bankje aan pot","horizontale rechthoek bovenaan : bankje tafeltje","bankje aan pot : bankje en duikplank",0.494196,0.200028,0.347112
"099100","pre","8","een arm en been","hanekam schroef erdoor","een arm en been : helikopter","hanekam schroef erdoor : helikopter op hoofd",0.623207,0.432884,0.5280455
"099100","pre","9","theepot deksel linksachter","opzetstuk onder pot","theepot deksel linksachter : theekopje met deksel","opzetstuk onder pot : theekopje een staafje",0.133047,0.277619,0.205333
"099100","pre","10","vierkant bovenstuk paardenstaart","knuppel achter pot","vierkant bovenstuk paardenstaart : ongelijke armen","knuppel achter pot : knuppel achter pot",0.378239,0,0.1891195
"099100","pre","11","liniaal in pennenbak","twee grotere roerstaafjes","liniaal in pennenbak : theemok twee lepeltjes","twee grotere roerstaafjes : theekopje",0.332333,0.428993,0.380663
"099100","pre","12","rondvormig dienblad vasthouden","spijker in oor","rondvormig dienblad vasthouden : dienblad en spijker","spijker in oor : dienblad en spijker",0.142055,0.196463,0.169259
"099100","pre","13","pippi langkous vlechten","plaat onder pot","pippi langkous vlechten : pippi langkous","plaat onder pot : pippi langkous",0.0525624,0.715777,0.3841697
"099100","pre","14","een bol bovenaan","balletje op pot","een bol bovenaan : bol bovenaan","balletje op pot : balletje op pot",0.0521977,-1.19209e-07,0.0260987903955
"099100","pre","15","vierkante tutu","plaat over pot","vierkante tutu : tutu","plaat over pot : ballerina",0.230935,0.663585,0.44726
"099100","pre","16","wortelvormige neus haar","twee verschillende oren","wortelvormige neus haar : uitsteeksels legoblokjes slurf","twee verschillende oren : vier uitsteeksels",0.263957,0.233216,0.2485865
"101102","pre","1","satelliet met antenne","kleine robot","satelliet met antenne : robot met antenne","kleine robot : robot",0.144993,0.144448,0.1447205
"101102","pre","2","piramide bovenop","tovenaars hoedje","piramide bovenop : tovenaar vierkante neus","tovenaars hoedje : misvormde tovenaar",0.317854,0.240662,0.279258
"101102","pre","3","gedraaid uitsteeksel onderkant","wijnglas","gedraaid uitsteeksel onderkant : wijnglas gedraaide poot","wijnglas : wijnglas",0.296839,5.96046e-08,0.1484195298023
"101102","pre","4","is teken en minteken","heuveltje bovenop","is teken en minteken : is teken en minteken","heuveltje bovenop : min is teken",5.96046e-08,0.535526,0.2677630298023
"101102","pre","5","vinnen beiderzijds","weinig uitstulpingen","vinnen beiderzijds : haaienvin met balk","weinig uitstulpingen : balk bovenop",0.519421,0.485493,0.502457
"101102","pre","6","balletje op stokje","neuspiercing","balletje op stokje : poppetje met neuspiercing","neuspiercing : neuspiercing",0.247621,1.78814e-07,0.123810589407
