"StartTime","EndTime","director","trial","target","pair","transitions","round"
3403010,3413480,"A","6.14_ref",5,"053054",3,6
3419090,3430870,"B","6.15_ref",12,"053054",3,6
3439400,3446680,"A","6.16_ref",15,"053054",1,6
6600,57060,"B","1.1_ref",9,"055056",20,1
111250,146340,"A","1.2_ref",6,"055056",8,1
179230,228170,"B","1.3_ref",15,"055056",9,1
253860,290740,"A","1.4_ref",14,"055056",11,1
312780,344360,"B","1.5_ref",13,"055056",5,1
380180,427650,"A","1.6_ref",16,"055056",3,1
494710,532350,"B","1.7_ref",11,"055056",9,1
563150,668980,"A","1.8_ref",8,"055056",43,1
687960,724380,"B","1.9_ref",3,"055056",13,1
742420,827260,"A","1.10_ref",10,"055056",21,1
847730,926580,"B","1.11_ref",5,"055056",18,1
943180,975910,"A","1.12_ref",4,"055056",11,1
1013200,1085940,"B","1.13_ref",7,"055056",19,1
1108050,1140070,"A","1.14_ref",2,"055056",8,1
1164000,1198670,"B","1.15_ref",1,"055056",5,1
1213080,1252090,"A","1.16_ref",12,"055056",9,1
1288920,1324010,"B","2.1_ref",14,"055056",7,2
1341070,1355740,"A","2.2_ref",9,"055056",3,2
1387500,1429790,"B","2.3_ref",16,"055056",5,2
1441930,1450100,"A","2.4_ref",3,"055056",1,2
1466640,1488090,"B","2.5_ref",10,"055056",3,2
1513700,1534420,"A","2.6_ref",11,"055056",5,2
1560120,1577090,"B","2.7_ref",12,"055056",1,2
1655280,1690920,"A","2.8_ref",7,"055056",9,2
1718920,1735900,"B","2.9_ref",6,"055056",1,2
1769570,1789060,"A","2.10_ref",13,"055056",6,2
1798870,1828400,"B","2.11_ref",2,"055056",4,2
1859330,1877650,"A","2.12_ref",15,"055056",5,2
1892240,1919120,"B","2.13_ref",8,"055056",11,2
1938960,1964540,"A","2.14_ref",1,"055056",8,2
1977170,1986470,"B","2.15_ref",4,"055056",4,2
2015370,2028470,"A","2.16_ref",5,"055056",7,2
2039460,2057540,"B","3.1_ref",9,"055056",11,3
2072970,2082490,"A","3.2_ref",10,"055056",1,3
2131570,2144400,"B","3.3_ref",15,"055056",5,3
2160160,2173390,"A","3.4_ref",12,"055056",3,3
2207460,2223880,"B","3.5_ref",1,"055056",7,3
2254270,2262650,"A","3.6_ref",4,"055056",1,3
2321230,2336830,"B","3.7_ref",7,"055056",3,3
2352990,2376340,"A","3.8_ref",16,"055056",5,3
2404500,2422050,"B","3.9_ref",13,"055056",7,3
2516700,2526580,"A","3.10_ref",2,"055056",6,3
2549880,2569810,"B","3.11_ref",11,"055056",14,3
2583330,2594960,"A","3.12_ref",6,"055056",3,3
2608110,2617010,"B","3.13_ref",5,"055056",3,3
2637150,2653870,"A","3.14_ref",8,"055056",1,3
2677410,2683560,"B","3.15_ref",3,"055056",1,3
2697730,2712990,"A","3.16_ref",14,"055056",5,3
2728230,2737170,"B","4.1_ref",10,"055056",3,4
2777050,2792000,"A","4.2_ref",15,"055056",7,4
2836050,2845730,"B","4.3_ref",6,"055056",3,4
2885810,2893520,"A","4.4_ref",1,"055056",3,4
2919580,2945040,"B","4.5_ref",16,"055056",6,4
2957590,2962360,"A","4.6_ref",13,"055056",0,4
2985400,2997290,"B","4.7_ref",12,"055056",1,4
3016750,3033990,"A","4.8_ref",7,"055056",1,4
3048760,3057910,"B","4.9_ref",2,"055056",3,4
3070540,3081190,"A","4.10_ref",9,"055056",5,4
3134950,3146640,"B","4.11_ref",14,"055056",3,4
3219540,3227690,"A","4.12_ref",5,"055056",1,4
3278810,3296500,"B","4.13_ref",8,"055056",5,4
3315140,3325920,"A","4.14_ref",11,"055056",3,4
3350250,3359650,"B","4.15_ref",4,"055056",1,4
3409400,3415570,"A","4.16_ref",3,"055056",2,4
3426700,3443620,"B","5.1_ref",7,"055056",12,5
3479300,3489730,"A","5.2_ref",6,"055056",5,5
3540580,3556600,"B","5.3_ref",11,"055056",1,5
3582820,3590730,"A","5.4_ref",10,"055056",1,5
3619370,3628740,"B","5.5_ref",9,"055056",3,5
3643130,3650760,"A","5.6_ref",4,"055056",1,5
3681870,3688880,"B","5.7_ref",13,"055056",1,5
3767930,3779050,"A","5.8_ref",12,"055056",1,5
3798120,3808780,"B","5.9_ref",1,"055056",3,5
3823190,3831500,"A","5.10_ref",8,"055056",3,5
3849170,3860250,"B","5.11_ref",15,"055056",1,5
3898050,3908410,"A","5.12_ref",14,"055056",5,5
3969110,3976760,"B","5.13_ref",5,"055056",1,5
4007710,4027820,"A","5.14_ref",16,"055056",5,5
4055440,4061000,"B","5.15_ref",3,"055056",1,5
4074550,4085440,"A","5.16_ref",2,"055056",3,5
4092990,4106470,"B","6.1_ref",10,"055056",1,6
4128010,4157740,"A","6.2_ref",11,"055056",11,6
4172190,4185880,"B","6.3_ref",8,"055056",1,6
4199830,4210520,"A","6.4_ref",7,"055056",1,6
4232770,4240640,"B","6.5_ref",4,"055056",1,6
4264770,4272660,"A","6.6_ref",3,"055056",1,6
4285100,4297750,"B","6.7_ref",14,"055056",1,6
4309980,4315430,"A","6.8_ref",13,"055056",1,6
4325470,4331310,"B","6.9_ref",2,"055056",1,6
4362580,4371960,"A","6.10_ref",9,"055056",3,6
4404500,4414670,"B","6.11_ref",6,"055056",3,6
4448610,4455600,"A","6.12_ref",1,"055056",1,6
4472160,4484500,"B","6.13_ref",16,"055056",1,6
4499770,4507790,"A","6.14_ref",5,"055056",5,6
4526700,4535160,"B","6.15_ref",12,"055056",5,6
4562290,4571810,"A","6.16_ref",15,"055056",5,6
2520,59030,"B","1.1_ref",9,"057058",40,1
92110,110790,"A","1.2_ref",6,"057058",6,1
140340,151200,"B","1.3_ref",15,"057058",8,1
171980,186230,"A","1.4_ref",14,"057058",8,1
202510,213070,"B","1.5_ref",13,"057058",8,1
239320,293180,"A","1.6_ref",16,"057058",21,1
308850,323850,"B","1.7_ref",11,"057058",8,1
336770,358800,"A","1.8_ref",8,"057058",14,1
385460,395510,"B","1.9_ref",3,"057058",5,1
405900,426900,"A","1.10_ref",10,"057058",8,1
435150,471800,"B","1.11_ref",5,"057058",23,1
482890,503880,"A","1.12_ref",4,"057058",6,1
520440,536410,"B","1.13_ref",7,"057058",10,1
547100,563570,"A","1.14_ref",2,"057058",5,1
573600,589090,"B","1.15_ref",1,"057058",11,1
598010,623280,"A","1.16_ref",12,"057058",8,1
632730,641530,"B","2.1_ref",14,"057058",6,2
647160,666550,"A","2.2_ref",9,"057058",8,2
682260,696620,"B","2.3_ref",16,"057058",8,2
716260,723960,"A","2.4_ref",3,"057058",1,2
744920,751780,"B","2.5_ref",10,"057058",3,2
767820,779090,"A","2.6_ref",11,"057058",1,2
788540,797130,"B","2.7_ref",12,"057058",4,2
818240,828860,"A","2.8_ref",7,"057058",6,2
840900,850150,"B","2.9_ref",6,"057058",5,2
868810,879380,"A","2.10_ref",13,"057058",6,2
889150,901840,"B","2.11_ref",2,"057058",8,2
919770,934580,"A","2.12_ref",15,"057058",8,2
943810,963830,"B","2.13_ref",8,"057058",13,2
974030,988320,"A","2.14_ref",1,"057058",6,2
1023220,1031060,"B","2.15_ref",4,"057058",5,2
1041330,1075120,"A","2.16_ref",5,"057058",22,2
1092840,1130860,"B","3.1_ref",9,"057058",17,3
1137380,1150750,"A","3.2_ref",10,"057058",8,3
1164550,1171620,"B","3.3_ref",15,"057058",3,3
1177180,1186210,"A","3.4_ref",12,"057058",1,3
1201790,1209900,"B","3.5_ref",1,"057058",7,3
1222100,1231840,"A","3.6_ref",4,"057058",1,3
1244930,1255330,"B","3.7_ref",7,"057058",6,3
1263030,1282380,"A","3.8_ref",16,"057058",5,3
1292120,1300660,"B","3.9_ref",13,"057058",8,3
1310810,1322220,"A","3.10_ref",2,"057058",7,3
1333860,1345760,"B","3.11_ref",11,"057058",11,3
1358900,1366980,"A","3.12_ref",6,"057058",3,3
1377790,1387380,"B","3.13_ref",5,"057058",6,3
1399110,1409600,"A","3.14_ref",8,"057058",6,3
1421300,1428420,"B","3.15_ref",3,"057058",4,3
1434330,1444840,"A","3.16_ref",14,"057058",4,3
1477550,1483530,"B","4.1_ref",10,"057058",3,4
1494830,1503930,"A","4.2_ref",15,"057058",3,4
1511840,1518940,"B","4.3_ref",6,"057058",3,4
1529800,1537840,"A","4.4_ref",1,"057058",3,4
1550460,1559960,"B","4.5_ref",16,"057058",3,4
1584410,1594110,"A","4.6_ref",13,"057058",2,4
1621370,1625230,"B","4.7_ref",12,"057058",4,4
1639530,1674860,"A","4.8_ref",7,"057058",13,4
1684770,1693380,"B","4.9_ref",2,"057058",7,4
1705610,1719130,"A","4.10_ref",9,"057058",4,4
1729780,1739410,"B","4.11_ref",14,"057058",6,4
1756860,1790000,"A","4.12_ref",5,"057058",16,4
1799530,1807200,"B","4.13_ref",8,"057058",4,4
1820710,1831570,"A","4.14_ref",11,"057058",6,4
1853600,1858690,"B","4.15_ref",4,"057058",3,4
1877360,1881530,"A","4.16_ref",3,"057058",2,4
1903960,1909520,"B","5.1_ref",7,"057058",5,5
1926090,1932900,"A","5.2_ref",6,"057058",5,5
1939960,1947150,"B","5.3_ref",11,"057058",6,5
1963620,1968590,"A","5.4_ref",10,"057058",2,5
1996100,2004620,"B","5.5_ref",9,"057058",7,5
2021510,2027940,"A","5.6_ref",4,"057058",1,5
2043530,2048840,"B","5.7_ref",13,"057058",3,5
2056270,2063410,"A","5.8_ref",12,"057058",1,5
2079070,2091300,"B","5.9_ref",1,"057058",10,5
2109260,2118040,"A","5.10_ref",8,"057058",5,5
2127690,2136610,"B","5.11_ref",15,"057058",8,5
2171820,2179630,"A","5.12_ref",14,"057058",1,5
2189230,2203660,"B","5.13_ref",5,"057058",9,5
2226870,2238940,"A","5.14_ref",16,"057058",5,5
2257490,2261420,"B","5.15_ref",3,"057058",1,5
2269640,2283890,"A","5.16_ref",2,"057058",5,5
2297310,2304320,"B","6.1_ref",10,"057058",4,6
2313160,2324840,"A","6.2_ref",11,"057058",8,6
2340190,2346790,"B","6.3_ref",8,"057058",1,6
2356110,2362690,"A","6.4_ref",7,"057058",1,6
2385410,2390000,"B","6.5_ref",4,"057058",1,6
2398640,2403090,"A","6.6_ref",3,"057058",2,6
2413120,2420380,"B","6.7_ref",14,"057058",4,6
2434090,2440950,"A","6.8_ref",13,"057058",3,6
2452670,2458060,"B","6.9_ref",2,"057058",3,6
2490740,2503110,"A","6.10_ref",9,"057058",5,6
2530150,2533560,"B","6.11_ref",6,"057058",2,6
2542870,2550560,"A","6.12_ref",1,"057058",4,6
2563670,2575660,"B","6.13_ref",16,"057058",4,6
2586950,2594660,"A","6.14_ref",5,"057058",4,6
2612320,2617990,"B","6.15_ref",12,"057058",1,6
2627420,2633510,"A","6.16_ref",15,"057058",3,6
4120,34150,"B","1.1_ref",9,"063064",11,1
74340,120450,"A","1.2_ref",6,"063064",9,1
173030,195230,"B","1.3_ref",15,"063064",5,1
219690,243970,"A","1.4_ref",14,"063064",7,1
255930,282620,"B","1.5_ref",13,"063064",3,1
333540,371870,"A","1.6_ref",16,"063064",5,1
419370,445390,"B","1.7_ref",11,"063064",7,1
462100,495490,"A","1.8_ref",8,"063064",5,1
513750,533840,"B","1.9_ref",3,"063064",7,1
552000,586940,"A","1.10_ref",10,"063064",3,1
597750,630550,"B","1.11_ref",5,"063064",9,1
643670,663000,"A","1.12_ref",4,"063064",7,1
677220,696890,"B","1.13_ref",7,"063064",9,1
712450,740880,"A","1.14_ref",2,"063064",1,1
753230,774020,"B","1.15_ref",1,"063064",3,1
791250,819850,"A","1.16_ref",12,"063064",3,1
833180,858930,"B","2.1_ref",14,"063064",5,2
878310,890840,"A","2.2_ref",9,"063064",3,2
909860,922380,"B","2.3_ref",16,"063064",7,2
931530,944460,"A","2.4_ref",3,"063064",1,2
956480,976060,"B","2.5_ref",10,"063064",3,2
991170,1008880,"A","2.6_ref",11,"063064",1,2
1018230,1033990,"B","2.7_ref",12,"063064",7,2
1083580,1102040,"A","2.8_ref",7,"063064",3,2
1109360,1122450,"B","2.9_ref",6,"063064",3,2
1135720,1147980,"A","2.10_ref",13,"063064",1,2
1155040,1174460,"B","2.11_ref",2,"063064",1,2
1189370,1206430,"A","2.12_ref",15,"063064",1,2
1222930,1241200,"B","2.13_ref",8,"063064",7,2
1263010,1275190,"A","2.14_ref",1,"063064",1,2
1285200,1294460,"B","2.15_ref",4,"063064",1,2
1311250,1326520,"A","2.16_ref",5,"063064",1,2
1341520,1358250,"B","3.1_ref",9,"063064",7,3
1371860,1383870,"A","3.2_ref",10,"063064",1,3
1404350,1418230,"B","3.3_ref",15,"063064",8,3
1443670,1455130,"A","3.4_ref",12,"063064",4,3
1464570,1476000,"B","3.5_ref",1,"063064",3,3
1492490,1500130,"A","3.6_ref",4,"063064",1,3
1516870,1530290,"B","3.7_ref",7,"063064",3,3
1543270,1562570,"A","3.8_ref",16,"063064",3,3
1585090,1591660,"B","3.9_ref",13,"063064",2,3
1611450,1621710,"A","3.10_ref",2,"063064",2,3
1640880,1655900,"B","3.11_ref",11,"063064",3,3
1670230,1685430,"A","3.12_ref",6,"063064",3,3
1710980,1719390,"B","3.13_ref",5,"063064",1,3
1734220,1759270,"A","3.14_ref",8,"063064",3,3
1778290,1788090,"B","3.15_ref",3,"063064",1,3
1796190,1806010,"A","3.16_ref",14,"063064",1,3
1819860,1842340,"B","4.1_ref",10,"063064",9,4
1854670,1866030,"A","4.2_ref",15,"063064",5,4
1878660,1894510,"B","4.3_ref",6,"063064",1,4
1935410,1947120,"A","4.4_ref",1,"063064",1,4
1959320,1966600,"B","4.5_ref",16,"063064",1,4
1982660,1988300,"A","4.6_ref",13,"063064",1,4
1999130,2009610,"B","4.7_ref",12,"063064",1,4
2024980,2040610,"A","4.8_ref",7,"063064",3,4
2051440,2065660,"B","4.9_ref",2,"063064",1,4
2091290,2102520,"A","4.10_ref",9,"063064",1,4
2126060,2139420,"B","4.11_ref",14,"063064",3,4
2161180,2168210,"A","4.12_ref",5,"063064",1,4
2209660,2221040,"B","4.13_ref",8,"063064",2,4
2237850,2251050,"A","4.14_ref",11,"063064",2,4
2261070,2268620,"B","4.15_ref",4,"063064",1,4
2291340,2298190,"A","4.16_ref",3,"063064",1,4
2304290,2313870,"B","5.1_ref",7,"063064",1,5
2335600,2347490,"A","5.2_ref",6,"063064",3,5
2356880,2373780,"B","5.3_ref",11,"063064",5,5
2396280,2404810,"A","5.4_ref",10,"063064",1,5
2433830,2448160,"B","5.5_ref",9,"063064",5,5
2486580,2493270,"A","5.6_ref",4,"063064",1,5
2513550,2519120,"B","5.7_ref",13,"063064",1,5
2536430,2546180,"A","5.8_ref",12,"063064",3,5
2557000,2576120,"B","5.9_ref",1,"063064",3,5
2593860,2607540,"A","5.10_ref",8,"063064",1,5
2623390,2634180,"B","5.11_ref",15,"063064",1,5
2656810,2667100,"A","5.12_ref",14,"063064",5,5
2676480,2683830,"B","5.13_ref",5,"063064",1,5
2694440,2704530,"A","5.14_ref",16,"063064",1,5
2728810,2737490,"B","5.15_ref",3,"063064",1,5
2763370,2773010,"A","5.16_ref",2,"063064",3,5
2778370,2787440,"B","6.1_ref",10,"063064",1,6
2801700,2828660,"A","6.2_ref",11,"063064",7,6
2844310,2860320,"B","6.3_ref",8,"063064",3,6
2882470,2896870,"A","6.4_ref",7,"063064",1,6
2912860,2920730,"B","6.5_ref",4,"063064",1,6
2947060,2954960,"A","6.6_ref",3,"063064",1,6
2968920,2978890,"B","6.7_ref",14,"063064",3,6
2990880,2996660,"A","6.8_ref",13,"063064",1,6
3010860,3019380,"B","6.9_ref",2,"063064",3,6
3030540,3038180,"A","6.10_ref",9,"063064",1,6
3057200,3066730,"B","6.11_ref",6,"063064",1,6
3094880,3105320,"A","6.12_ref",1,"063064",1,6
3115290,3123830,"B","6.13_ref",16,"063064",1,6
3134400,3140300,"A","6.14_ref",5,"063064",1,6
3146810,3158580,"B","6.15_ref",12,"063064",1,6
3172550,3181370,"A","6.16_ref",15,"063064",1,6
51590,113280,"B","1.1_ref",9,"065066",22,1
140210,163260,"A","1.2_ref",6,"065066",13,1
186270,203040,"B","1.3_ref",15,"065066",9,1
216090,229370,"A","1.4_ref",14,"065066",1,1
331400,345840,"B","1.5_ref",13,"065066",15,1
357470,378010,"A","1.6_ref",16,"065066",9,1
397680,420010,"B","1.7_ref",11,"065066",11,1
434580,465260,"A","1.8_ref",8,"065066",11,1
488330,498080,"B","1.9_ref",3,"065066",7,1
503170,561950,"A","1.10_ref",10,"065066",23,1
576950,591100,"B","1.11_ref",5,"065066",9,1
607050,645720,"A","1.12_ref",4,"065066",13,1
654210,665520,"B","1.13_ref",7,"065066",5,1
670820,685570,"A","1.14_ref",2,"065066",3,1
690240,720610,"B","1.15_ref",1,"065066",7,1
726560,763870,"A","1.16_ref",12,"065066",7,1
775230,785800,"B","2.1_ref",14,"065066",5,2
790050,802600,"A","2.2_ref",9,"065066",3,2
816310,847010,"B","2.3_ref",16,"065066",15,2
855180,863710,"A","2.4_ref",3,"065066",3,2
870560,884140,"B","2.5_ref",10,"065066",3,2
895050,903690,"A","2.6_ref",11,"065066",1,2
911260,920520,"B","2.7_ref",12,"065066",1,2
930660,937590,"A","2.8_ref",7,"065066",3,2
947850,956410,"B","2.9_ref",6,"065066",7,2
962390,975930,"A","2.10_ref",13,"065066",5,2
982350,991800,"B","2.11_ref",2,"065066",3,2
996940,1005400,"A","2.12_ref",15,"065066",1,2
1009830,1022210,"B","2.13_ref",8,"065066",7,2
1026690,1033340,"A","2.14_ref",1,"065066",1,2
1050940,1063830,"B","2.15_ref",4,"065066",3,2
1071700,1089760,"A","2.16_ref",5,"065066",7,2
1101330,1112200,"B","3.1_ref",9,"065066",3,3
1116750,1125280,"A","3.2_ref",10,"065066",1,3
1146690,1153030,"B","3.3_ref",15,"065066",1,3
1157230,1164480,"A","3.4_ref",12,"065066",1,3
1185360,1202600,"B","3.5_ref",1,"065066",7,3
1208650,1226310,"A","3.6_ref",4,"065066",11,3
1234210,1241690,"B","3.7_ref",7,"065066",3,3
1249430,1256010,"A","3.8_ref",16,"065066",1,3
1267680,1273780,"B","3.9_ref",13,"065066",3,3
1291320,1297440,"A","3.10_ref",2,"065066",2,3
1311770,1318370,"B","3.11_ref",11,"065066",6,3
1324740,1329350,"A","3.12_ref",6,"065066",1,3
1346940,1358030,"B","3.13_ref",5,"065066",1,3
1363540,1372820,"A","3.14_ref",8,"065066",3,3
1396130,1401390,"B","3.15_ref",3,"065066",3,3
1428890,1439090,"A","3.16_ref",14,"065066",5,3
1466000,1478500,"B","4.1_ref",10,"065066",3,4
1491680,1499400,"A","4.2_ref",15,"065066",1,4
1509550,1514510,"B","4.3_ref",6,"065066",1,4
1523350,1529400,"A","4.4_ref",1,"065066",1,4
1533880,1546300,"B","4.5_ref",16,"065066",1,4
1552590,1557170,"A","4.6_ref",13,"065066",1,4
1576270,1582180,"B","4.7_ref",12,"065066",3,4
1600210,1605810,"A","4.8_ref",7,"065066",1,4
1615940,1623400,"B","4.9_ref",2,"065066",5,4
1627550,1637060,"A","4.10_ref",9,"065066",3,4
1644320,1650300,"B","4.11_ref",14,"065066",1,4
1658260,1671860,"A","4.12_ref",5,"065066",1,4
1683850,1690190,"B","4.13_ref",8,"065066",3,4
1696310,1704200,"A","4.14_ref",11,"065066",1,4
1713440,1724580,"B","4.15_ref",4,"065066",3,4
1731110,1737280,"A","4.16_ref",3,"065066",1,4
1744840,1752650,"B","5.1_ref",7,"065066",3,5
1757400,1763460,"A","5.2_ref",6,"065066",1,5
1778470,1786270,"B","5.3_ref",11,"065066",3,5
1805740,1811250,"A","5.4_ref",10,"065066",1,5
1827620,1835040,"B","5.5_ref",9,"065066",3,5
1841450,1848010,"A","5.6_ref",4,"065066",1,5
1854880,1860940,"B","5.7_ref",13,"065066",3,5
1865350,1870360,"A","5.8_ref",12,"065066",1,5
1880610,1892460,"B","5.9_ref",1,"065066",3,5
1907500,1913910,"A","5.10_ref",8,"065066",1,5
1924970,1930490,"B","5.11_ref",15,"065066",1,5
1939740,1944900,"A","5.12_ref",14,"065066",3,5
1954980,1962750,"B","5.13_ref",5,"065066",5,5
1969570,1978820,"A","5.14_ref",16,"065066",1,5
1991940,2000820,"B","5.15_ref",3,"065066",1,5
2010040,2017280,"A","5.16_ref",2,"065066",1,5
2020700,2027960,"B","6.1_ref",10,"065066",1,6
2036780,2043630,"A","6.2_ref",11,"065066",1,6
2053760,2059760,"B","6.3_ref",8,"065066",1,6
2069020,2073980,"A","6.4_ref",7,"065066",1,6
2083080,2091580,"B","6.5_ref",4,"065066",7,6
2098350,2106330,"A","6.6_ref",3,"065066",1,6
2111480,2119960,"B","6.7_ref",14,"065066",7,6
2126960,2131490,"A","6.8_ref",13,"065066",1,6
2136880,2143770,"B","6.9_ref",2,"065066",1,6
2150660,2156870,"A","6.10_ref",9,"065066",1,6
2162570,2175180,"B","6.11_ref",6,"065066",3,6
2188100,2192580,"A","6.12_ref",1,"065066",1,6
2206950,2211650,"B","6.13_ref",16,"065066",1,6
2215530,2222410,"A","6.14_ref",5,"065066",1,6
2225060,2233030,"B","6.15_ref",12,"065066",3,6
2243400,2250230,"A","6.16_ref",15,"065066",3,6
14890,79080,"B","1.1_ref",9,"067068",17,1
111430,131730,"A","1.2_ref",6,"067068",7,1
186330,213270,"B","1.3_ref",15,"067068",10,1
224950,246510,"A","1.4_ref",14,"067068",8,1
254570,274690,"B","1.5_ref",13,"067068",7,1
290350,379450,"A","1.6_ref",16,"067068",21,1
396920,420150,"B","1.7_ref",11,"067068",6,1
456360,479410,"A","1.8_ref",8,"067068",10,1
497810,506660,"B","1.9_ref",3,"067068",4,1
527490,561180,"A","1.10_ref",10,"067068",6,1
600630,622390,"B","1.11_ref",5,"067068",3,1
636010,669430,"A","1.12_ref",4,"067068",13,1
720290,748640,"B","1.13_ref",7,"067068",5,1
786750,816280,"A","1.14_ref",2,"067068",9,1
827110,842380,"B","1.15_ref",1,"067068",5,1
860450,887690,"A","1.16_ref",12,"067068",7,1
903700,927000,"B","2.1_ref",14,"067068",11,2
933520,954410,"A","2.2_ref",9,"067068",7,2
965360,988970,"B","2.3_ref",16,"067068",3,2
994410,1000920,"A","2.4_ref",3,"067068",1,2
1020850,1033080,"B","2.5_ref",10,"067068",5,2
1081290,1096860,"A","2.6_ref",11,"067068",3,2
1106380,1123930,"B","2.7_ref",12,"067068",1,2
1131860,1144590,"A","2.8_ref",7,"067068",3,2
1158100,1178900,"B","2.9_ref",6,"067068",7,2
1265540,1274840,"A","2.10_ref",13,"067068",4,2
1278130,1291480,"B","2.11_ref",2,"067068",4,2
1299380,1319750,"A","2.12_ref",15,"067068",4,2
1338360,1378020,"B","2.13_ref",8,"067068",16,2
1384860,1393950,"A","2.14_ref",1,"067068",1,2
1399860,1411400,"B","2.15_ref",4,"067068",6,2
1421610,1434060,"A","2.16_ref",5,"067068",6,2
1440950,1467400,"B","3.1_ref",9,"067068",3,3
1475430,1487200,"A","3.2_ref",10,"067068",3,3
1510480,1521140,"B","3.3_ref",15,"067068",3,3
1531950,1541940,"A","3.4_ref",12,"067068",6,3
1555400,1563120,"B","3.5_ref",1,"067068",2,3
1580270,1590090,"A","3.6_ref",4,"067068",1,3
1600490,1609150,"B","3.7_ref",7,"067068",1,3
1616090,1632820,"A","3.8_ref",16,"067068",3,3
1653170,1657600,"B","3.9_ref",13,"067068",1,3
1677890,1686840,"A","3.10_ref",2,"067068",3,3
1699320,1719870,"B","3.11_ref",11,"067068",4,3
1730260,1745370,"A","3.12_ref",6,"067068",6,3
1762910,1770960,"B","3.13_ref",5,"067068",1,3
1776160,1787120,"A","3.14_ref",8,"067068",5,3
1827620,1832230,"B","3.15_ref",3,"067068",1,3
1838050,1857350,"A","3.16_ref",14,"067068",9,3
1876670,1883660,"B","4.1_ref",10,"067068",1,4
1896020,1910680,"A","4.2_ref",15,"067068",2,4
1927190,1930730,"B","4.3_ref",6,"067068",2,4
1950250,1957750,"A","4.4_ref",1,"067068",1,4
1962160,1977950,"B","4.5_ref",16,"067068",1,4
1996530,2003460,"A","4.6_ref",13,"067068",4,4
2037160,2048840,"B","4.7_ref",12,"067068",2,4
2066970,2082420,"A","4.8_ref",7,"067068",1,4
2104640,2112240,"B","4.9_ref",2,"067068",1,4
2121050,2130110,"A","4.10_ref",9,"067068",1,4
2142520,2152600,"B","4.11_ref",14,"067068",1,4
2164030,2177880,"A","4.12_ref",5,"067068",1,4
2189830,2211450,"B","4.13_ref",8,"067068",9,4
2223410,2241060,"A","4.14_ref",11,"067068",8,4
2244880,2255670,"B","4.15_ref",4,"067068",6,4
2262720,2268150,"A","4.16_ref",3,"067068",1,4
2277510,2302290,"B","5.1_ref",7,"067068",5,5
2331550,2337610,"A","5.2_ref",6,"067068",1,5
2348710,2358540,"B","5.3_ref",11,"067068",1,5
2371010,2377780,"A","5.4_ref",10,"067068",2,5
2384220,2392340,"B","5.5_ref",9,"067068",2,5
2402350,2407440,"A","5.6_ref",4,"067068",1,5
2424300,2428420,"B","5.7_ref",13,"067068",1,5
2437150,2444020,"A","5.8_ref",12,"067068",3,5
2450350,2455810,"B","5.9_ref",1,"067068",1,5
2462150,2469530,"A","5.10_ref",8,"067068",1,5
2476870,2482940,"B","5.11_ref",15,"067068",1,5
2501360,2521350,"A","5.12_ref",14,"067068",4,5
2592470,2601210,"B","5.13_ref",5,"067068",2,5
2613180,2633500,"A","5.14_ref",16,"067068",5,5
2645530,2653050,"B","5.15_ref",3,"067068",1,5
2658380,2667540,"A","5.16_ref",2,"067068",3,5
2672790,2685440,"B","6.1_ref",10,"067068",3,6
2693040,2701860,"A","6.2_ref",11,"067068",1,6
2711320,2718870,"B","6.3_ref",8,"067068",1,6
2730380,2738250,"A","6.4_ref",7,"067068",3,6
2748650,2752460,"B","6.5_ref",4,"067068",1,6
2759850,2767420,"A","6.6_ref",3,"067068",1,6
2773410,2779380,"B","6.7_ref",14,"067068",1,6
2783880,2789880,"A","6.8_ref",13,"067068",2,6
2795860,2805160,"B","6.9_ref",2,"067068",2,6
2814430,2824530,"A","6.10_ref",9,"067068",3,6
2834770,2844040,"B","6.11_ref",6,"067068",3,6
2855970,2863000,"A","6.12_ref",1,"067068",1,6
2911610,2920630,"B","6.13_ref",16,"067068",1,6
2927300,2939190,"A","6.14_ref",5,"067068",3,6
2944850,2955730,"B","6.15_ref",12,"067068",1,6
2961190,2967520,"A","6.16_ref",15,"067068",1,6
44150,86570,"B","1.1_ref",9,"069070",17,1
107380,125400,"A","1.2_ref",6,"069070",13,1
138690,155790,"B","1.3_ref",15,"069070",5,1
175020,202330,"A","1.4_ref",14,"069070",13,1
217330,231490,"B","1.5_ref",13,"069070",5,1
258360,276600,"A","1.6_ref",16,"069070",7,1
286800,353270,"B","1.7_ref",11,"069070",14,1
381390,397340,"A","1.8_ref",8,"069070",6,1
411710,428880,"B","1.9_ref",3,"069070",3,1
437540,455050,"A","1.10_ref",10,"069070",3,1
461260,481860,"B","1.11_ref",5,"069070",7,1
489740,501760,"A","1.12_ref",4,"069070",7,1
514600,535460,"B","1.13_ref",7,"069070",11,1
550860,572880,"A","1.14_ref",2,"069070",9,1
577780,589920,"B","1.15_ref",1,"069070",1,1
604120,621740,"A","1.16_ref",12,"069070",5,1
629090,642430,"B","2.1_ref",14,"069070",5,2
649120,721580,"A","2.2_ref",9,"069070",17,2
736900,748240,"B","2.3_ref",16,"069070",5,2
755420,767060,"A","2.4_ref",3,"069070",9,2
779820,803530,"B","2.5_ref",10,"069070",14,2
814890,826790,"A","2.6_ref",11,"069070",4,2
831110,840700,"B","2.7_ref",12,"069070",3,2
860630,865920,"A","2.8_ref",7,"069070",3,2
874230,884800,"B","2.9_ref",6,"069070",4,2
