"pair","target","peaks_self_avg","peaks_other_avg","gesture_self_avg","gesture_other_avg","range_self_avg","range_other_avg","self","first_round","is_firstdir","prepost_self","prepost_other","selfpre_otherpost","otherpre_selfpost"
15,5,0.0833418694588681,0.577735413611735,0.506715067348952,0.404324881524135,-0.733199118651341,0.788410695724408,"A","B",0,0.0959567,0.20465,0.202164,0.300475
15,6,-0.0141441815008523,-0.466757989528125,-0.284481823115542,-0.200708034713419,-0.789919924705687,0.205120731501654,"A","A",1,0.276474,0.157191,0.298779,0.266882
15,7,-0.348382070505608,-0.341418781151342,-0.237940829558807,-0.200708034713419,-0.682776489683888,-0.0512470164686561,"A","B",0,0.440387,0.292848,0.166222,0.142168
15,8,0.222607656544183,0.159938052355791,0.218160907297195,0.125078920183725,-0.561095460283281,0.576827917467994,"A","A",1,0.120975,0.444481,0.270884,0.463198
15,9,-0.00718089214658654,0.431506337172155,0.0971543240496841,0.190236311163154,-0.697462933151899,0.209291607022025,"A","B",0,0.238447,0.264131,0.355236,0.191225
15,10,0.19475449912712,-0.0837770750435097,0.153003516317766,0.246085503431236,-0.741131534696774,1.76797414767735,"A","A",1,0.499799,0.321293,0.414672,0.343999
15,11,0.0763785801046023,0.104231737521665,-0.0703932527545617,0.274010099565277,-0.64961725404127,1.28536508718684,"A","B",0,0.211317,0.369793,0.269252,0.378331
15,12,0.0415621333332736,0.605588571028798,0.283318298276624,0.581180657039727,-0.398884064301824,0.46149778254004,"A","A",1,0.12274,0.347258,0.247792,0.441751
15,13,-0.285712466317216,-0.0907403643977754,-0.340331015383624,-0.0797014514659087,-0.57572608534284,0.198456633737137,"A","B",0,0.329248,0.112271,0.298697,0.178212
15,14,0.104231737521665,0.0694152907503366,-0.0797014514659086,0.0878461253383371,-0.172971460186948,0.709229182313895,"A","A",1,0.50353,0.266647,0.381835,0.497554
15,15,-0.0768137856892439,0.299203839441106,-0.163475239868032,0.0878461253383371,-0.561864513910828,0.46020465607759,"A","B",0,0.188824,0.415454,0.271125,0.371186
15,16,0.0345988439790079,-0.118593521814838,-0.116934246311297,-0.116934246311297,-0.310799514743368,0.193451583112692,"A","A",1,0.314439,0.387405,0.378555,0
16,1,0.00032191240577559,-0.143894845381682,-0.296200011438332,-0.164663026766942,0.304665061581991,-0.166136926907249,"A","B",0,0.532139,0.451364,0.438288,0.467933
16,2,0.180592859640098,-0.179949034828547,-0.133713148020733,-0.00217616334934289,-0.389123666580612,0.71947981699066,"A","A",1,0.179026,0.194085,0.43286,0.401034
16,3,-0.458081353418644,-0.231455019752639,-0.25751266300557,-0.203350375199704,-0.420330218808235,0.219314072136499,"A","B",0,0.407502,0.204625,0.550585,0.333765
16,4,-0.216003224275411,-0.210852625783002,-0.373574708303856,-0.00991363303589526,-0.336312794613003,-0.261143603987541,"A","A",1,0.351049,0.534579,0.483812,0.449113
16,5,0.36601440536683,0.618393731494881,0.0829360032027329,0.562659123768978,0.00182477233446492,0.255545408197383,"A","B",0,0.468624,0.46847,0.53365,0.502552
16,6,0.10333388225396,-0.169647837843728,-0.350362299244199,-0.0950257995879711,-0.623282532010906,0.0949098775457101,"A","A",1,0.265332,0.827053,0.62724,0.184041
16,7,0.118785677731187,0.201195253609735,0.508496835963112,0.616821411574845,0.788459464260482,-0.231796728195408,"A","B",0,0.323893,0.144004,0.292494,0.141428
16,8,-0.0511840725183165,-0.205702027290593,-0.327149890184541,0.160310700068256,-0.234556701846265,-0.231490064456424,"A","A",1,0.286254,0.272435,0.387289,0.327541
16,9,0.94803203500907,0.582339542048016,-0.0795508602148664,0.748358396246235,0.033194503432373,0.309585748549726,"A","B",0,0.316856,0.507427,0.352386,0.504336
16,10,-0.061485269503135,-0.138744246889273,-0.071813390528314,0.0287737153968665,-0.144245637429866,0.232058904591524,"A","A",1,0.378321,0.548958,0.530271,0.45439
16,11,-0.0666358679955442,0.185743458132507,-0.0718133905283141,0.00556130633720944,-0.940344703832417,0.565723119750142,"A","B",0,0.221234,0.129443,0.293578,0.129364
16,12,-0.221153822767821,-0.272659807691913,-0.133713148020733,-0.0640759208417617,-0.0852058341034442,0.804279374391741,"A","A",1,0.426237,0.266855,0.479858,0.32074
16,13,-0.385972974524915,-0.200551428798184,-0.474161814229036,-0.172400496453495,0.146125535384842,-0.272341050603655,"A","B",0,0.218256,0.0967746,0.406695,0.393743
16,14,-0.107840655934818,-0.169647837843728,-0.0176511027224476,0.322797563485856,-0.136086693915612,0.81183343071442,"A","A",1,0.337784,0.218534,0.417546,0.222976
16,15,-0.185099633320956,0.113635079238778,-0.226562784259361,0.0906734728892853,-0.498445069385223,-0.154281137952398,"A","B",0,0.378679,0.204055,0.351599,0.443858
16,16,0.242400041549008,0.0157737078830032,0.00556130633720944,0.392434790664827,-0.414939689231231,0.253063963997531,"A","A",1,0.25268,0.117027,0.162096,0.42012
17,1,0.0418761302209364,0.0606178947953415,-0.0193766875798109,-0.167650470799234,-0.946279791115219,0.349180017621448,"A","B",0,0.261579,0.134898,0.408126,0.219888
17,2,-0.445409748713597,-0.539118571585622,-0.598992385619372,-0.491156906914338,-0.885284921994094,0.274652884687625,"A","A",1,5.96046e-08,0,0.157244,0.157244
17,3,-0.548489453872825,-0.286104749831153,-0.572033515943114,-0.396800863047432,-0.946279791115219,1.26980416325577,"A","B",0,0.552957,0.262602,0.552957,0.262602
17,4,0.0418761302209364,0.20118112910338,0.101938225963353,0.748951098193561,-0.678586500040363,0.823249950275063,"A","A",1,0.287902,0.252154,0.261383,0.283043
17,5,0.116843188518557,0.754063184048331,0.0614999214489651,0.897224881412984,-0.00215168765682959,0.507786263967892,"A","B",0,0.258089,0.228332,0.261239,0.238792
17,6,-0.0518326926510892,-0.16428328009752,0.00758218209644773,-0.65291012497189,-0.570440313147469,0.999253322546645,"A","A",1,0.602207,0.275644,0.602207,0.275644
17,7,-0.267362985256748,0.735321419473926,0.304129748535293,0.991580925279889,-0.847958398497297,1.0944723326363,"A","B",0,0.392232,0.0504791,0.386387,0.181622
17,8,0.304260834262608,0.173068482241772,-0.00589725274168155,0.290650313697164,-0.352406128201504,0.402836895148094,"A","A",1,0.217284,0.178062,0.203779,0.194202
17,9,0.0231343656465313,0.20118112910338,-0.0328561224179403,0.182814834992129,-0.416045192577836,0.831490325964573,"A","B",0,0,0.43296,0.143538,0.325704
17,10,0.276148187401,0.0793596593697466,0.479362401430974,0.236732574344646,-0.375200070632972,0.416442608828991,"A","A",1,0.686706,0.663029,0.686706,0.663029
17,11,-0.16428328009752,-0.0237200457894815,-0.315924254018656,-0.0867738617704576,-0.946279791115219,0.334399106049346,"A","B",0,0.315366,0.381274,0.315366,0.381274
17,12,-0.0612035749382918,-0.192395926959128,-0.410280297885562,-0.221568210151751,-0.929253412143854,0.728153356632407,"A","A",1,0.672411,0.515259,0.564248,0.617033
17,13,-0.482893277862407,-0.0330909280766841,-0.410280297885562,-0.262006514666139,-0.693014152722549,0.159490486575224,"A","B",0,0.338967,0.532449,0.25675,0.747693
17,14,-0.0612035749382918,0.0231343656465313,-0.167650470799234,0.0884587911252238,-0.449947553171395,0.676556573028139,"A","A",1,0.0558764,0,0.0558764,0
17,15,-0.0330909280766841,0.0231343656465313,-0.100253296608587,-0.0463355572560696,-0.946279791115219,0.774290366700459,"A","B",0,0,0.2827,0.126283,0.407177
17,16,0.248035540539393,0.0512470125081389,0.317609183373422,0.250212009182776,-0.490782182277945,0.834131023607009,"A","A",1,0.595563,0.504396,0.428226,0.593782
18,1,0.0144755296809686,-0.0516983202891734,-0.544579069632964,-0.0649497972956746,0.00640246798059327,-0.475927652429191,"A","B",0,0.148781,0.202038,0.29603,0.227115
18,2,-0.095814220269268,0.146823229621253,0.0035686701810811,0.391839985882697,0.611927866746881,-0.407693929027593,"A","A",1,0.285439,0.448373,0.386753,0.248612
18,3,-0.206103970219505,-0.217132945214528,-0.384702645520534,-0.247665710567023,0.127689304134133,-0.172137634261844,"A","B",0,0.40811,0.168521,0.378581,0.443485
18,4,-0.0406693452941497,0.0255045046759923,-0.13346826477243,0.506037431677289,0.351380066942328,-0.352890423116412,"A","A",1,0.248201,0.0525539,0.415792,0.191817
18,5,0.301228879551584,1.41515535404897,0.80295079074323,1.53381444382862,0.212277152335038,-0.00862404485143409,"A","B",0,0.354669,0.336775,0.354669,0.336775
18,6,-0.250219870199599,-0.536973220070214,-1.00136885281134,-0.0877892864545931,0.615163920917123,0.0986280362194443,"A","A",1,0.69561,0.358689,0.385481,0.599664
18,7,-0.16198807023941,0.49975042946201,-0.61309753710972,0.80295079074323,0.33178988797278,-0.20134904876807,"A","B",0,0.200117,0.196674,0.19093,0.20556
18,8,-0.371538595144859,-0.0516983202891733,-0.498900091315127,0.254803050929185,0.786579962513716,-0.647537304104346,"A","A",1,0.0705445,0.199866,0.0705445,0.199866
18,9,0.0255045046759922,0.235055029581442,-0.430381623838371,0.254803050929185,0.437749918111217,0.294778753158791,"A","B",0,0.0642408,0.48809,0.214047,0.342936
18,10,0.0475624546660396,-0.261248845194623,-0.270505199725942,0.551716409995126,0.945312568351485,-0.642859052410125,"A","A",1,0.737403,0.405182,0.506898,0.618336
18,11,-0.305364745174718,0.124765279631205,-0.270505199725942,0.460358453359452,1.09939853230378,-0.141653924953642,"A","B",0,0.206443,0.245354,0.137224,0.360873
18,12,-0.184046020229457,-0.128901145254339,-0.339023667202697,-0.430381623838371,0.195520002474237,-1.06350263105456,"A","A",1,0.244431,0.370279,0.320992,0.294119
18,13,-0.139930120249363,-0.00758242030907873,-0.0192708189778374,0.277642540088104,-0.726798899531763,-0.211440480209826,"A","B",0,0.108129,0.575968,0.12181,0.562803
18,14,-0.294335770179694,-0.095814220269268,-0.727294982904312,0.0720871376578368,0.189166430916545,0.278693311733815,"A","A",1,0.499012,0.3689,0.314428,0.422887
18,15,-0.261248845194623,0.113736304636182,-0.042110308136756,-0.13346826477243,0.398470779519794,-0.722124599063636,"A","B",0,0.473387,0.341047,0.284819,0.56818
18,16,0.477692479471962,0.235055029581442,-0.110628775613512,0.437518964200534,-0.0288819810307146,-1.17750735751854,"A","A",1,0.536844,0.384058,0.404557,0.456784
20,1,-0.196640030475655,-0.0292125987624586,-0.0331242128811462,-0.407770482709282,-0.534720848056661,0.0694822064878156,"A","B",0,0.321607,0.29989,0.304322,0.279028
20,2,-0.182687744499555,-0.475685749997648,-0.206740776947843,-0.490009907793507,0.423096515157135,-0.109594240814642,"A","A",1,0.146649,5.96046e-08,0.237598,0.0527903
20,3,-0.175711601511505,-0.315234461272502,-0.261567060337327,-0.371219627116293,-0.054377594797,0.633770712644118,"A","B",0,0.291448,0.0646482,0.371111,0.133515
20,4,-0.057117170714658,-0.154783172547356,-0.25242934643908,-0.0970882101688767,-0.0720385405151098,0.298469581327733,"A","A",1,0.359731,0.558137,0.374612,0.408942
20,5,0.493998125341279,1.37299214183556,0.67047975728389,1.02685059931553,-0.297849243143963,0.417669136890146,"A","B",0,0.405355,0.45906,0.178265,0.246333
20,6,0.389355980520532,-0.126878600595156,-0.0970882101688768,-0.00571107118640452,0.0626962939348181,-0.275129277957806,"A","A",1,0.157911,0.0876488,0.239035,0.304095
20,7,-0.273377603344203,-0.057117170714658,0.058252926101326,-0.225016204744338,-0.277190735456476,-0.000860806356129583,"A","B",0,0.13808,0.107629,0.13808,0.107629
20,8,0.110310260998538,-0.210592316451754,0.0948037816943149,-0.0788127823723823,-0.236286011581236,0.00250511441218983,"A","A",1,0.234093,0.567842,0.504321,0.315738
20,9,0.340522979604183,-0.0292125987624586,-0.00571107118640453,0.405486054234721,-0.499598343493263,-0.335181900501016,"A","B",0,1.19209e-07,0.46431,0.483373,0.323843
20,10,0.0196204021538902,-0.175711601511505,0.250144917964518,-0.215878490846091,-0.15278346513103,-0.278089666103437,"A","A",1,0.360209,0.285951,0.34685,0.311514
20,11,-0.266401460356153,-0.0292125987624586,0.268420345761012,-0.023986498982899,-0.139661105348516,0.68482051096363,"A","B",0,0.285334,0.399608,0.313969,0.425553
20,12,0.201000119843186,-0.112926314619057,-0.0148487850846518,-0.325531057625057,-0.398850522263203,-0.4986689978996,"A","A",1,0.290839,0.49213,0.2921,0.442753
20,13,-0.294306032308352,-0.0361887417505085,0.0856660677960677,-0.00571107118640453,0.48798173478739,0.123066583699134,"A","B",0,5.96046e-08,0.315841,0.237012,0.373864
20,14,0.0754295460582889,0.0614772600821892,0.186180920676787,-0.124501351863618,-0.0112018882347014,-0.389377956084891,"A","A",1,0.200687,0.200645,0.289055,0.413814
20,15,0.0196204021538902,0.0824056890463388,-0.124501351863618,0.0399774983048316,0.270136368755855,0.783287211191063,"A","B",0,0.382575,0.370405,0.408136,0.314276
20,16,0.0893818320343886,-0.057117170714658,0.186180920676787,0.094803781694315,-0.0184643016193586,0.32294347510702,"A","A",1,0.220918,0.330988,0.33578,0.279268
21,1,0.0833466329068829,-0.226428954554393,-0.229872950467647,-0.0647138012542771,-0.0270787617438591,-0.505742484775537,"A","B",0,0.462256,0.668134,0.462256,0.668134
21,2,-0.203762448154787,-0.657092576146898,-0.623713998591836,-0.407736649620507,0.45380906035235,-0.0389216563177305,"A","A",1,0.365007,0.22635,0.365007,0.22635
21,3,0.106013139306488,-0.37753899721843,0.0115134983826628,0.163968097656543,-0.08827983255406,0.0457499682468714,"A","B",0,0.046699,0.347094,0.434368,0.241325
21,4,-0.022430396957943,-0.317094980152815,-0.0393047013752971,-0.407736649620507,-0.308208347058645,-0.437933439992742,"A","A",1,0.245552,0,0.333106,0.146791
21,5,-0.218873452421191,-0.513538035616063,-0.585600348773366,-0.179054750709687,0.120904230073708,-0.755168144048092,"A","B",0,0.0360571,0.181335,0.143664,0.127946
21,6,0.657564795030224,0.128679645706094,0.710263745054612,-0.128236550951727,0.703781467003393,-0.416837897475215,"A","A",1,0.376024,0.307014,0.318092,0.325879
21,7,0.589565275831407,1.24689396141997,0.761081944812572,0.697559195115122,0.85335274758562,0.0904051274401822,"A","B",0,0.209544,0.61586,0.209544,0.61586
21,8,0.627342786497416,-0.181095941755182,0.545104595841242,0.202081747475013,1.10228361285049,0.0091376856484333,"A","A",1,0.0413525,0.222497,0.281999,0.334931
21,9,0.408233224634562,-0.0828744140235578,0.367240896688382,0.811900144570532,0.238276790606021,-0.717398043471677,"A","B",0,0.189867,0.369396,0.212771,0.375098
21,10,0.181568160638507,-0.407761005751237,-0.267986600286117,-0.191759300649177,0.576594667328705,-0.601608823763947,"A","A",1,0.140281,0.389272,0.244939,0.408782
21,11,0.362900211835351,-0.0602079076239523,0.214786297414503,0.634036445417672,0.0744529686325109,0.0237341088750557,"A","B",0,0.251672,1.19209e-07,0.34042,0.280825
21,12,0.378011216101755,-0.0828744140235578,0.341831796809402,0.189377197535523,-0.0389290782278458,-0.320550983580275,"A","A",1,0.332412,0.166992,0.299696,0.403899
21,13,-0.49842703134966,-0.649537074013697,-0.611009448652346,-0.941327747079086,0.170514751253955,-0.508728566611899,"A","B",0,0.396673,0.590315,0.634239,0.358348
21,14,-0.0148748948247412,-0.226428954554393,-0.179054750709687,-0.598304898712856,0.595339938309742,-0.362922668428133,"A","A",1,0,0.141095,0.297401,0.250029
21,15,-0.0299858990911448,-0.475760524950054,-0.496668499196937,-0.369622999802037,0.0943016302506789,0.267375626197806,"A","B",0,0.319934,0.0853156,0.25288,0.194713
21,16,0.544232263032196,-0.0677634097571541,0.545104595841242,0.125854447838073,-0.0164629563090394,-0.275242696296824,"A","A",1,0.237385,0.188821,0.384844,0.178401
22,1,-0.6165107919696,-0.351827672848967,-0.383607285058635,-0.565465553530877,0.597882064586826,0.671602598778972,"A","B",0,0.74419,0.208409,0.535965,0.314273
22,2,0.0168381002119154,-0.153315333508492,0.0558835304159493,0.0407286747099291,-0.0983240533522417,-0.0361082839475386,"A","A",1,0.102367,0.398198,0.167987,0.27717
22,3,-0.550340012189442,-0.597604854889555,-0.610930120648937,-0.686704399179038,-0.131308195781747,-0.255799587472879,"A","B",0,0.471887,0.270305,0.209479,0.462663
22,4,0.735263709253634,0.338239030572684,0.586303480126655,0.677232614362775,0.180025676563906,0.562222758574084,"A","A",1,0,0.314424,0,0.314424
22,5,0.640734023853408,0.999946828374267,0.298361221712272,0.874245738541037,-0.322259706881726,0.740724870275029,"A","B",0,0.377173,0.352452,0.453329,0.22743
22,6,-0.210033144748627,-0.607057823429577,-0.338142717940575,-0.398762140764655,0.0297663181400745,-0.433919161190618,"A","A",1,5.96046e-08,0.307347,0.122418,0.316058
22,7,-0.124956427888424,0.0830088799920737,0.16196752035809,0.237741798888191,-0.539593327326898,-0.255286934529399,"A","B",0,0.217335,0.274576,0.274558,0.353045
22,8,0.451674653052956,0.309880124952616,0.16196752035809,0.419600067360433,1.19477924024623,-0.31601158648936,"A","A",1,0.101208,0.327118,0.380222,0.417767
22,9,0.498939495753069,0.347691999112707,0.298361221712272,0.328670933124312,-0.63497019550708,0.0613087868097417,"A","B",0,0.0537469,0.378162,0.130147,0.356886
22,10,-0.0209737739481751,-0.134409396428446,0.283206366006252,0.0710383861219695,-0.283084694642375,0.221857636292055,"A","A",1,0.247538,0.558892,0.363935,0.401585
22,11,0.0830088799920737,-0.0776915851883108,0.252896654594211,0.298361221712272,-0.185605168704163,-0.112121443739716,"A","B",0,0.297219,0.344158,0.240428,0.366424
22,12,0.120820754152164,-0.0115208054081524,0.0710383861219695,-0.0653553152322119,0.769175807488582,-0.133546173098463,"A","A",1,0.393259,0.347112,0.299487,0.446248
22,13,-0.276203924528786,-0.153315333508492,-0.322987862234555,-0.247213583704454,0.832031742497834,-0.121088966801813,"A","B",0,0.155158,0.666004,0.155158,0.666004
22,14,-0.21948611328865,-0.266750955988763,-0.322987862234554,-0.262368439410474,-0.320375642256956,-0.392560819917867,"A","A",1,0.0766287,0.349704,0.165528,0.373565
22,15,-0.351827672848967,-0.21948611328865,-0.292678150822514,-0.307833006528534,-0.00657999486291568,-0.290691215220004,"A","B",0,0.0897665,0.624294,0.251339,0.579272
22,16,0.328786062032662,-0.0115208054081525,-0.125974738056293,-0.186594160880373,-0.536166099273276,-0.455976249256298,"A","A",1,0.450317,0.252827,0.399029,0.311196
23,1,-0.202902460041265,-0.0914367309198836,-0.0452293010090034,-0.380261160334953,-0.346958803485678,0.0449804528691581,"A","B",0,0.349916,0.380758,0.374132,0.337553
23,2,0.103628295042535,0.0850506735223042,-0.152439495993307,0.00837579648314862,-0.307205191450093,0.0938001907049705,"A","A",1,0.205848,0.240821,0.326374,0.188658
23,3,-0.323656999922762,0.0200289982014982,-0.0988343985011553,-0.554477727184447,0.0177701672471973,-0.0913012008520349,"A","B",0,0.294523,0.351558,0.236155,0.218774
23,4,0.307982131765068,-0.0728591093996532,0.128987265840491,-0.0318280266359653,0.210695260184346,0.296283615921869,"A","A",1,0.184755,0.0887063,0.269789,0.239829
23,5,0.242960456444262,0.716689805210134,1.02687264883404,0.504222948285554,-0.324341121870225,-0.243146899784564,"A","B",0,0.0628442,0.168073,0.234255,0.12849
23,6,-0.19361364928115,-0.110014352440114,-0.407063709081029,-0.353458611588877,-0.639357238171381,-0.485110047947636,"A","A",1,0.295534,0.326927,0.281243,0.209768
23,7,-0.267924135362071,-0.15645840624069,-0.0988343985011553,0.0619808939753006,-0.388165218517272,-0.153041358775299,"A","B",0,0.0672909,0,0.344382,0.384572
23,8,0.326559753285298,0.382292617845989,0.59803186889682,0.0753821683483387,0.210885791724806,0.924585187031668,"A","A",1,0.230076,0.461893,0.301013,0.449521
23,9,0.00145137668126793,-0.267924135362071,-0.286452239723687,-0.179242044739383,0.00713215623817396,0.56563170361899,"A","B",0,0.281251,0.199008,0.324386,0.331145
23,10,0.76313385901071,0.0293178089616134,0.517624222658592,0.825853533238466,-0.0471216999078447,-0.368671460283946,"A","A",1,0.179896,0.162784,0.377058,0.349533
23,11,-0.249346513841841,-0.15645840624069,0.0619808939753006,-0.192643319112421,-0.564855436444381,0.803153085245086,"A","B",0,0.268508,0.368714,0.166102,0.216885
23,12,0.326559753285298,0.317270942525183,0.490821673912516,0.812452258865428,0.0233670312482132,0.246535036826313,"A","A",1,0.277316,0.0400101,0.308898,0.257201
23,13,-0.546588458165526,-0.184324838521035,-0.581280275930523,-0.286452239723687,-0.139827202562971,0.509524134360578,"A","B",0,0.797615,0.28416,0.417821,0.619486
23,14,-0.323656999922762,-0.490855593604835,-0.366859885961915,-0.527675178438371,-0.0300413411870137,-0.359641059147555,"A","A",1,0.131135,0.108223,0.334376,0.434672
23,15,-0.305079378402532,-0.267924135362071,-0.259649690977611,-0.286452239723687,0.179587016797139,0.0795698662768554,"A","B",0,0.315998,0.173988,0.283565,0.294324
23,16,0.345137374805528,0.242960456444262,-0.0720318497550793,0.0485796196022626,0.0343345030459489,0.240950081046576,"A","A",1,0.18843,0.273681,0.164887,0.237184
24,1,-0.171425373523985,-0.164941198638917,-0.367273972473559,-0.210200827013169,-0.712163120854249,-0.059050121530924,"A","B",0,0.319514,0.61569,0.278784,0.642369
24,2,-0.288140521455209,-0.346498095420821,-0.339555182098196,-0.358034375681771,-0.381765164919485,-0.0301015177638608,"A","A",1,0.370713,0.32331,0.429545,0.2789
24,3,-0.0547102255927612,-0.177909548409053,-0.0808464719281418,-0.0716068751363542,-0.699643626740634,0.161259713146518,"A","B",0,0.330094,0.387437,0.296226,0.375646
24,4,-0.0287735260524892,-0.145488673983713,-0.367273972473559,0.270258206159789,-0.00950378735698922,0.901147638133629,"A","A",1,0.122513,0.364681,0.194182,0.364352
24,5,-0.139004499098645,0.0814574469936665,-0.330315585306408,0.140903851074762,0.407911741231133,-0.176035960581679,"A","B",0,0.27979,0.471055,0.271,0.372321
24,6,0.10090997164887,-0.139004499098645,0.233299818992638,-0.12704445588708,-0.35187323690083,0.715956184047969,"A","A",1,0.216177,0.164457,0.280013,0.242372
24,7,-0.197362073064257,-0.0676785753628972,-0.164002843054231,0.00230989919794694,0.129560201374089,0.0953960505165769,"A","B",0,0.518633,0.163262,0.352933,0.421338
24,8,0.243561819120366,0.438087065672406,0.741477642540958,0.436570948411966,-0.0853405138953797,-0.0384033164520042,"A","A",1,0.738866,0.232045,0.738866,0.232045
24,9,0.19817259492489,0.13333084607421,-0.025408891177416,0.0300286895733099,0.375377960033886,0.137403969789784,"A","B",0,0.272198,0.397529,0.342601,0.370669
24,10,1.33290319981179,0.788232509466077,1.0833427238371,1.14801990137961,-0.503271326540007,0.442653882670546,"A","A",1,0.161334,0.376151,0.29864,0.35422
24,11,-0.216814597719461,-0.0611944004778292,-0.210200827013169,0.00230989919794697,-0.928497907095791,-0.0775403674103949,"A","B",0,0.394394,0.246364,0.345729,0.488279
24,12,-0.0417418758226252,-0.0417418758226252,-0.0161692943856284,-0.145523649470655,-0.124654778947277,0.160586299591191,"A","A",1,0.198997,0.420168,0.308269,0.262201
24,13,-0.398371494501364,-0.463213243352044,-0.496628327558586,-0.404232359640709,-0.272195054089337,0.823225238033193,"A","B",0,0.332409,0.268479,0.278679,0.304924
24,14,-0.0871311000181011,-0.0222893511674212,-0.321075988514621,0.0392682863650975,0.0857692356831336,0.191721452635065,"A","A",1,0.324828,0.191856,0.353449,0.258716
24,15,-0.158457023753849,-0.236267122374665,-0.44119074680786,0.0392682863650975,-0.371050528188974,0.150496001743959,"A","B",0,0.109352,0.106316,0.231338,0.254793
24,16,0.29543521820091,0.0360682227981906,0.0115494959897346,0.297976996535152,-0.0469586676123964,0.0895834282495418,"A","A",1,0.0651312,0.237517,0.113173,0.478503
4,1,-0.215740391068415,-0.265586546405521,-0.365837209165617,-0.579551440889141,-0.0768382527123865,-0.557201210310453,"B","B",1,0.503188,0.243119,0.321002,0.434575
4,2,0.133182696291332,-0.0475096168056798,0.168448370143195,-0.353964196292088,-0.520193104048011,0.0629242593928607,"B","A",0,0.569286,1.19209e-07,0.569286,1.19209e-07
4,3,-0.0537403862228181,-0.383971165331149,-0.223361054683267,-0.116503938821505,-0.237752468436742,-0.751018076108977,"B","B",1,0.654838,0.536865,0.504158,0.454985
4,4,-0.0662019250570947,0.0521826938685334,0.120956318649078,-0.163995990315621,0.601697779286373,0.00273384663016329,"B","A",0,0.306634,0.33259,0.420977,0.378124
4,5,0.631644249662398,0.351259625891173,0.619622859337302,0.477146704854953,0.0851822236615039,0.770827824101275,"B","B",1,0.337071,0.197186,0.318537,0.262937
4,6,-0.172125005148446,0.239105776382683,0.00222618991378679,-0.0452658615803297,-0.0120359622196279,-0.0202272077401845,"B","A",0,0.122294,0.214547,0.295182,0.374482
4,7,-0.109817310977063,-0.302971162908351,-0.0690118873273881,-0.437075286406791,0.444879186322296,0.272445109700783,"B","B",1,0.400639,0.229984,0.304635,0.478768
4,8,0.220413468131268,-0.172125005148446,0.215940421637311,0.417781640487307,0.10726810294022,0.0197604272050057,"B","A",0,0.484913,0.529048,0.484913,0.529048
4,9,0.781182715673717,0.369951934142588,1.56946388921963,0.477146704854953,-0.352754408848398,0.278015746660441,"B","B",1,0.137859,0.259664,0.367071,0.365087
4,10,-0.0412788473885414,-0.103586541559925,0.310924524625545,-0.258980093303854,-0.17852573161764,0.136001379544141,"B","A",0,0.265187,0.257945,0.38814,0.336877
4,11,-0.209509621651276,-0.321663471159766,-0.0808849002009172,-0.425202273533262,0.774303940897814,0.0978575123481755,"B","B",1,0.221122,0.334152,0.298214,0.298071
4,12,-0.0848942333085097,0.0895673103713633,0.0378452285343742,-0.140249964568563,0.34239028303538,-0.272076048856313,"B","A",0,0.13611,0.265367,0.255322,0.32603
4,13,0.183028851628438,-0.390201934748288,-0.104630925947975,-0.199615028936209,0.0851822236615039,-0.0895086246850602,"B","B",1,0.532118,0.671957,0.532118,0.671957
4,14,-0.0662019250570947,-0.134740388645616,-0.282726119050913,0.0734642671549617,-0.2064526671259,-0.530926290705499,"B","A",0,0.268853,0.276549,0.328612,0.256942
4,15,0.21418269871413,-0.209509621651276,0.0853372800284908,-0.306472144797971,-0.123802704820644,0.147639241577249,"B","B",1,0.11476,0.362328,0.291701,0.242094
4,16,0.0521826938685334,0.0334903856171184,-0.0215198358332715,-0.401456247786204,-0.297972381483427,-0.00182394724592076,"B","A",0,0.32708,0.363408,0.265906,0.281408
5,1,0.0364744993999143,-0.0052106427714162,-0.191701600452011,-0.0442388308735411,-0.0433936069133306,-0.147120354565929,"B","B",1,0.27922,0.618847,0.48079,0.512617
5,2,-0.349113065684893,0.015631928314249,0.486627139608951,-0.073731384789235,1.00884517629415,-0.137849291224268,"B","A",0,0.192718,0.314482,0.21805,0.375096
5,3,-0.317849209056395,0.119844783742575,-0.368656923946175,-0.412895754819716,0.256201650591824,-0.182836242033057,"B","B",1,0.57354,0.198816,0.36036,0.481887
5,4,0.109423498199743,0.00521064277141639,0.457134585693257,0.398149477861869,0.00299630331490628,0.443529404745719,"B","A",0,0.783807,0.766048,0.783807,0.766048
5,5,-0.0260532138570814,-0.265742781342232,-0.132716492620623,-0.162209046536317,0.60743734590594,-0.0929545898019618,"B","B",1,0.542227,0.494758,0.542227,0.494758
5,6,-0.224057639170902,-0.130266069285408,-0.191701600452011,-0.383403200904022,0.103163762138989,-0.473467934151498,"B","A",0,0.436432,0,0.436432,0
5,7,0.161529925913906,0.203215068085236,-0.191701600452011,-0.457134585693257,0.848923177374928,0.0365481739240936,"B","B",1,0.393852,0.724646,0.393852,0.724646
5,8,0.00521064277141641,0.307427923513563,0.191701600452011,-0.058985107831388,0.108606475941557,-0.0857898874516897,"B","A",0,0.305485,0.550824,0.250189,0.527503
5,9,0.338691780142061,-0.0885809271140773,0.58985107831388,0.811045232681585,0.23197849919085,-0.00752012674429127,"B","B",1,0.576052,0.334011,0.599401,0.302921
