"director","target","File","round","peaks1","peaks2","gesture1","gesture2","range1","range2","transitions","pair"
"A",12,"pair09.eaf",5,9,6,3,6,0.103651,0.091728,1,9
"A",12,"pair10.eaf",5,11,6,3,10,0.098567,0.02204,1,10
"A",12,"pair11.eaf",5,15,14,15,16,0.074349,0.146316,3,11
"A",12,"pair12.eaf",5,13,17,8,9,0.030709,0.207415,8,12
"A",12,"pair13.eaf",5,19,3,11,5,0.078346,0.022843,3,13
"A",12,"pair14.eaf",5,27,23,7,16,0.127875,0.1147,7,14
"A",12,"pair15.eaf",5,25,2,12,7,0.081162,0.042239,1,15
"A",12,"pair16.eaf",5,14,13,5,7,0.176782,0.185154,2,16
"A",12,"pair17.eaf",5,5,1,0,2,0,0.080024,1,17
"A",12,"pair18.eaf",5,13,2,4,4,0.071827,0.057037,2,18
"A",12,"pair20.eaf",5,15,4,3,2,0.145249,0.069402,3,20
"A",12,"pair21.eaf",5,32,2,19,7,0.116651,0,3,21
"A",12,"pair22.eaf",5,11,6,8,2,0.0751,0.074555,4,22
"A",12,"pair23.eaf",5,18,11,6,8,0.095047,0.172598,2,23
"A",12,"pair24.eaf",5,20,1,8,7,0.135462,0.124863,1,24
"A",9,"pair04.eaf",6,26,3,5,15,0.077891,0.059719,3,4
"A",9,"pair05.eaf",6,9,6,11,14,0.148816,0.12551,3,5
"A",9,"pair07.eaf",6,13,2,5,6,0.055776,0,3,7
"A",9,"pair08.eaf",6,34,0,0,0,0.120926,0,3,8
"A",9,"pair09.eaf",6,24,3,7,9,0.161115,0.076371,3,9
"A",9,"pair10.eaf",6,14,8,9,7,0.06174,0.210422,4,10
"A",9,"pair11.eaf",6,10,13,0,0,0.117745,0.011219,5,11
"A",9,"pair12.eaf",6,20,3,9,18,0.038345,0,1,12
"A",9,"pair13.eaf",6,25,5,0,0,0.339618,0.077596,5,13
"A",9,"pair14.eaf",6,23,3,10,3,0.109245,0.19036,2,14
"A",9,"pair15.eaf",6,24,8,0,3,0.07805,0.096967,3,15
"A",9,"pair16.eaf",6,20,3,0,0,0.125084,0.078972,4,16
"A",9,"pair17.eaf",6,9,1,2,3,0,0.042849,1,17
"A",9,"pair18.eaf",6,9,3,0,0,0.102922,0.134829,3,18
"A",9,"pair20.eaf",6,8,1,0,0,0.136527,0.047668,1,20
"A",9,"pair21.eaf",6,36,3,7,12,0.15748,0,2,21
"A",9,"pair22.eaf",6,15,11,0,0,0.02241,0.13018,2,22
"A",9,"pair23.eaf",6,18,2,0,0,0.076365,0.026432,4,23
"A",9,"pair24.eaf",6,19,1,6,3,0.127304,0.113888,1,24
"A",1,"pair04.eaf",6,30,2,0,0,0.08073,0.047583,1,4
"A",1,"pair05.eaf",6,17,12,0,0,0.116337,0.153288,5,5
"A",1,"pair07.eaf",6,6,2,2,4,0.099664,0,1,7
"A",1,"pair08.eaf",6,7,20,0,0,0.093224,0.04293,3,8
"A",1,"pair09.eaf",6,13,2,0,0,0.083093,0.098009,1,9
"A",1,"pair10.eaf",6,12,8,0,0,0.047678,0.186374,1,10
"A",1,"pair11.eaf",6,18,13,0,0,0.115859,0,1,11
"A",1,"pair12.eaf",6,17,1,13,11,0,0.03611,1,12
"A",1,"pair13.eaf",6,9,4,0,0,0.053073,0.054947,1,13
"A",1,"pair14.eaf",6,11,2,0,0,0.102439,0.004037,3,14
"A",1,"pair15.eaf",6,19,6,0,0,0.117198,0.084869,6,15
"A",1,"pair16.eaf",6,8,5,0,0,0.092422,0.007021,2,16
"A",1,"pair17.eaf",6,19,1,0,0,0,0.042591,1,17
"A",1,"pair18.eaf",6,9,1,0,4,0.089669,0.026137,1,18
"A",1,"pair20.eaf",6,19,2,0,0,0.088294,0.20447,1,20
"A",1,"pair21.eaf",6,18,2,3,4,0.115328,0.056837,2,21
"A",1,"pair22.eaf",6,6,12,0,0,0.070294,0.151787,3,22
"A",1,"pair23.eaf",6,17,2,0,0,0.071353,0.039716,3,23
"A",1,"pair24.eaf",6,22,6,0,0,0.146453,0.069838,1,24
"A",5,"pair04.eaf",6,34,4,0,0,0.092498,0.039842,6,4
"A",5,"pair05.eaf",6,2,4,0,0,0.10695,0.223268,1,5
"A",5,"pair07.eaf",6,7,1,0,0,0.19668,0,3,7
"A",5,"pair08.eaf",6,13,19,0,0,0.131568,0.097549,1,8
"A",5,"pair09.eaf",6,11,5,0,0,0.10978,0.105839,3,9
"A",5,"pair10.eaf",6,9,4,0,0,0.123867,0.185134,1,10
"A",5,"pair11.eaf",6,5,9,0,0,0.110247,0.118192,1,11
"A",5,"pair12.eaf",6,19,2,0,0,0.075262,0.153041,4,12
"A",5,"pair13.eaf",6,29,4,0,0,0.114921,0.051675,3,13
"A",5,"pair14.eaf",6,13,14,0,0,0.081924,0,6,14
"A",5,"pair15.eaf",6,19,8,0,0,0.072185,0.126057,4,15
"A",5,"pair16.eaf",6,20,4,0,0,0.110152,0.166387,3,16
"A",5,"pair17.eaf",6,9,1,0,0,0.005342,0.028793,1,17
"A",5,"pair18.eaf",6,11,5,5,7,0.086142,0.125708,1,18
"A",5,"pair20.eaf",6,13,5,0,0,0.082574,0.096316,1,20
"A",5,"pair21.eaf",6,18,9,3,12,0.136225,0,5,21
"A",5,"pair22.eaf",6,15,16,0,0,0.120467,0.331921,5,22
"A",5,"pair23.eaf",6,20,2,0,0,0.066008,0.030742,3,23
"A",5,"pair24.eaf",6,4,1,0,0,0.114983,0.129255,1,24
"A",15,"pair04.eaf",6,32,2,0,0,0.090562,0.056067,1,4
"A",15,"pair05.eaf",6,14,6,0,0,0.086602,0.156926,3,5
"A",15,"pair07.eaf",6,17,2,0,0,0.096281,0,3,7
"A",15,"pair08.eaf",6,31,2,0,0,0.138357,0,5,8
"A",15,"pair09.eaf",6,20,3,0,0,0.08333,0.098274,1,9
"A",15,"pair10.eaf",6,21,9,0,0,0.073388,0.112633,3,10
"A",15,"pair11.eaf",6,31,7,0,0,0.0808,0,7,11
"A",15,"pair12.eaf",6,15,2,0,0,0,0,1,12
"A",15,"pair13.eaf",6,30,3,0,0,0.090976,0.075807,1,13
"A",15,"pair14.eaf",6,15,3,0,0,0.103842,0,1,14
"A",15,"pair15.eaf",6,27,8,0,0,0.096883,0.142317,4,15
"A",15,"pair16.eaf",6,18,5,0,0,0.139371,0.17371,4,16
"A",15,"pair17.eaf",6,10,1,0,0,0,0.019848,1,17
"A",15,"pair18.eaf",6,6,2,0,0,0.145164,0.034672,1,18
"A",15,"pair20.eaf",6,16,3,0,0,0.194707,0.199531,3,20
"A",15,"pair21.eaf",6,11,3,3,4,0.076004,0.024103,1,21
"A",15,"pair22.eaf",6,8,8,0,0,0.064377,0.167419,1,22
"A",15,"pair23.eaf",6,13,4,0,0,0.069421,0.028745,1,23
"A",15,"pair24.eaf",6,20,2,0,0,0.08883,0.111367,2,24
"A",11,"pair04.eaf",6,23,2,2,8,0.080346,0.068541,1,4
"A",11,"pair05.eaf",6,17,10,3,13,0.081748,0.138879,6,5
"A",11,"pair07.eaf",6,4,1,0,4,0.038764,0,1,7
"A",11,"pair08.eaf",6,15,1,4,7,0.069574,0,1,8
"A",11,"pair09.eaf",6,19,3,7,7,0.116696,0.086855,2,9
"A",11,"pair10.eaf",6,16,6,4,10,0.061137,0.174668,1,10
"A",11,"pair11.eaf",6,19,5,9,17,0.077155,0,3,11
"A",11,"pair12.eaf",6,9,1,9,7,0,0,1,12
"A",11,"pair13.eaf",6,17,3,14,0,0.108018,0.049385,3,13
"A",11,"pair14.eaf",6,20,2,1,4,0.094849,0.002333,3,14
"A",11,"pair15.eaf",6,17,6,10,3,0.090811,0.138888,6,15
"A",11,"pair16.eaf",6,15,7,6,9,0.063988,0.118025,3,16
"A",11,"pair17.eaf",6,6,4,4,4,0,0.086258,1,17
"A",11,"pair18.eaf",6,4,3,10,10,0.188942,0.147387,1,18
"A",11,"pair20.eaf",6,8,2,5,1,0.18048,0.18153,1,20
"A",11,"pair21.eaf",6,20,4,3,10,0.103857,0.083556,1,21
"A",11,"pair22.eaf",6,12,3,5,9,0.046962,0.048934,3,22
"A",11,"pair23.eaf",6,14,4,15,8,0.074668,0.148523,3,23
"A",11,"pair24.eaf",6,19,1,10,8,0.105989,0.084326,1,24
"A",7,"pair04.eaf",6,28,4,6,7,0.112078,0.120484,3,4
"A",7,"pair05.eaf",6,4,4,2,4,0.076288,0.177668,3,5
"A",7,"pair07.eaf",6,8,1,0,6,0.037912,0,1,7
"A",7,"pair08.eaf",6,17,7,12,9,0.053208,0.021605,8,8
"A",7,"pair09.eaf",6,24,9,8,11,0.138481,0.083425,5,9
"A",7,"pair10.eaf",6,7,6,13,10,0.070646,0.126173,1,10
"A",7,"pair11.eaf",6,11,8,10,14,0.122758,0.008054,3,11
"A",7,"pair12.eaf",6,5,2,6,4,0,0.021928,1,12
"A",7,"pair13.eaf",6,42,9,17,14,0.095684,0.107398,6,13
"A",7,"pair14.eaf",6,15,3,8,3,0.085892,0,3,14
"A",7,"pair15.eaf",6,10,3,1,2,0.058062,0.070708,3,15
"A",7,"pair16.eaf",6,15,6,4,13,0.144936,0.149762,4,16
"A",7,"pair17.eaf",6,1,1,2,1,0,0.053481,1,17
"A",7,"pair18.eaf",6,10,2,0,13,0.215348,0.105617,1,18
"A",7,"pair20.eaf",6,8,3,3,4,0.082778,0.167404,1,20
"A",7,"pair21.eaf",6,8,3,2,5,0.276388,0.012591,1,21
"A",7,"pair22.eaf",6,4,6,11,5,0.040352,0.041196,2,22
"A",7,"pair23.eaf",6,17,2,10,9,0.074528,0.128386,3,23
"A",7,"pair24.eaf",6,12,2,8,13,0.145389,0.115365,1,24
"A",3,"pair04.eaf",6,10,6,7,8,0.00496,0.019723,1,4
"A",3,"pair05.eaf",6,34,12,7,9,0.187059,0.136009,5,5
"A",3,"pair07.eaf",6,10,2,8,7,0.037672,0,1,7
"A",3,"pair08.eaf",6,8,4,3,7,0.070981,0.038511,1,8
"A",3,"pair09.eaf",6,4,1,1,7,0.127614,0.122529,1,9
"A",3,"pair10.eaf",6,11,5,8,4,0.136402,0.157056,1,10
"A",3,"pair11.eaf",6,17,6,5,16,0.120456,0,3,11
"A",3,"pair12.eaf",6,2,1,5,2,0,0,1,12
"A",3,"pair13.eaf",6,5,2,4,3,0.12563,0.051939,1,13
"A",3,"pair14.eaf",6,11,4,18,16,0.08652,0.000327,1,14
"A",3,"pair15.eaf",6,13,5,6,6,0.069371,0.081892,5,15
"A",3,"pair16.eaf",6,13,8,2,1,0.098565,0.20979,3,16
"A",3,"pair17.eaf",6,4,1,2,1,0,0.105413,1,17
"A",3,"pair18.eaf",6,10,2,5,3,0.101706,0.137194,3,18
"A",3,"pair20.eaf",6,13,3,0,11,0.170813,0.158905,1,20
"A",3,"pair21.eaf",6,13,1,7,13,0.101819,0,1,21
"A",3,"pair22.eaf",6,12,4,6,7,0.07253,0.057921,1,22
"A",3,"pair23.eaf",6,13,2,1,3,0.05709,0.138295,3,23
"A",3,"pair24.eaf",6,10,1,0,2,0.104397,0.111139,1,24
"A",13,"pair04.eaf",6,9,3,6,5,0.060782,0.090152,2,4
"A",13,"pair05.eaf",6,3,2,6,2,0.12299,0.079358,1,5
"A",13,"pair07.eaf",6,5,1,3,1,0.18104,0.026208,1,7
"A",13,"pair08.eaf",6,26,0,5,13,0.143912,0,1,8
"A",13,"pair09.eaf",6,7,3,0,1,0.045943,0.104624,2,9
"A",13,"pair10.eaf",6,16,16,6,10,0.084339,0.207209,3,10
"A",13,"pair11.eaf",6,5,1,4,8,0.111273,0,1,11
"A",13,"pair12.eaf",6,7,1,1,3,0.044718,0,1,12
"A",13,"pair13.eaf",6,8,2,0,0,0.076144,0.089317,1,13
"A",13,"pair14.eaf",6,25,12,19,22,0.105403,0.251863,9,14
"A",13,"pair15.eaf",6,11,5,1,8,0.080394,0.129496,3,15
"A",13,"pair16.eaf",6,10,1,0,0,0.089226,0.038603,1,16
"A",13,"pair17.eaf",6,2,1,6,4,0,0.016839,1,17
"A",13,"pair18.eaf",6,8,2,3,4,0.093219,0.095851,1,18
"A",13,"pair20.eaf",6,3,2,2,3,0.148939,0.046991,1,20
"A",13,"pair21.eaf",6,4,2,2,4,0.14377,0.043563,1,21
"A",13,"pair22.eaf",6,6,4,3,5,0.018543,0.006244,1,22
"A",13,"pair23.eaf",6,8,4,11,7,0.080607,0.180546,3,23
"A",13,"pair24.eaf",6,8,1,3,5,0.116231,0.259163,1,24
"B",9,"pair04.eaf",1,61,163,51,115,0.140515,0.11631,34,4
"B",9,"pair05.eaf",1,14,44,33,44,0.084131,0.141261,10,5
"B",9,"pair07.eaf",1,7,55,34,34,0.085639,0.130978,7,7
"B",9,"pair08.eaf",1,36,19,28,36,0.125355,0.115793,14,8
"B",9,"pair09.eaf",1,58,96,48,60,0.136114,0.122507,29,9
"B",9,"pair10.eaf",1,73,128,41,59,0.201592,0.178221,25,10
"B",9,"pair11.eaf",1,9,19,27,30,0.072853,0.149847,4,11
"B",9,"pair12.eaf",1,19,42,14,46,0,0.316184,8,12
"B",9,"pair13.eaf",1,39,91,41,34,0.101383,0.123437,15,13
"B",9,"pair14.eaf",1,51,73,31,46,0.110516,0.184372,19,14
"B",9,"pair15.eaf",1,16,92,45,53,0.086797,0.177848,16,15
"B",9,"pair16.eaf",1,87,181,14,95,0.170083,0.176415,39,16
"B",9,"pair17.eaf",1,22,44,13,21,0,0.11404,5,17
"B",9,"pair18.eaf",1,25,68,10,40,0.154749,0.157365,11,18
"B",9,"pair20.eaf",1,87,69,35,83,0.14394,0.13712,21,20
"B",9,"pair21.eaf",1,50,43,43,72,0.104129,0.117291,18,21
"B",9,"pair22.eaf",1,21,34,13,2,0.055399,0.113468,11,22
"B",9,"pair23.eaf",1,18,31,8,19,0.158021,0.310304,7,23
"B",9,"pair24.eaf",1,36,58,45,26,0.165174,0.13409,20,24
"B",5,"pair04.eaf",1,13,100,42,27,0.167596,0.115336,15,4
"B",5,"pair05.eaf",1,38,61,32,43,0.15943,0.195429,11,5
"B",5,"pair07.eaf",1,10,45,24,21,0.09155,0.115964,5,7
"B",5,"pair08.eaf",1,18,63,39,38,0.071985,0.091868,17,8
"B",5,"pair09.eaf",1,41,94,61,61,0.108048,0.119795,17,9
"B",5,"pair10.eaf",1,37,78,55,41,0.196488,0.158364,13,10
"B",5,"pair11.eaf",1,69,102,42,26,0.172497,0.073969,20,11
"B",5,"pair12.eaf",1,5,30,15,17,0,0.085193,2,12
"B",5,"pair13.eaf",1,87,123,87,107,0.135413,0.12856,15,13
"B",5,"pair14.eaf",1,40,110,53,45,0.109786,0.178848,21,14
"B",5,"pair15.eaf",1,56,149,101,88,0.080997,0.129922,25,15
"B",5,"pair16.eaf",1,114,163,63,113,0.272005,0.179307,31,16
"B",5,"pair17.eaf",1,13,119,34,80,0.099099,0.096896,7,17
"B",5,"pair18.eaf",1,12,83,19,47,0.098268,0.14092,7,18
"B",5,"pair20.eaf",1,102,242,114,162,0.15352,0.175483,38,20
"B",5,"pair21.eaf",1,31,30,7,16,0.081658,0.16818,9,21
"B",5,"pair22.eaf",1,72,113,47,61,0.11048,0.152146,23,22
"B",5,"pair23.eaf",1,8,51,38,15,0.057603,0.089663,10,23
"B",5,"pair24.eaf",1,22,85,25,40,0.222902,0.128192,11,24
"B",7,"pair04.eaf",1,3,42,21,7,0.042655,0.103715,3,4
"B",7,"pair05.eaf",1,71,78,23,46,0.160079,0.180186,27,5
"B",7,"pair07.eaf",1,3,30,12,18,0.037452,0.104159,3,7
"B",7,"pair08.eaf",1,14,52,35,20,0.076189,0.114883,11,8
"B",7,"pair09.eaf",1,12,48,24,26,0.070743,0.121453,7,9
"B",7,"pair10.eaf",1,33,75,25,21,0.198554,0.16601,13,10
"B",7,"pair11.eaf",1,22,29,13,14,0.172554,0.112219,12,11
"B",7,"pair12.eaf",1,5,11,9,10,0,0.023737,3,12
"B",7,"pair13.eaf",1,66,91,43,54,0.137546,0.127841,13,13
"B",7,"pair14.eaf",1,24,24,24,15,0.110916,0.154813,13,14
"B",7,"pair15.eaf",1,28,40,30,27,0.10348,0.124149,9,15
"B",7,"pair16.eaf",1,101,139,103,144,0.156135,0.177362,29,16
"B",7,"pair17.eaf",1,21,109,41,92,0.002066,0.107585,7,17
"B",7,"pair18.eaf",1,13,95,17,33,0.122012,0.119313,3,18
"B",7,"pair20.eaf",1,11,57,36,29,0.239381,0.174051,10,20
"B",7,"pair21.eaf",1,68,205,67,77,0.108957,0.158163,33,21
"B",7,"pair22.eaf",1,53,64,46,38,0.130059,0.128915,22,22
"B",7,"pair23.eaf",1,17,30,24,14,0.077437,0.091385,11,23
"B",7,"pair24.eaf",1,16,66,28,31,0.082176,0.185737,10,24
"B",1,"pair04.eaf",1,6,39,17,10,0.068402,0.111305,7,4
"B",1,"pair05.eaf",1,4,42,13,7,0.106562,0.13713,2,5
"B",1,"pair07.eaf",1,3,18,10,14,0.009933,0.155391,2,7
"B",1,"pair08.eaf",1,7,45,22,7,0.07008,0.066972,11,8
"B",1,"pair09.eaf",1,23,52,29,22,0.113568,0.114895,11,9
"B",1,"pair10.eaf",1,17,27,15,20,0.102447,0.124022,7,10
"B",1,"pair11.eaf",1,13,49,26,32,0.122089,0.10501,9,11
"B",1,"pair12.eaf",1,3,16,9,8,0,0.157813,1,12
"B",1,"pair13.eaf",1,18,77,38,29,0.075505,0.114266,8,13
"B",1,"pair14.eaf",1,10,36,26,26,0,0.205585,6,14
"B",1,"pair15.eaf",1,6,53,25,29,0.111239,0.206055,1,15
"B",1,"pair16.eaf",1,30,56,26,41,0.151007,0.188354,15,16
"B",1,"pair17.eaf",1,6,37,16,18,0,0.12012,1,17
"B",1,"pair18.eaf",1,10,29,14,19,0.104272,0.167777,5,18
"B",1,"pair20.eaf",1,9,41,30,10,0.117236,0.170168,10,20
"B",1,"pair21.eaf",1,23,39,16,14,0.105973,0.162561,10,21
"B",1,"pair22.eaf",1,17,35,21,13,0.237796,0.117518,11,22
"B",1,"pair23.eaf",1,18,52,50,8,0.087131,0.073724,7,23
"B",1,"pair24.eaf",1,4,23,5,14,0,0.206896,1,24
"B",15,"pair04.eaf",1,9,111,32,48,0.099206,0.117211,4,4
"B",15,"pair05.eaf",1,10,33,15,13,0.099033,0.160086,7,5
"B",15,"pair07.eaf",1,5,40,32,26,0.333313,0.117229,4,7
"B",15,"pair08.eaf",1,45,32,46,16,0.105431,0.132697,17,8
"B",15,"pair09.eaf",1,21,24,27,13,0.149844,0.108813,13,9
"B",15,"pair10.eaf",1,23,68,13,45,0.184567,0.157531,9,10
"B",15,"pair11.eaf",1,44,49,30,34,0.179407,0.124842,8,11
"B",15,"pair12.eaf",1,6,19,9,9,0,0.082016,3,12
"B",15,"pair13.eaf",1,6,61,13,39,0.068999,0.10694,1,13
"B",15,"pair14.eaf",1,14,107,26,59,0.119364,0.190511,18,14
"B",15,"pair15.eaf",1,25,98,37,52,0.069655,0.151324,14,15
"B",15,"pair16.eaf",1,28,129,40,72,0.167676,0.134483,13,16
"B",15,"pair17.eaf",1,4,25,8,22,0,0.095208,1,17
"B",15,"pair18.eaf",1,4,35,9,18,0.189001,0.114701,3,18
"B",15,"pair20.eaf",1,31,65,16,54,0.121959,0.208105,20,20
"B",15,"pair21.eaf",1,31,27,6,7,0.137857,0.172137,7,21
"B",15,"pair22.eaf",1,18,46,17,18,0.105477,0.079298,6,22
"B",15,"pair23.eaf",1,16,32,13,24,0.105395,0.079144,9,23
"B",15,"pair24.eaf",1,10,33,19,37,0.166934,0.139462,6,24
"B",13,"pair04.eaf",1,6,43,25,16,0.060261,0.109333,6,4
"B",13,"pair05.eaf",1,7,16,8,0,0.117564,0.154118,5,5
"B",13,"pair07.eaf",1,3,27,13,23,0.081369,0.128879,4,7
"B",13,"pair08.eaf",1,15,21,8,8,0.062141,0.095704,11,8
"B",13,"pair09.eaf",1,32,28,23,17,0.115593,0.105281,9,9
"B",13,"pair10.eaf",1,37,43,22,14,0.158184,0.155032,9,10
"B",13,"pair11.eaf",1,7,14,9,0,0.118111,0.126471,4,11
"B",13,"pair12.eaf",1,2,18,16,8,0,0.055075,3,12
"B",13,"pair13.eaf",1,12,20,11,2,0.075783,0.120129,3,13
"B",13,"pair14.eaf",1,12,41,15,14,0.099786,0.11751,5,14
"B",13,"pair15.eaf",1,11,51,23,28,0.170508,0.15568,4,15
"B",13,"pair16.eaf",1,35,92,33,46,0.156813,0.158968,15,16
"B",13,"pair17.eaf",1,3,28,7,23,0.072411,0.099014,1,17
"B",13,"pair18.eaf",1,3,25,7,14,0.011365,0.124424,3,18
"B",13,"pair20.eaf",1,24,71,53,43,0.174663,0.17451,14,20
"B",13,"pair21.eaf",1,25,18,13,0,0.099569,0.138882,7,21
"B",13,"pair22.eaf",1,14,29,22,9,0.34356,0.085107,7,22
"B",13,"pair23.eaf",1,15,53,22,30,0.163987,0.094856,9,23
"B",13,"pair24.eaf",1,4,30,14,13,0.122508,0.216397,3,24
"B",11,"pair04.eaf",1,7,52,29,13,0.136737,0.126483,7,4
"B",11,"pair05.eaf",1,8,42,22,22,0.025586,0.135652,6,5
"B",11,"pair07.eaf",1,18,89,28,62,0.121189,0.132953,10,7
"B",11,"pair08.eaf",1,16,42,22,22,0.100415,0.094776,11,8
"B",11,"pair09.eaf",1,13,37,18,9,0.065606,0.11457,8,9
"B",11,"pair10.eaf",1,17,59,26,29,0.12136,0.151209,7,10
"B",11,"pair11.eaf",1,16,64,29,6,0.199053,0.102482,5,11
"B",11,"pair12.eaf",1,2,27,8,1,0,0.070818,3,12
"B",11,"pair13.eaf",1,180,296,137,173,0.161751,0.127064,43,13
"B",11,"pair14.eaf",1,21,41,18,20,0.099681,0.120247,7,14
"B",11,"pair15.eaf",1,27,58,28,33,0.120148,0.177597,13,15
"B",11,"pair16.eaf",1,63,139,36,66,0.163553,0.131858,21,16
"B",11,"pair17.eaf",1,3,30,14,19,0,0.093381,1,17
"B",11,"pair18.eaf",1,4,45,12,24,0.148017,0.107662,1,18
"B",11,"pair20.eaf",1,15,75,65,43,0.146172,0.153488,12,20
"B",11,"pair21.eaf",1,41,67,65,59,0.128313,0.160295,12,21
"B",11,"pair22.eaf",1,19,40,21,16,0.060726,0.077932,11,22
"B",11,"pair23.eaf",1,11,52,29,14,0.067559,0.146463,7,23
"B",11,"pair24.eaf",1,7,52,31,41,0,0.191996,6,24
"B",3,"pair04.eaf",1,4,76,39,29,0.083051,0.113054,5,4
"B",3,"pair05.eaf",1,14,26,11,7,0.075359,0.189307,7,5
"B",3,"pair07.eaf",1,6,28,9,15,0.054488,0.103467,2,7
"B",3,"pair08.eaf",1,17,21,25,10,0.107446,0.098171,7,8
"B",3,"pair09.eaf",1,17,28,12,12,0.117532,0.107067,9,9
"B",3,"pair10.eaf",1,12,51,36,14,0.133138,0.161208,7,10
"B",3,"pair11.eaf",1,14,36,33,0,0.137349,0.10527,5,11
"B",3,"pair12.eaf",1,3,24,10,16,0,0.105997,3,12
"B",3,"pair13.eaf",1,121,184,111,104,0.345964,0.131861,24,13
"B",3,"pair14.eaf",1,19,38,36,6,0.107375,0.23906,13,14
"B",3,"pair15.eaf",1,17,50,22,23,0.08055,0.195606,6,15
"B",3,"pair16.eaf",1,22,72,35,42,0.174561,0.150462,13,16
"B",3,"pair17.eaf",1,3,32,8,26,0,0.123887,1,17
"B",3,"pair18.eaf",1,4,17,6,8,0.134462,0.062786,1,18
"B",3,"pair20.eaf",1,9,27,14,5,0.099976,0.188404,4,20
"B",3,"pair21.eaf",1,12,32,27,20,0.106764,0.268075,7,21
"B",3,"pair22.eaf",1,15,23,13,4,0.072104,0.090959,11,22
"B",3,"pair23.eaf",1,16,38,23,4,0.057336,0.069587,13,23
"B",3,"pair24.eaf",1,7,35,27,21,0,0.148398,7,24
"B",14,"pair04.eaf",2,15,53,39,11,0.074046,0.095537,10,4
"B",14,"pair05.eaf",2,12,34,2,26,0.066703,0.178648,5,5
"B",14,"pair07.eaf",2,3,29,26,10,0.118395,0.142386,5,7
"B",14,"pair08.eaf",2,43,13,12,20,0.131023,0.09401,7,8
"B",14,"pair09.eaf",2,7,33,12,24,0.104963,0.124126,5,9
"B",14,"pair10.eaf",2,16,52,32,31,0.160058,0.258456,11,10
"B",14,"pair11.eaf",2,15,19,8,16,0.070244,0.156683,5,11
"B",14,"pair12.eaf",2,10,27,6,8,0,0.045833,3,12
"B",14,"pair13.eaf",2,44,138,39,65,0.128103,0.124745,9,13
"B",14,"pair14.eaf",2,29,114,49,44,0.082265,0.119939,15,14
"B",14,"pair15.eaf",2,30,75,21,43,0.121874,0.149898,9,15
"B",14,"pair16.eaf",2,14,56,46,47,0.116069,0.15731,3,16
"B",14,"pair17.eaf",2,5,29,11,13,0.000181,0.094001,4,17
"B",14,"pair18.eaf",2,2,30,3,16,0.061283,0.111254,1,18
"B",14,"pair20.eaf",2,8,36,25,23,0.1516,0.15315,4,20
"B",14,"pair21.eaf",2,20,41,12,10,0.0865,0.167723,6,21
"B",14,"pair22.eaf",2,13,33,24,10,0.062566,0.111675,7,22
"B",14,"pair23.eaf",2,9,23,11,20,0.109084,0.098769,5,23
"B",14,"pair24.eaf",2,13,40,24,31,0.253391,0.124542,11,24
"B",2,"pair04.eaf",2,18,105,21,44,0.12909,0.107596,16,4
"B",2,"pair05.eaf",2,18,26,31,23,0.158551,0.199943,6,5
"B",2,"pair07.eaf",2,4,14,11,7,0.053684,0.100028,1,7
"B",2,"pair08.eaf",2,24,29,6,13,0.126619,0.0784,11,8
"B",2,"pair09.eaf",2,11,24,16,13,0.028307,0.125852,7,9
"B",2,"pair10.eaf",2,32,39,48,30,0.066179,0.171941,11,10
"B",2,"pair11.eaf",2,2,12,0,1,0.051415,0.145836,1,11
"B",2,"pair12.eaf",2,3,12,9,7,0,0.054378,1,12
"B",2,"pair13.eaf",2,19,15,10,8,0.155659,0.150314,7,13
"B",2,"pair14.eaf",2,15,36,10,28,0,0.12618,7,14
"B",2,"pair15.eaf",2,13,29,19,11,0.118132,0.167616,7,15
"B",2,"pair16.eaf",2,15,54,26,32,0.103526,0.138241,7,16
"B",2,"pair17.eaf",2,3,6,7,2,0,0.06606,1,17
"B",2,"pair18.eaf",2,7,43,11,24,0.076244,0.117758,5,18
"B",2,"pair20.eaf",2,7,9,2,6,0.17875,0.109943,2,20
"B",2,"pair21.eaf",2,13,10,3,6,0.130449,0.063516,4,21
"B",2,"pair22.eaf",2,9,30,17,14,0.063405,0.106229,3,22
"B",2,"pair23.eaf",2,11,27,12,19,0.065764,0.099333,11,23
"B",2,"pair24.eaf",2,6,10,7,20,0.06656,0.081249,5,24
"B",8,"pair04.eaf",2,15,97,42,39,0.102966,0.112553,11,4
"B",8,"pair05.eaf",2,3,33,22,18,0.064444,0.159573,1,5
"B",8,"pair07.eaf",2,4,24,11,16,0.071134,0.105731,3,7
"B",8,"pair08.eaf",2,106,52,52,80,0.133182,0.110604,13,8
"B",8,"pair09.eaf",2,25,56,31,22,0.115046,0.116178,11,9
"B",8,"pair10.eaf",2,11,37,23,15,0.092696,0.160338,3,10
"B",8,"pair11.eaf",2,14,68,33,7,0.126828,0.139168,10,11
"B",8,"pair12.eaf",2,5,12,5,15,0,0.052283,1,12
"B",8,"pair13.eaf",2,17,43,35,9,0.141254,0.106506,7,13
"B",8,"pair14.eaf",2,69,165,72,55,0.12942,0.155787,29,14
"B",8,"pair15.eaf",2,25,79,43,39,0.08057,0.14885,10,15
"B",8,"pair16.eaf",2,18,75,24,30,0.128984,0.152382,5,16
"B",8,"pair17.eaf",2,4,40,10,13,0,0.094447,4,17
"B",8,"pair18.eaf",2,9,47,3,23,0.15056,0.086208,5,18
"B",8,"pair20.eaf",2,14,34,26,13,0.136696,0.141546,8,20
