"pair","target","round","pair_peaks","pair_gesture","pair_range","pair_transitions","postdist","predist"
"015016",13,6,18,26,0,2,NA,NA
"015016",14,1,70,56,0.323526,11,NA,NA
"015016",14,2,58,60,0.250426,9,NA,NA
"015016",14,3,19,25,0.108435,4,NA,NA
"015016",14,4,18,26,0.144301,5,NA,NA
"015016",14,5,20,13,0.125226,3,NA,NA
"015016",14,6,13,16,0.107122,1,NA,NA
"015016",15,1,28,28,0.194317,8,NA,NA
"015016",15,2,42,42,0.340925,7,NA,NA
"015016",15,3,27,33,0.178883,5,NA,NA
"015016",15,4,63,65,0.296661,12,NA,NA
"015016",15,5,49,39,0.420401,3,NA,NA
"015016",15,6,27,19,0.087161,5,NA,NA
"015016",16,1,109,90,0.308458,6,NA,NA
"015016",16,2,42,41,0.212408,3,NA,NA
"015016",16,3,60,39,0.246595,11,NA,NA
"015016",16,4,27,32,0.121247,3,NA,NA
"015016",16,5,42,34,0.270519,7,NA,NA
"015016",16,6,30,16,0.203976,5,NA,NA
"017018",1,1,52,39,0.229846,5,NA,NA
"017018",1,2,43,52,0.175579,5,NA,NA
"017018",1,3,41,22,0.144054,1,NA,NA
"017018",1,4,18,31,0.175398,1,NA,NA
"017018",1,5,31,20,0.249562,1,NA,NA
"017018",1,6,19,31,0.120011,1,NA,NA
"017018",2,1,82,95,0.230514,11,NA,NA
"017018",2,2,45,34,0.170632,1,NA,NA
"017018",2,3,25,32,0.180706,3,NA,NA
"017018",2,4,29,23,0.2929,1,NA,NA
"017018",2,5,25,20,0.219304,1,NA,NA
"017018",2,6,23,20,0.200092,1,NA,NA
"017018",3,1,44,49,0.334045,3,NA,NA
"017018",3,2,20,37,0.283712,3,NA,NA
"017018",3,3,20,21,0.180822,1,NA,NA
"017018",3,4,21,17,0.142724,1,NA,NA
"017018",3,5,19,17,0.211263,1,NA,NA
"017018",3,6,14,16,0.188903,1,NA,NA
"017018",4,1,60,68,0.195851,7,NA,NA
"017018",4,2,55,41,0.254465,3,NA,NA
"017018",4,3,30,29,0.204383,1,NA,NA
"017018",4,4,31,13,0.219566,3,NA,NA
"017018",4,5,29,19,0.111461,1,NA,NA
"017018",4,6,25,8,0.247523,3,NA,NA
"017018",5,1,85,74,0.229037,5,NA,NA
"017018",5,2,30,38,0.223078,1,NA,NA
"017018",5,3,29,29,0.113507,1,NA,NA
"017018",5,4,48,33,0.210948,3,NA,NA
"017018",5,5,27,19,0.178676,1,NA,NA
"017018",5,6,15,21,0.143431,1,NA,NA
"017018",6,1,74,80,0.350521,5,NA,NA
"017018",6,2,49,49,0.199303,3,NA,NA
"017018",6,3,27,37,0.185132,3,NA,NA
"017018",6,4,25,19,0.156871,1,NA,NA
"017018",6,5,17,24,0.186311,1,NA,NA
"017018",6,6,19,13,0.261321,1,NA,NA
"017018",7,1,55,45,0.259235,5,NA,NA
"017018",7,2,27,35,0.238253,1,NA,NA
"017018",7,3,30,26,0.186151,1,NA,NA
"017018",7,4,16,37,0.096902,1,NA,NA
"017018",7,5,26,20,0.131004,1,NA,NA
"017018",7,6,12,20,0.148293,1,NA,NA
"017018",8,1,74,88,0.230359,9,NA,NA
"017018",8,2,53,42,0.145587,5,NA,NA
"017018",8,3,31,28,0.204897,1,NA,NA
"017018",8,4,30,17,0.251341,3,NA,NA
"017018",8,5,26,33,0.213175,1,NA,NA
"017018",8,6,26,18,0.211278,1,NA,NA
"017018",9,1,164,262,0.254686,7,NA,NA
"017018",9,2,43,64,0.251602,1,NA,NA
"017018",9,3,47,34,0.226137,1,NA,NA
"017018",9,4,33,40,0.245049,5,NA,NA
"017018",9,5,37,10,0.291539,1,NA,NA
"017018",9,6,22,26,0.117583,1,NA,NA
"017018",10,1,47,55,0.213914,1,NA,NA
"017018",10,2,56,38,0.224229,1,NA,NA
"017018",10,3,33,28,0.196256,1,NA,NA
"017018",10,4,29,48,0.12419,1,NA,NA
"017018",10,5,17,19,0.160926,3,NA,NA
"017018",10,6,29,10,0.131899,1,NA,NA
"017018",11,1,98,84,0.43604,11,NA,NA
"017018",11,2,49,66,0.185664,7,NA,NA
"017018",11,3,30,26,0.111624,1,NA,NA
"017018",11,4,18,16,0.098777,1,NA,NA
"017018",11,5,12,14,0.219369,1,NA,NA
"017018",11,6,10,21,0.116853,1,NA,NA
"017018",12,1,105,85,0.285876,9,NA,NA
"017018",12,2,53,43,0.132322,1,NA,NA
"017018",12,3,18,15,0.163099,3,NA,NA
"017018",12,4,69,44,0.29699,5,NA,NA
"017018",12,5,17,18,0.141868,1,NA,NA
"017018",12,6,51,13,0.170833,3,NA,NA
"017018",13,1,57,47,0.297748,5,NA,NA
"017018",13,2,25,22,0.161214,1,NA,NA
"017018",13,3,20,26,0,1,NA,NA
"017018",13,4,14,19,0.139765,1,NA,NA
"017018",13,5,14,10,0.269278,1,NA,NA
"017018",13,6,10,21,0.115629,1,NA,NA
"017018",14,1,79,88,0.280349,5,NA,NA
"017018",14,2,64,48,0.186576,3,NA,NA
"017018",14,3,17,25,0.19718,1,NA,NA
"017018",14,4,16,9,0.319606,1,NA,NA
"017018",14,5,12,22,0.096448,1,NA,NA
"017018",14,6,6,9,0.045126,1,NA,NA
"017018",15,1,86,81,0.255771,7,NA,NA
"017018",15,2,35,36,0.242312,3,NA,NA
"017018",15,3,35,23,0.234233,3,NA,NA
"017018",15,4,25,41,0.229029,1,NA,NA
"017018",15,5,22,6,0.250213,1,NA,NA
"017018",15,6,22,21,0.127947,1,NA,NA
"017018",16,1,95,92,0.229537,9,NA,NA
"017018",16,2,85,67,0.249633,5,NA,NA
"017018",16,3,32,26,0.158719,3,NA,NA
"017018",16,4,36,15,0.178843,3,NA,NA
"017018",16,5,18,26,0.156688,1,NA,NA
"017018",16,6,18,13,0.212902,1,NA,NA
"019020",1,1,36,50,0.120273,6,NA,NA
"019020",1,2,30,23,0.194562,1,NA,NA
"019020",1,3,21,19,0.12647,4,NA,NA
"019020",1,4,16,26,0.100409,1,NA,NA
"019020",1,5,20,24,0.110989,1,NA,NA
"019020",1,6,23,30,0.242873,1,NA,NA
"019020",2,1,46,28,0.281828,6,NA,NA
"019020",2,2,50,47,0.18492,7,NA,NA
"019020",2,3,15,12,0.109506,1,NA,NA
"019020",2,4,17,21,0.104614,1,NA,NA
"019020",2,5,19,9,0.166892,3,NA,NA
"019020",2,6,19,5,0.205113,1,NA,NA
"019020",3,1,49,32,0.136544,12,NA,NA
"019020",3,2,30,33,0.204095,6,NA,NA
"019020",3,3,23,9,0.182625,3,NA,NA
"019020",3,4,28,19,0.168693,1,NA,NA
"019020",3,5,34,40,0.051986,3,NA,NA
"019020",3,6,18,4,0.093787,2,NA,NA
"019020",4,1,147,124,0.310931,18,NA,NA
"019020",4,2,21,27,0.221807,7,NA,NA
"019020",4,3,16,16,0.150036,3,NA,NA
"019020",4,4,6,10,0.3614,1,NA,NA
"019020",4,5,8,15,0.043984,2,NA,NA
"019020",4,6,7,3,0.230739,1,NA,NA
"019020",5,1,60,74,0.217384,16,NA,NA
"019020",5,2,35,27,0.16362,1,NA,NA
"019020",5,3,26,15,0.090748,3,NA,NA
"019020",5,4,18,21,0.135481,1,NA,NA
"019020",5,5,17,12,0.119841,1,NA,NA
"019020",5,6,20,15,0.235383,1,NA,NA
"019020",6,1,134,131,0.311108,16,NA,NA
"019020",6,2,21,7,0.107506,4,NA,NA
"019020",6,3,28,19,0.154262,5,NA,NA
"019020",6,4,13,11,0.094194,4,NA,NA
"019020",6,5,16,15,0.102536,2,NA,NA
"019020",6,6,14,12,0.110553,1,NA,NA
"019020",7,1,42,33,0.112874,12,NA,NA
"019020",7,2,57,41,0.279471,7,NA,NA
"019020",7,3,25,16,0.142725,5,NA,NA
"019020",7,4,29,23,0.123731,3,NA,NA
"019020",7,5,16,11,0.172142,1,NA,NA
"019020",7,6,27,12,0.170617,1,NA,NA
"019020",8,1,185,107,0.26752,14,NA,NA
"019020",8,2,105,94,0.276131,12,NA,NA
"019020",8,3,18,15,0.151582,5,NA,NA
"019020",8,4,18,19,0.278799,1,NA,NA
"019020",8,5,13,22,0.257274,4,NA,NA
"019020",8,6,7,11,0.239002,1,NA,NA
"019020",9,1,145,183,0.271782,17,NA,NA
"019020",9,2,38,43,0.171057,5,NA,NA
"019020",9,3,30,31,0.155714,3,NA,NA
"019020",9,4,22,16,0.095648,3,NA,NA
"019020",9,5,20,9,0.098832,3,NA,NA
"019020",9,6,18,12,0.317603,1,NA,NA
"019020",10,1,103,73,0.269092,18,NA,NA
"019020",10,2,21,26,0.24301,2,NA,NA
"019020",10,3,28,28,0.155253,3,NA,NA
"019020",10,4,16,5,0.108952,1,NA,NA
"019020",10,5,17,13,0.217678,1,NA,NA
"019020",10,6,17,12,0.062972,1,NA,NA
"019020",11,1,55,41,0.273421,6,NA,NA
"019020",11,2,46,32,0.199065,5,NA,NA
"019020",11,3,30,16,0.112933,3,NA,NA
"019020",11,4,37,13,0.232001,3,NA,NA
"019020",11,5,15,4,0.155076,4,NA,NA
"019020",11,6,26,7,0.128623,3,NA,NA
"019020",12,1,226,187,0.304835,18,NA,NA
"019020",12,2,27,31,0.205139,3,NA,NA
"019020",12,3,28,20,0.186524,2,NA,NA
"019020",12,4,21,22,0.22308,1,NA,NA
"019020",12,5,22,22,0.153948,1,NA,NA
"019020",12,6,20,15,0.239738,3,NA,NA
"019020",13,1,46,36,0.347923,12,NA,NA
"019020",13,2,46,47,0.132739,4,NA,NA
"019020",13,3,33,13,0.092236,5,NA,NA
"019020",13,4,29,27,0.093949,3,NA,NA
"019020",13,5,20,8,0.05292,4,NA,NA
"019020",13,6,20,10,0.074817,1,NA,NA
"019020",14,1,96,73,0.213702,10,NA,NA
"019020",14,2,39,29,0.283535,4,NA,NA
"019020",14,3,24,17,0.128571,1,NA,NA
"019020",14,4,22,22,0.209408,1,NA,NA
"019020",14,5,22,27,0.044643,1,NA,NA
"019020",14,6,19,15,0.154131,2,NA,NA
"019020",15,1,89,68,0.314175,20,NA,NA
"019020",15,2,41,34,0.172026,6,NA,NA
"019020",15,3,30,38,0.229597,3,NA,NA
"019020",15,4,25,36,0.178767,2,NA,NA
"019020",15,5,21,14,0.165381,4,NA,NA
"019020",15,6,37,32,0.213772,3,NA,NA
"019020",16,1,185,100,0.257567,26,NA,NA
"019020",16,2,44,40,0.155777,5,NA,NA
"019020",16,3,30,26,0.176452,3,NA,NA
"019020",16,4,23,21,0.057558,1,NA,NA
"019020",16,5,27,24,0.248099,5,NA,NA
"019020",16,6,24,28,0.229725,1,NA,NA
"021022",1,1,56,36,0.118757,3,NA,NA
"021022",1,2,64,29,0.243291,5,NA,NA
"021022",1,3,43,19,0.198892,5,NA,NA
"021022",1,4,25,26,0.176414,3,NA,NA
"021022",1,5,27,33,0.181938,1,NA,NA
"021022",1,6,28,23,0.252314,1,NA,NA
"021022",2,1,52,39,0.108163,5,NA,NA
"021022",2,2,66,46,0.255884,9,NA,NA
"021022",2,3,34,15,0.285907,3,NA,NA
"021022",2,4,43,26,0.230112,5,NA,NA
"021022",2,5,20,17,0.295446,1,NA,NA
"021022",2,6,30,30,0.091301,4,NA,NA
"021022",3,1,76,57,0.230308,5,NA,NA
"021022",3,2,38,36,0.092917,3,NA,NA
"021022",3,3,23,21,0.031926,4,NA,NA
"021022",3,4,10,14,0.16767,1,NA,NA
"021022",3,5,12,21,0.037096,3,NA,NA
"021022",3,6,16,14,0.192476,3,NA,NA
"021022",4,1,110,65,0.439391,13,NA,NA
"021022",4,2,65,39,0.2062,9,NA,NA
"021022",4,3,76,47,0.214213,5,NA,NA
"021022",4,4,46,28,0.191006,8,NA,NA
"021022",4,5,32,18,0.193188,4,NA,NA
"021022",4,6,41,32,0.163118,5,NA,NA
"021022",5,1,94,87,0.129306,7,NA,NA
"021022",5,2,73,47,0.230887,5,NA,NA
"021022",5,3,46,40,0.175583,3,NA,NA
"021022",5,4,36,32,0.153087,3,NA,NA
"021022",5,5,39,22,0.17614,3,NA,NA
"021022",5,6,36,29,0.188471,3,NA,NA
"021022",6,1,52,32,0.240919,3,NA,NA
"021022",6,2,32,24,0.084084,1,NA,NA
"021022",6,3,11,9,0.309226,1,NA,NA
"021022",6,4,50,37,0.195764,7,NA,NA
"021022",6,5,18,11,0.418034,1,NA,NA
"021022",6,6,11,8,0.216902,1,NA,NA
"021022",7,1,65,54,0.159208,7,NA,NA
"021022",7,2,53,42,0.098386,5,NA,NA
"021022",7,3,50,32,0.170209,3,NA,NA
"021022",7,4,46,40,0.298942,3,NA,NA
"021022",7,5,46,23,0.091244,1,NA,NA
"021022",7,6,39,37,0.192517,3,NA,NA
"021022",8,1,59,26,0.228264,5,NA,NA
"021022",8,2,70,37,0.171629,3,NA,NA
"021022",8,3,68,51,0.23279,9,NA,NA
"021022",8,4,36,30,0.247121,4,NA,NA
"021022",8,5,30,28,0.182414,3,NA,NA
"021022",8,6,49,56,0.119279,3,NA,NA
"021022",9,1,212,173,0.270058,17,NA,NA
"021022",9,2,149,106,0.282165,17,NA,NA
"021022",9,3,75,59,0.207543,7,NA,NA
"021022",9,4,54,24,0.214625,5,NA,NA
"021022",9,5,61,37,0.192794,4,NA,NA
"021022",9,6,55,39,0.160539,7,NA,NA
"021022",10,1,102,74,0.22795,5,NA,NA
"021022",10,2,58,44,0.219063,3,NA,NA
"021022",10,3,50,46,0.208367,7,NA,NA
"021022",10,4,32,32,0.06778,5,NA,NA
"021022",10,5,30,25,0.229812,3,NA,NA
"021022",10,6,65,60,0.209759,5,NA,NA
"021022",11,1,73,53,0.271906,7,NA,NA
"021022",11,2,49,41,0.243574,7,NA,NA
"021022",11,3,54,28,0.260373,9,NA,NA
"021022",11,4,40,30,0.272721,5,NA,NA
"021022",11,5,30,24,0.290836,3,NA,NA
"021022",11,6,37,37,0.236622,5,NA,NA
"021022",12,1,50,42,0.112416,5,NA,NA
"021022",12,2,54,24,0.185378,7,NA,NA
"021022",12,3,42,40,0.123363,1,NA,NA
"021022",12,4,83,60,0.237745,10,NA,NA
"021022",12,5,20,19,0.222234,1,NA,NA
"021022",12,6,26,19,0.080335,1,NA,NA
"021022",13,1,34,34,0.054045,3,NA,NA
"021022",13,2,51,31,0.210108,7,NA,NA
"021022",13,3,42,24,0.142185,5,NA,NA
"021022",13,4,46,40,0.138396,6,NA,NA
"021022",13,5,54,40,0.216891,3,NA,NA
"021022",13,6,35,41,0.19801,4,NA,NA
"021022",14,1,74,65,0.229613,9,NA,NA
"021022",14,2,55,43,0.283944,7,NA,NA
"021022",14,3,33,28,0.230158,4,NA,NA
"021022",14,4,25,15,0.177058,3,NA,NA
"021022",14,5,17,16,0.018983,3,NA,NA
"021022",14,6,11,10,0.181907,1,NA,NA
"021022",15,1,59,22,0.158237,9,NA,NA
"021022",15,2,39,39,0.173639,3,NA,NA
"021022",15,3,38,47,0.130456,5,NA,NA
"021022",15,4,29,24,0.237015,3,NA,NA
"021022",15,5,22,19,0.189766,3,NA,NA
"021022",15,6,12,18,0.153488,1,NA,NA
"021022",16,1,80,39,0.267088,7,NA,NA
"021022",16,2,51,46,0.106805,3,NA,NA
"021022",16,3,46,51,0.270953,3,NA,NA
"021022",16,4,48,29,0.198928,5,NA,NA
"021022",16,5,31,24,0.275431,3,NA,NA
"021022",16,6,36,32,0.093629,5,NA,NA
"025026",1,1,40,40,0.303065,3,NA,NA
"025026",1,2,27,34,0.210029,1,NA,NA
"025026",1,3,31,42,0.093765,1,NA,NA
"025026",1,4,38,50,0.143376,3,NA,NA
"025026",1,5,28,31,0.111979,2,NA,NA
"025026",1,6,17,20,0.184665,1,NA,NA
"025026",2,1,36,33,0.243757,5,NA,NA
"025026",2,2,13,12,0.287869,1,NA,NA
"025026",2,3,5,9,0.114283,1,NA,NA
"025026",2,4,8,13,0.028124,2,NA,NA
"025026",2,5,5,18,0.042347,1,NA,NA
"025026",2,6,8,13,0.097873,1,NA,NA
"025026",3,1,33,27,0.285565,4,NA,NA
"025026",3,2,28,31,0.2993,1,NA,NA
"025026",3,3,17,15,0.253773,3,NA,NA
"025026",3,4,12,18,0.104741,1,NA,NA
"025026",3,5,13,23,0.048595,1,NA,NA
"025026",3,6,15,17,0.056862,1,NA,NA
"025026",4,1,368,270,0.417311,32,NA,NA
"025026",4,2,31,32,0.112273,3,NA,NA
"025026",4,3,37,37,0.206992,3,NA,NA
"025026",4,4,22,30,0.207865,1,NA,NA
"025026",4,5,23,25,0.221899,1,NA,NA
"025026",4,6,22,22,0.315316,1,NA,NA
"025026",5,1,96,121,0.252646,7,NA,NA
"025026",5,2,82,78,0.185201,7,NA,NA
"025026",5,3,15,20,0.04747,1,NA,NA
"025026",5,4,12,14,0.178636,1,NA,NA
"025026",5,5,12,21,0.042039,1,NA,NA
"025026",5,6,4,14,0.027621,1,NA,NA
"025026",6,1,87,74,0.190944,9,NA,NA
"025026",6,2,32,30,0.164567,7,NA,NA
"025026",6,3,21,22,0.237788,1,NA,NA
"025026",6,4,12,17,0.102193,1,NA,NA
"025026",6,5,14,25,0.138385,1,NA,NA
"025026",6,6,13,15,0.062313,1,NA,NA
"025026",7,1,56,43,0.270121,6,NA,NA
"025026",7,2,54,55,0.174097,3,NA,NA
"025026",7,3,29,25,0.301914,3,NA,NA
"025026",7,4,15,17,0.213581,4,NA,NA
"025026",7,5,7,15,0.022476,1,NA,NA
"025026",7,6,7,10,0.122339,1,NA,NA
"025026",8,1,97,104,0.216735,6,NA,NA
"025026",8,2,62,56,0.191111,11,NA,NA
"025026",8,3,73,61,0.219647,11,NA,NA
"025026",8,4,14,24,0.066774,1,NA,NA
"025026",8,5,14,18,0.138652,2,NA,NA
"025026",8,6,17,16,0.102102,1,NA,NA
"025026",9,1,105,116,0.211351,12,NA,NA
"025026",9,2,42,37,0.239248,3,NA,NA
"025026",9,3,17,22,0.172705,3,NA,NA
"025026",9,4,16,18,0.122087,1,NA,NA
"025026",9,5,18,19,0.064012,1,NA,NA
"025026",9,6,19,21,0.081187,1,NA,NA
"025026",10,1,147,95,0.215962,11,NA,NA
"025026",10,2,36,25,0.182571,7,NA,NA
"025026",10,3,23,19,0.132521,1,NA,NA
"025026",10,4,13,21,0.102964,2,NA,NA
"025026",10,5,17,26,0.208478,1,NA,NA
"025026",10,6,26,38,0.186082,3,NA,NA
"025026",11,1,51,49,0.189669,5,NA,NA
"025026",11,2,38,39,0.20045,1,NA,NA
"025026",11,3,32,33,0.188918,5,NA,NA
"025026",11,4,28,31,0.093953,1,NA,NA
"025026",11,5,16,26,0.06201,1,NA,NA
"025026",11,6,17,22,0.165882,1,NA,NA
"025026",12,1,50,48,0.255288,3,NA,NA
"025026",12,2,22,21,0.137434,3,NA,NA
"025026",12,3,28,23,0.269607,5,NA,NA
"025026",12,4,11,13,0.086154,1,NA,NA
"025026",12,5,10,17,0.159338,3,NA,NA
"025026",12,6,17,17,0.092154,2,NA,NA
"025026",13,1,81,67,0.22177,7,NA,NA
"025026",13,2,35,38,0.259447,3,NA,NA
"025026",13,3,18,21,0.208048,1,NA,NA
"025026",13,4,11,16,0.142275,1,NA,NA
"025026",13,5,10,15,0.062126,1,NA,NA
"025026",13,6,12,13,0.118921,1,NA,NA
"025026",14,1,91,73,0.25215,9,NA,NA
"025026",14,2,35,35,0.198509,5,NA,NA
"025026",14,3,19,18,0.148092,2,NA,NA
"025026",14,4,25,33,0.149212,3,NA,NA
"025026",14,5,14,18,0.172114,3,NA,NA
"025026",14,6,9,13,0.034356,1,NA,NA
"025026",15,1,70,65,0.179374,7,NA,NA
"025026",15,2,39,36,0.204532,3,NA,NA
"025026",15,3,30,34,0.247249,3,NA,NA
"025026",15,4,39,47,0.168468,5,NA,NA
"025026",15,5,15,17,0.139229,1,NA,NA
"025026",15,6,16,32,0.137017,1,NA,NA
"025026",16,1,165,118,0.296484,11,NA,NA
"025026",16,2,115,112,0.222345,11,NA,NA
"025026",16,3,62,66,0.200529,3,NA,NA
"025026",16,4,78,84,0.24889,11,NA,NA
"025026",16,5,19,30,0.146467,3,NA,NA
"025026",16,6,11,13,0.085782,0,NA,NA
"027028",1,1,44,30,0.299443,5,NA,NA
"027028",1,2,30,12,0.141871,3,NA,NA
"027028",1,3,27,16,0.171373,5,NA,NA
"027028",1,4,18,29,0.189992,1,NA,NA
"027028",1,5,13,24,0.218911,3,NA,NA
"027028",1,6,19,7,0.140757,1,NA,NA
"027028",2,1,67,54,0.245168,3,NA,NA
"027028",2,2,38,4,0.233747,5,NA,NA
"027028",2,3,24,13,0.237177,7,NA,NA
"027028",2,4,12,13,0.228451,1,NA,NA
"027028",2,5,19,20,0.124545,1,NA,NA
"027028",2,6,6,18,0.141533,1,NA,NA
"027028",3,1,78,58,0.346731,9,NA,NA
"027028",3,2,16,10,0.13851,1,NA,NA
"027028",3,3,6,16,0.096133,1,NA,NA
"027028",3,4,6,8,0.113081,1,NA,NA
"027028",3,5,5,18,0.065021,1,NA,NA
"027028",3,6,5,19,0.107953,3,NA,NA
"027028",4,1,76,42,0.254004,13,NA,NA
"027028",4,2,74,42,0.259983,3,NA,NA
"027028",4,3,9,7,0.066307,1,NA,NA
"027028",4,4,9,20,0.13734,1,NA,NA
"027028",4,5,11,10,0.137503,1,NA,NA
"027028",4,6,6,12,0.106486,1,NA,NA
"027028",5,1,187,132,0.295954,15,NA,NA
"027028",5,2,19,12,0.228399,3,NA,NA
"027028",5,3,12,15,0.088085,1,NA,NA
"027028",5,4,8,9,0.205766,1,NA,NA
"027028",5,5,7,15,0.107761,1,NA,NA
"027028",5,6,14,23,0.275369,5,NA,NA
"027028",6,1,172,84,0.240152,21,NA,NA
"027028",6,2,32,36,0.260729,3,NA,NA
"027028",6,3,11,5,0.110301,1,NA,NA
"027028",6,4,7,11,0.137185,1,NA,NA
"027028",6,5,11,18,0.197673,1,NA,NA
"027028",6,6,7,12,0.14615,1,NA,NA
"027028",7,1,41,34,0.207036,5,NA,NA
"027028",7,2,202,136,0.434378,23,NA,NA
"027028",7,3,38,28,0.360467,5,NA,NA
"027028",7,4,14,5,0.107947,1,NA,NA
"027028",7,5,10,17,0.085035,1,NA,NA
"027028",7,6,13,14,0.165914,1,NA,NA
"027028",8,1,210,136,0.310692,21,NA,NA
"027028",8,2,43,34,0.155445,3,NA,NA
"027028",8,3,5,9,0.118427,1,NA,NA
"027028",8,4,51,46,0.249335,7,NA,NA
"027028",8,5,24,23,0.221719,1,NA,NA
"027028",8,6,18,23,0.187325,1,NA,NA
"027028",9,1,69,41,0.235215,7,NA,NA
"027028",9,2,51,16,0.298905,3,NA,NA
"027028",9,3,133,108,0.322791,13,NA,NA
"027028",9,4,34,25,0.236413,6,NA,NA
"027028",9,5,6,11,0.090259,1,NA,NA
"027028",9,6,9,19,0.186658,1,NA,NA
"027028",10,1,34,17,0.27217,3,NA,NA
"027028",10,2,35,31,0.181634,3,NA,NA
"027028",10,3,16,15,0.16102,1,NA,NA
"027028",10,4,7,11,0.154948,1,NA,NA
"027028",10,5,24,18,0.204297,4,NA,NA
"027028",10,6,10,17,0.122034,1,NA,NA
"027028",11,1,227,175,0.270484,21,NA,NA
"027028",11,2,46,37,0.21098,5,NA,NA
"027028",11,3,71,50,0.253038,11,NA,NA
"027028",11,4,32,28,0.271897,3,NA,NA
"027028",11,5,78,77,0.292061,14,NA,NA
"027028",11,6,18,11,0.175007,1,NA,NA
"027028",12,1,75,44,0.291043,7,NA,NA
"027028",12,2,110,87,0.299218,11,NA,NA
"027028",12,3,34,29,0.296933,7,NA,NA
"027028",12,4,9,15,0.285772,1,NA,NA
"027028",12,5,9,13,0.175275,1,NA,NA
"027028",12,6,12,16,0.147935,1,NA,NA
"027028",13,1,78,52,0.310724,5,NA,NA
"027028",13,2,15,10,0.291543,1,NA,NA
"027028",13,3,8,12,0.089881,1,NA,NA
"027028",13,4,9,12,0.158142,3,NA,NA
"027028",13,5,8,16,0.066838,1,NA,NA
"027028",13,6,7,14,0.263868,1,NA,NA
"027028",14,1,78,55,0.220682,9,NA,NA
"027028",14,2,30,9,0.349795,1,NA,NA
"027028",14,3,12,13,0.260249,3,NA,NA
"027028",14,4,10,16,0.110857,2,NA,NA
"027028",14,5,8,8,0.05464,1,NA,NA
"027028",14,6,7,23,0.143634,1,NA,NA
"027028",15,1,81,66,0.28719,11,NA,NA
"027028",15,2,16,10,0.277194,1,NA,NA
"027028",15,3,15,25,0.323531,3,NA,NA
"027028",15,4,25,14,0.298822,3,NA,NA
"027028",15,5,6,16,0.080752,1,NA,NA
"027028",15,6,21,14,0.221334,5,NA,NA
"027028",16,1,140,89,0.250069,13,NA,NA
"027028",16,2,113,75,0.297057,7,NA,NA
"027028",16,3,60,33,0.217815,11,NA,NA
"027028",16,4,22,24,0.138764,1,NA,NA
"027028",16,5,24,26,0.260003,7,NA,NA
"027028",16,6,20,31,0.238067,3,NA,NA
"035036",1,1,67,66,0.295258,7,NA,NA
"035036",1,2,21,21,0.241093,1,NA,NA
"035036",1,3,10,9,0.078012,1,NA,NA
"035036",1,4,9,14,0.194796,1,NA,NA
"035036",1,5,12,8,0.254272,1,NA,NA
"035036",1,6,11,10,0.282765,1,NA,NA
"035036",2,1,54,33,0.300484,7,NA,NA
"035036",2,2,31,32,0.104849,1,NA,NA
"035036",2,3,13,19,0.126708,1,NA,NA
"035036",2,4,12,16,0.069162,1,NA,NA
"035036",2,5,10,10,0.071342,1,NA,NA
"035036",2,6,7,12,0.260449,1,NA,NA
"035036",3,1,86,54,0.386027,9,NA,NA
"035036",3,2,20,16,0.300391,1,NA,NA
"035036",3,3,13,30,0.110016,1,NA,NA
"035036",3,4,9,16,0.228017,1,NA,NA
"035036",3,5,10,23,0.249289,1,NA,NA
"035036",3,6,7,10,0.364983,1,NA,NA
"035036",4,1,40,20,0.298824,5,NA,NA
"035036",4,2,27,32,0.190495,3,NA,NA
"035036",4,3,15,22,0.196709,1,NA,NA
"035036",4,4,17,14,0.132994,1,NA,NA
"035036",4,5,13,9,0.172503,1,NA,NA
"035036",4,6,12,20,0.164567,1,NA,NA
"035036",5,1,89,76,0.265745,9,NA,NA
"035036",5,2,29,32,0.301521,1,NA,NA
"035036",5,3,13,17,0.085667,1,NA,NA
"035036",5,4,19,12,0.247067,3,NA,NA
"035036",5,5,11,24,0.188721,1,NA,NA
"035036",5,6,10,11,0.080809,1,NA,NA
"035036",6,1,101,62,0.276167,10,NA,NA
"035036",6,2,35,17,0.212193,1,NA,NA
"035036",6,3,11,17,0.077861,1,NA,NA
"035036",6,4,9,11,0.17128,1,NA,NA
"035036",6,5,11,16,0.094669,1,NA,NA
"035036",6,6,12,10,0.188975,1,NA,NA
"035036",7,1,55,33,0.22317,3,NA,NA
"035036",7,2,21,14,0.126054,1,NA,NA
"035036",7,3,40,21,0.297668,1,NA,NA
"035036",7,4,12,17,0.132279,1,NA,NA
"035036",7,5,16,18,0.066902,1,NA,NA
"035036",7,6,14,15,0.227233,1,NA,NA
"035036",8,1,158,78,0.3248,9,NA,NA
"035036",8,2,27,27,0.284204,3,NA,NA
"035036",8,3,22,26,0.327516,1,NA,NA
"035036",8,4,8,10,0.227512,1,NA,NA
"035036",8,5,12,17,0.28302,1,NA,NA
"035036",8,6,8,13,0.238072,1,NA,NA
"035036",9,1,151,132,0.298405,14,NA,NA
"035036",9,2,46,27,0.351665,5,NA,NA
"035036",9,3,34,27,0.336503,5,NA,NA
"035036",9,4,17,18,0.220519,1,NA,NA
"035036",9,5,12,24,0.186741,1,NA,NA
"035036",9,6,9,13,0.09724,1,NA,NA
"035036",10,1,52,17,0.204565,3,NA,NA
"035036",10,2,12,13,0.143889,1,NA,NA
"035036",10,3,10,18,0.209889,1,NA,NA
"035036",10,4,16,18,0.330986,1,NA,NA
"035036",10,5,5,12,0.186441,1,NA,NA
