"pair","target","round","pair_peaks","pair_gesture","pair_range","pair_transitions","postdist","predist"
"007008",14,2,48,66,0.13025,7,NA,NA
"007008",14,3,50,51,0.169755,5,NA,NA
"007008",14,4,31,45,0.099109,3,NA,NA
"007008",14,5,16,18,0.206685,4,NA,NA
"007008",14,6,13,18,0.076049,1,NA,NA
"007008",15,1,63,52,0.252781,15,NA,NA
"007008",15,2,27,25,0.074906,3,NA,NA
"007008",15,3,35,43,0.060986,5,NA,NA
"007008",15,4,8,21,0,1,NA,NA
"007008",15,5,11,22,0.069413,1,NA,NA
"007008",15,6,6,15,0.168955,1,NA,NA
"007008",16,1,217,171,0.181679,21,NA,NA
"007008",16,2,36,42,0.078849,3,NA,NA
"007008",16,3,24,36,0.122889,5,NA,NA
"007008",16,4,19,34,0.084822,1,NA,NA
"007008",16,5,17,47,0,4,NA,NA
"007008",16,6,19,36,0.090302,1,NA,NA
"009010",1,1,54,28,0.188677,3,NA,NA
"009010",1,2,32,24,0.128538,7,NA,NA
"009010",1,3,30,37,0.097583,1,NA,NA
"009010",1,4,11,22,0.069361,1,NA,NA
"009010",1,5,11,25,0.291583,1,NA,NA
"009010",1,6,10,7,0.132969,1,NA,NA
"009010",2,1,58,45,0.231024,5,NA,NA
"009010",2,2,29,42,0.205905,3,NA,NA
"009010",2,3,39,33,0.137886,4,NA,NA
"009010",2,4,23,18,0.138603,1,NA,NA
"009010",2,5,36,33,0.096933,3,NA,NA
"009010",2,6,24,23,0.238034,1,NA,NA
"009010",3,1,111,71,0.281054,7,NA,NA
"009010",3,2,34,34,0.307169,3,NA,NA
"009010",3,3,12,29,0.034076,1,NA,NA
"009010",3,4,13,12,0.03976,1,NA,NA
"009010",3,5,13,18,0.077879,1,NA,NA
"009010",3,6,16,22,0.069712,1,NA,NA
"009010",4,1,81,64,0.210745,7,NA,NA
"009010",4,2,27,31,0.100487,1,NA,NA
"009010",4,3,14,20,0.175047,1,NA,NA
"009010",4,4,27,37,0.169279,7,NA,NA
"009010",4,5,13,17,0.041546,1,NA,NA
"009010",4,6,7,17,0.170005,1,NA,NA
"009010",5,1,80,56,0.256002,9,NA,NA
"009010",5,2,24,20,0.115952,1,NA,NA
"009010",5,3,19,15,0.148578,3,NA,NA
"009010",5,4,16,30,0.101668,1,NA,NA
"009010",5,5,22,12,0.034847,1,NA,NA
"009010",5,6,23,22,0.164009,1,NA,NA
"009010",6,1,243,152,0.31821,35,NA,NA
"009010",6,2,14,16,0.077405,1,NA,NA
"009010",6,3,31,32,0.185845,7,NA,NA
"009010",6,4,13,15,0.241178,1,NA,NA
"009010",6,5,10,15,0.077772,1,NA,NA
"009010",6,6,11,15,0.267365,1,NA,NA
"009010",7,1,88,59,0.193958,11,NA,NA
"009010",7,2,23,54,0.20299,1,NA,NA
"009010",7,3,17,14,0.015197,1,NA,NA
"009010",7,4,21,33,0.120847,1,NA,NA
"009010",7,5,29,33,0.320012,1,NA,NA
"009010",7,6,19,35,0.26499,1,NA,NA
"009010",8,1,184,113,0.244668,23,NA,NA
"009010",8,2,51,50,0.145011,5,NA,NA
"009010",8,3,19,30,0.068866,1,NA,NA
"009010",8,4,24,20,0.153112,1,NA,NA
"009010",8,5,25,12,0.097595,3,NA,NA
"009010",8,6,19,31,0.103441,1,NA,NA
"009010",9,1,180,146,0.528853,15,NA,NA
"009010",9,2,88,70,0.216613,7,NA,NA
"009010",9,3,40,47,0.078489,5,NA,NA
"009010",9,4,27,24,0.11873,3,NA,NA
"009010",9,5,20,26,0.107784,1,NA,NA
"009010",9,6,13,26,0.103311,1,NA,NA
"009010",10,1,120,59,0.355431,9,NA,NA
"009010",10,2,22,21,0.102481,5,NA,NA
"009010",10,3,35,29,0.248801,1,NA,NA
"009010",10,4,19,23,0.082157,1,NA,NA
"009010",10,5,22,18,0.223163,1,NA,NA
"009010",10,6,8,14,0.174067,1,NA,NA
"009010",11,1,66,52,0.153909,9,NA,NA
"009010",11,2,68,39,0.28294,7,NA,NA
"009010",11,3,34,38,0.09377,3,NA,NA
"009010",11,4,33,25,0.248027,1,NA,NA
"009010",11,5,22,25,0.138247,1,NA,NA
"009010",11,6,13,25,0.121524,1,NA,NA
"009010",12,1,125,82,0.25814,9,NA,NA
"009010",12,2,28,22,0.13412,3,NA,NA
"009010",12,3,29,29,0.149675,1,NA,NA
"009010",12,4,20,19,0.079341,1,NA,NA
"009010",12,5,15,17,0.204052,1,NA,NA
"009010",12,6,35,31,0.302496,5,NA,NA
"009010",13,1,114,84,0.302932,9,NA,NA
"009010",13,2,9,11,0.085175,1,NA,NA
"009010",13,3,44,45,0.335767,6,NA,NA
"009010",13,4,9,11,0.098498,1,NA,NA
"009010",13,5,7,11,0.349437,1,NA,NA
"009010",13,6,5,16,0.079203,1,NA,NA
"009010",14,1,136,67,0.318179,21,NA,NA
"009010",14,2,76,55,0.302211,9,NA,NA
"009010",14,3,18,31,0.272903,1,NA,NA
"009010",14,4,21,24,0.063762,1,NA,NA
"009010",14,5,16,23,0.172814,1,NA,NA
"009010",14,6,16,22,0.118033,3,NA,NA
"009010",15,1,123,92,0.332433,13,NA,NA
"009010",15,2,40,32,0.175775,5,NA,NA
"009010",15,3,27,28,0.064139,5,NA,NA
"009010",15,4,20,14,0.084035,3,NA,NA
"009010",15,5,13,17,0.137015,1,NA,NA
"009010",15,6,9,16,0.167384,1,NA,NA
"009010",16,1,286,194,0.284089,29,NA,NA
"009010",16,2,112,68,0.356333,23,NA,NA
"009010",16,3,54,40,0.271624,3,NA,NA
"009010",16,4,27,29,0.110826,3,NA,NA
"009010",16,5,28,27,0.137211,3,NA,NA
"009010",16,6,13,11,0.052038,3,NA,NA
"013014",1,1,44,53,0.272059,8,NA,NA
"013014",1,2,26,14,0.223373,5,NA,NA
"013014",1,3,18,12,0.254239,4,NA,NA
"013014",1,4,15,22,0.227175,2,NA,NA
"013014",1,5,12,13,0.267117,2,NA,NA
"013014",1,6,11,12,0.24317,2,NA,NA
"013014",2,1,33,31,0.466701,10,NA,NA
"013014",2,2,15,24,0.307486,1,NA,NA
"013014",2,3,34,22,0.20733,5,NA,NA
"013014",2,4,22,51,0.193564,5,NA,NA
"013014",2,5,71,55,0.281565,9,NA,NA
"013014",2,6,22,19,0.306372,4,NA,NA
"013014",3,1,50,30,0.358289,4,NA,NA
"013014",3,2,33,39,0.292849,5,NA,NA
"013014",3,3,20,22,0.297578,1,NA,NA
"013014",3,4,177,155,0.397652,13,NA,NA
"013014",3,5,13,27,0.388201,2,NA,NA
"013014",3,6,13,14,0.195729,3,NA,NA
"013014",4,1,52,50,0.337832,7,NA,NA
"013014",4,2,119,93,0.255845,23,NA,NA
"013014",4,3,32,26,0.219596,5,NA,NA
"013014",4,4,39,30,0.185357,7,NA,NA
"013014",4,5,42,24,0.319374,5,NA,NA
"013014",4,6,14,11,0.25841,1,NA,NA
"013014",5,1,127,65,0.431255,19,NA,NA
"013014",5,2,34,24,0.258762,7,NA,NA
"013014",5,3,60,33,0.339102,9,NA,NA
"013014",5,4,18,17,0.284053,1,NA,NA
"013014",5,5,29,29,0.307192,4,NA,NA
"013014",5,6,10,20,0.330976,1,NA,NA
"013014",6,1,39,30,0.244302,5,NA,NA
"013014",6,2,17,19,0.334682,2,NA,NA
"013014",6,3,20,15,0.130565,3,NA,NA
"013014",6,4,19,4,0.213555,1,NA,NA
"013014",6,5,19,12,0.240352,1,NA,NA
"013014",6,6,57,38,0.272702,13,NA,NA
"013014",7,1,34,26,0.183134,3,NA,NA
"013014",7,2,19,37,0.389391,4,NA,NA
"013014",7,3,12,10,0.101611,1,NA,NA
"013014",7,4,13,18,0.223734,1,NA,NA
"013014",7,5,19,17,0.220994,1,NA,NA
"013014",7,6,15,15,0.367173,1,NA,NA
"013014",8,1,87,53,0.252714,8,NA,NA
"013014",8,2,32,21,0.326153,1,NA,NA
"013014",8,3,59,46,0.356057,7,NA,NA
"013014",8,4,65,53,0.302363,7,NA,NA
"013014",8,5,32,28,0.226676,5,NA,NA
"013014",8,6,27,18,0.299875,7,NA,NA
"013014",9,1,90,126,0.31388,20,NA,NA
"013014",9,2,35,20,0.293703,5,NA,NA
"013014",9,3,50,56,0.21241,6,NA,NA
"013014",9,4,12,20,0.183426,3,NA,NA
"013014",9,5,21,29,0.363924,4,NA,NA
"013014",9,6,26,30,0.205245,4,NA,NA
"013014",10,1,108,89,0.27808,13,NA,NA
"013014",10,2,32,23,0.397237,7,NA,NA
"013014",10,3,52,43,0.240765,17,NA,NA
"013014",10,4,21,16,0.408089,1,NA,NA
"013014",10,5,69,45,0.24981,8,NA,NA
"013014",10,6,47,34,0.323048,6,NA,NA
"013014",11,1,45,36,0.394393,9,NA,NA
"013014",11,2,15,27,0.271357,1,NA,NA
"013014",11,3,36,21,0.398152,7,NA,NA
"013014",11,4,191,131,0.295867,31,NA,NA
"013014",11,5,15,10,0.280513,1,NA,NA
"013014",11,6,15,13,0.192496,6,NA,NA
"013014",12,1,69,66,0.26889,9,NA,NA
"013014",12,2,73,49,0.339511,13,NA,NA
"013014",12,3,47,37,0.224042,10,NA,NA
"013014",12,4,39,40,0.3269,8,NA,NA
"013014",12,5,22,12,0.171924,2,NA,NA
"013014",12,6,29,11,0.317517,1,NA,NA
"013014",13,1,36,20,0.264622,5,NA,NA
"013014",13,2,43,38,0.30267,3,NA,NA
"013014",13,3,16,21,0.415081,3,NA,NA
"013014",13,4,21,25,0.260735,6,NA,NA
"013014",13,5,17,14,0.201614,3,NA,NA
"013014",13,6,90,81,0.312049,14,NA,NA
"013014",14,1,26,32,0.246879,5,NA,NA
"013014",14,2,21,10,0.270422,3,NA,NA
"013014",14,3,9,18,0.225393,1,NA,NA
"013014",14,4,16,25,0.292915,3,NA,NA
"013014",14,5,15,19,0.20203,2,NA,NA
"013014",14,6,17,19,0.320987,3,NA,NA
"013014",15,1,50,44,0.507407,11,NA,NA
"013014",15,2,62,47,0.30102,5,NA,NA
"013014",15,3,22,11,0.286175,5,NA,NA
"013014",15,4,20,22,0.315249,1,NA,NA
"013014",15,5,22,27,0.305745,3,NA,NA
"013014",15,6,13,20,0.26547,1,NA,NA
"013014",16,1,73,90,0.208962,5,NA,NA
"013014",16,2,87,65,0.343707,13,NA,NA
"013014",16,3,75,43,0.312791,11,NA,NA
"013014",16,4,27,18,0.406491,4,NA,NA
"013014",16,5,19,12,0.159979,2,NA,NA
"013014",16,6,18,11,0.316935,1,NA,NA
"015016",1,1,47,50,0.200316,7,NA,NA
"015016",1,2,11,6,0.099217,1,NA,NA
"015016",1,3,18,19,0.162977,1,NA,NA
"015016",1,4,11,15,0.207852,3,NA,NA
"015016",1,5,10,14,0.128119,1,NA,NA
"015016",1,6,10,15,0.065739,1,NA,NA
"015016",2,1,36,28,0.193204,5,NA,NA
"015016",2,2,41,43,0.130214,5,NA,NA
"015016",2,3,23,20,0.198906,5,NA,NA
"015016",2,4,14,15,0.140558,3,NA,NA
"015016",2,5,24,21,0.188826,3,NA,NA
"015016",2,6,18,17,0.169171,4,NA,NA
"015016",3,1,32,35,0.26252,6,NA,NA
"015016",3,2,16,16,0.043937,2,NA,NA
"015016",3,3,40,26,0.411882,11,NA,NA
"015016",3,4,14,20,0.268529,3,NA,NA
"015016",3,5,14,12,0.407642,3,NA,NA
"015016",3,6,9,8,0.112483,3,NA,NA
"015016",4,1,58,66,0.212587,9,NA,NA
"015016",4,2,47,33,0.235078,7,NA,NA
"015016",4,3,27,28,0.123791,5,NA,NA
"015016",4,4,15,16,0.105554,1,NA,NA
"015016",4,5,31,25,0.130744,5,NA,NA
"015016",4,6,17,10,0.181727,1,NA,NA
"015016",5,1,78,74,0.306815,13,NA,NA
"015016",5,2,36,36,0.247959,7,NA,NA
"015016",5,3,11,32,0.130619,1,NA,NA
"015016",5,4,7,13,0.142431,1,NA,NA
"015016",5,5,14,19,0.217609,1,NA,NA
"015016",5,6,12,20,0.162088,1,NA,NA
"015016",6,1,34,37,0.204188,1,NA,NA
"015016",6,2,39,45,0.147274,7,NA,NA
"015016",6,3,25,25,0.065012,1,NA,NA
"015016",6,4,21,29,0.180853,4,NA,NA
"015016",6,5,17,21,0.129624,3,NA,NA
"015016",6,6,25,28,0.30322,5,NA,NA
"015016",7,1,60,55,0.279754,9,NA,NA
"015016",7,2,27,26,0.092025,3,NA,NA
"015016",7,3,36,34,0.160073,7,NA,NA
"015016",7,4,15,28,0.120245,3,NA,NA
"015016",7,5,5,9,0.123344,3,NA,NA
"015016",7,6,10,17,0.185275,1,NA,NA
"015016",8,1,105,94,0.33209,12,NA,NA
"015016",8,2,19,19,0.202816,1,NA,NA
"015016",8,3,14,22,0.20776,2,NA,NA
"015016",8,4,10,10,0.162255,1,NA,NA
"015016",8,5,6,14,0.207631,1,NA,NA
"015016",8,6,12,15,0.186637,1,NA,NA
"015016",9,1,98,83,0.145948,16,NA,NA
"015016",9,2,29,25,0.188062,3,NA,NA
"015016",9,3,30,35,0.148599,3,NA,NA
"015016",9,4,18,25,0.093696,3,NA,NA
"015016",9,5,18,17,0.199157,3,NA,NA
"015016",9,6,16,19,0.221153,1,NA,NA
"015016",10,1,60,57,0.348758,7,NA,NA
"015016",10,2,66,53,0.263627,6,NA,NA
"015016",10,3,27,25,0.055758,5,NA,NA
"015016",10,4,42,46,0.188078,13,NA,NA
"015016",10,5,16,15,0.175341,3,NA,NA
"015016",10,6,28,24,0.282156,3,NA,NA
"015016",11,1,59,69,0.247838,4,NA,NA
"015016",11,2,38,41,0.135427,7,NA,NA
"015016",11,3,39,38,0.146783,5,NA,NA
"015016",11,4,26,22,0.217552,5,NA,NA
"015016",11,5,36,41,0.111736,7,NA,NA
"015016",11,6,25,24,0.210927,3,NA,NA
"015016",12,1,35,37,0.211804,5,NA,NA
"015016",12,2,15,20,0.120201,1,NA,NA
"015016",12,3,12,20,0.127393,1,NA,NA
"015016",12,4,9,18,0.093626,1,NA,NA
"015016",12,5,8,18,0.057014,1,NA,NA
"015016",12,6,9,11,0.144801,1,NA,NA
"015016",13,1,56,53,0.240718,12,NA,NA
"015016",13,2,23,26,0.162806,1,NA,NA
"015016",13,3,22,24,0.128399,1,NA,NA
"015016",13,4,27,34,0.17695,1,NA,NA
"015016",13,5,25,25,0.165702,5,NA,NA
