"director","trial","target","pair","round","peaks1","peaks2","gesture1","gesture2","range1","range2","transitions"
"A","4.8_ref",7,"015016",4,12,3,16,12,0.07082,0.049425,3
"A","4.8_ref",7,"017018",4,10,6,13,24,0.096902,0,1
"A","4.8_ref",7,"019020",4,24,5,16,7,0.075588,0.048143,3
"A","4.8_ref",7,"021022",4,35,11,24,16,0.159639,0.139303,3
"A","4.8_ref",7,"025026",4,11,4,12,5,0.148919,0.064662,4
"A","4.8_ref",7,"027028",4,3,11,2,3,0.038439,0.069508,1
"A","4.8_ref",7,"035036",4,9,3,9,8,0.007039,0.12524,1
"A","4.8_ref",7,"037038",4,20,3,10,10,0.061943,0,1
"A","4.8_ref",7,"039040",4,6,4,11,11,0.048321,0.087863,2
"A","4.8_ref",7,"041042",4,17,3,15,11,0.059885,0.100855,1
"A","4.8_ref",7,"043044",4,12,2,11,4,0.043527,0.048856,5
"A","4.8_ref",7,"045046",4,18,3,11,4,0,0.080479,3
"A","4.8_ref",7,"047048",4,9,4,18,14,0.049886,0,1
"A","4.8_ref",7,"049050",4,17,5,14,9,0.113288,0.081777,1
"A","4.8_ref",7,"051052",4,29,13,19,4,0.157474,0.106907,5
"A","4.8_ref",7,"053054",4,5,6,7,2,0.055104,0.025566,1
"A","4.8_ref",7,"055056",4,17,6,31,16,0.145063,0.118337,1
"A","4.8_ref",7,"057058",4,96,46,45,20,0.178613,0.16741,13
"A","4.8_ref",7,"063064",4,31,6,29,3,0.081994,0.051232,3
"A","4.8_ref",7,"065066",4,10,4,8,3,0.146792,0.096422,1
"A","4.8_ref",7,"067068",4,15,7,23,14,0.130101,0.07327,1
"A","4.8_ref",7,"069070",4,8,7,2,10,0.098662,0.095104,3
"A","4.8_ref",7,"075076",4,10,6,2,6,0.152063,0.235559,1
"A","4.8_ref",7,"077078",4,13,7,15,2,0.068035,0.058438,1
"A","4.8_ref",7,"081082",4,9,4,12,17,0,0.127916,1
"A","4.8_ref",7,"099100",4,9,4,6,5,0.042671,0.123834,3
"A","4.8_ref",7,"101102",4,7,4,14,6,0.020232,0,1
"A","4.8_ref",7,"107108",4,18,10,18,13,0.097805,0.129153,4
"A","4.8_ref",7,"109110",4,9,5,14,10,0.049338,0.075006,1
"A","4.8_ref",7,"119120",4,3,3,5,6,0.033048,0.117505,3
"A","4.8_ref",7,"121122",4,10,4,10,3,0.145621,0.013608,1
"A","4.8_ref",7,"123124",4,6,5,7,2,0.049096,0.077038,1
"A","4.8_ref",7,"131132",4,4,7,6,4,0.138467,0.137096,1
"A","4.8_ref",7,"135136",4,4,5,9,3,0.115274,0.071187,1
"A","4.8_ref",7,"141142",4,23,3,22,13,0.072545,0.102778,3
"A","4.8_ref",7,"143144",4,4,9,6,1,0.049434,0.065253,1
"A","4.8_ref",7,"145146",4,7,14,6,13,0.142221,0.287391,1
"A","5.10_ref",8,"003004",5,3,0,3,5,0.154175,0,0
"A","5.10_ref",8,"005006",5,36,15,23,19,0.06713,0.129341,7
"A","5.10_ref",8,"007008",5,13,2,16,3,0,0.059191,1
"A","5.10_ref",8,"009010",5,21,4,6,6,0.064307,0.033288,3
"A","5.10_ref",8,"013014",5,27,5,25,3,0.108879,0.117797,5
"A","5.10_ref",8,"015016",5,3,3,11,3,0.098055,0.109576,1
"A","5.10_ref",8,"017018",5,22,4,16,17,0.088588,0.124587,1
"A","5.10_ref",8,"019020",5,8,5,15,7,0.241004,0.01627,4
"A","5.10_ref",8,"021022",5,25,5,10,18,0.076178,0.106236,3
"A","5.10_ref",8,"025026",5,11,3,13,5,0.039649,0.099003,2
"A","5.10_ref",8,"027028",5,20,4,14,9,0.132916,0.088803,1
"A","5.10_ref",8,"035036",5,8,4,8,9,0.119706,0.163314,1
"A","5.10_ref",8,"037038",5,6,5,6,3,0.016078,0,1
"A","5.10_ref",8,"039040",5,7,1,7,7,0.12933,0.078012,1
"A","5.10_ref",8,"041042",5,26,4,21,12,0.05534,0.101829,2
"A","5.10_ref",8,"043044",5,27,3,18,9,0.082163,0,1
"A","5.10_ref",8,"045046",5,40,3,30,7,0,0.077665,1
"A","5.10_ref",8,"047048",5,6,4,12,7,0.047675,0.069642,1
"A","5.10_ref",8,"049050",5,25,5,26,10,0.240927,0.09505,5
"A","5.10_ref",8,"051052",5,20,10,18,3,0.139113,0.117726,5
"A","5.10_ref",8,"053054",5,41,4,18,9,0.102584,0.089067,3
"A","5.10_ref",8,"055056",5,18,5,5,6,0.139795,0.146061,3
"A","5.10_ref",8,"057058",5,26,12,10,11,0.12536,0.248513,5
"A","5.10_ref",8,"063064",5,28,5,25,4,0.071408,0.140001,1
"A","5.10_ref",8,"065066",5,5,3,5,1,0.106494,0.058218,1
"A","5.10_ref",8,"067068",5,16,3,15,10,0.0973,0.117842,1
"A","5.10_ref",8,"069070",5,21,6,3,5,0.093822,0.189471,3
"A","5.10_ref",8,"075076",5,11,4,3,9,0.175393,0.154256,1
"A","5.10_ref",8,"077078",5,27,5,19,3,0.089402,0.090682,3
"A","5.10_ref",8,"081082",5,13,4,14,13,0.084027,0.045237,2
"A","5.10_ref",8,"099100",5,5,6,10,10,0.043203,0.193835,1
"A","5.10_ref",8,"101102",5,13,3,10,8,0.066643,0,3
"A","5.10_ref",8,"107108",5,9,6,6,10,0.412344,0.180013,1
"A","5.10_ref",8,"109110",5,11,4,14,13,0.101123,0.107601,6
"A","5.10_ref",8,"119120",5,12,5,8,9,0.072979,0.158327,5
"A","5.10_ref",8,"121122",5,5,2,6,3,0.20001,0.090143,1
"A","5.10_ref",8,"123124",5,5,9,12,11,0,0.080827,1
"A","5.10_ref",8,"131132",5,6,10,19,5,0.081197,0.115374,3
"A","5.10_ref",8,"135136",5,16,4,14,12,0.180781,0.074739,1
"A","5.10_ref",8,"141142",5,10,6,11,8,0.11947,0.140952,5
"A","5.10_ref",8,"143144",5,8,7,6,11,0.092693,0.071634,3
"A","5.10_ref",8,"145146",5,11,4,11,1,0.160899,0.134034,1
"A","5.12_ref",14,"003004",5,8,2,6,7,0.224254,0,1
"A","5.12_ref",14,"005006",5,16,2,7,9,0.024431,0.018322,1
"A","5.12_ref",14,"007008",5,14,2,12,6,0.133184,0.073501,4
"A","5.12_ref",14,"009010",5,10,6,11,12,0.031408,0.141406,1
"A","5.12_ref",14,"013014",5,12,3,17,2,0.150159,0.051871,2
"A","5.12_ref",14,"015016",5,17,3,9,4,0.057751,0.067475,3
"A","5.12_ref",14,"017018",5,7,5,10,12,0.096448,0,1
"A","5.12_ref",14,"019020",5,18,4,23,4,0,0.044643,1
"A","5.12_ref",14,"021022",5,12,5,7,9,0,0.018983,3
"A","5.12_ref",14,"025026",5,11,3,12,6,0.054638,0.117476,3
"A","5.12_ref",14,"027028",5,4,4,4,4,0,0.05464,1
"A","5.12_ref",14,"035036",5,6,3,7,4,0.061926,0.170881,1
"A","5.12_ref",14,"037038",5,13,5,12,10,0.077864,0,3
"A","5.12_ref",14,"039040",5,11,1,12,9,0.043325,0.120858,1
"A","5.12_ref",14,"041042",5,16,5,13,5,0.071792,0.045602,1
"A","5.12_ref",14,"043044",5,15,2,13,16,0.072687,0.089565,2
"A","5.12_ref",14,"045046",5,25,3,14,3,0.110738,0.08711,3
"A","5.12_ref",14,"047048",5,6,6,9,7,0.035869,0,2
"A","5.12_ref",14,"049050",5,21,4,20,4,0.107442,0.087625,3
"A","5.12_ref",14,"051052",5,12,14,26,5,0.227989,0.090016,3
"A","5.12_ref",14,"053054",5,32,5,24,6,0.128104,0.137704,1
"A","5.12_ref",14,"055056",5,17,10,13,3,0.143233,0.123389,5
"A","5.12_ref",14,"057058",5,18,10,14,9,0.186936,0.171118,1
"A","5.12_ref",14,"063064",5,24,6,18,3,0.062137,0.317297,5
"A","5.12_ref",14,"065066",5,4,4,11,7,0.070197,0.055014,3
"A","5.12_ref",14,"067068",5,18,6,33,15,0.11568,0.143335,4
"A","5.12_ref",14,"069070",5,20,6,1,11,0.100198,0.060684,0
"A","5.12_ref",14,"075076",5,13,7,2,3,0.102881,0.313277,1
"A","5.12_ref",14,"077078",5,19,6,12,6,0.103427,0.115351,3
"A","5.12_ref",14,"081082",5,3,2,8,8,0,0,1
"A","5.12_ref",14,"099100",5,12,4,3,6,0.05852,0.128405,3
"A","5.12_ref",14,"101102",5,4,3,9,2,0.017989,0,1
"A","5.12_ref",14,"107108",5,10,7,11,13,0.148705,0.1182,6
"A","5.12_ref",14,"109110",5,7,6,15,8,0,0.057079,2
"A","5.12_ref",14,"119120",5,11,4,10,5,0,0.172296,5
"A","5.12_ref",14,"121122",5,16,3,8,4,0.076073,0.097468,1
"A","5.12_ref",14,"123124",5,3,7,6,7,0.086286,0.065346,2
"A","5.12_ref",14,"131132",5,4,8,11,5,0.046115,0.187557,1
"A","5.12_ref",14,"135136",5,12,3,13,8,0.160831,0.037349,1
"A","5.12_ref",14,"141142",5,13,3,12,8,0.102185,0.098473,2
"A","5.12_ref",14,"143144",5,11,6,13,7,0.075527,0.140039,3
"A","5.12_ref",14,"145146",5,36,36,24,24,0.138384,0.165617,4
"A","5.14_ref",16,"003004",5,6,2,6,8,0.144466,0.125567,1
"A","5.14_ref",16,"005006",5,18,3,3,12,0.037781,0.058713,1
"A","5.14_ref",16,"007008",5,14,3,29,18,0,0,4
"A","5.14_ref",16,"009010",5,18,10,21,6,0.077679,0.059532,3
"A","5.14_ref",16,"013014",5,16,3,11,1,0.09713,0.062849,2
"A","5.14_ref",16,"015016",5,22,20,21,13,0.125472,0.145047,7
"A","5.14_ref",16,"017018",5,14,4,12,14,0.082941,0.073747,1
"A","5.14_ref",16,"019020",5,19,8,16,8,0.088837,0.159262,5
"A","5.14_ref",16,"021022",5,28,3,16,8,0.102418,0.173013,3
"A","5.14_ref",16,"025026",5,16,3,17,13,0.053262,0.093205,3
"A","5.14_ref",16,"027028",5,21,3,15,11,0.078059,0.181944,7
"A","5.14_ref",16,"035036",5,7,3,12,6,0.034492,0.152012,1
"A","5.14_ref",16,"037038",5,7,8,8,7,0.058358,0.171812,3
"A","5.14_ref",16,"039040",5,13,3,11,8,0.088923,0.154473,3
"A","5.14_ref",16,"041042",5,9,4,7,0,0.04033,0.097587,1
"A","5.14_ref",16,"043044",5,22,14,21,12,0.089004,0.171123,5
"A","5.14_ref",16,"045046",5,35,5,29,10,0.104692,0.090306,3
"A","5.14_ref",16,"047048",5,2,3,8,6,0.017895,0,2
"A","5.14_ref",16,"049050",5,32,4,20,17,0.120525,0.102281,6
"A","5.14_ref",16,"051052",5,25,19,26,8,0.169595,0.115333,7
"A","5.14_ref",16,"053054",5,38,3,18,4,0.090266,0.128859,1
"A","5.14_ref",16,"055056",5,19,10,17,13,0.19171,0.101001,5
"A","5.14_ref",16,"057058",5,32,18,16,21,0.186459,0.140667,5
"A","5.14_ref",16,"063064",5,4,4,17,7,0.063702,0.153845,1
"A","5.14_ref",16,"065066",5,4,3,7,3,0.050273,0.062415,1
"A","5.14_ref",16,"067068",5,33,15,32,26,0.109876,0.143206,5
"A","5.14_ref",16,"069070",5,18,9,6,4,0.100695,0.23844,5
"A","5.14_ref",16,"075076",5,16,2,4,2,0.121553,0.212946,1
"A","5.14_ref",16,"077078",5,31,5,16,6,0.08931,0.088236,3
"A","5.14_ref",16,"081082",5,12,6,16,10,0,0.133261,1
"A","5.14_ref",16,"099100",5,19,10,14,2,0.036611,0.109664,3
"A","5.14_ref",16,"101102",5,16,6,11,5,0.034205,0,3
"A","5.14_ref",16,"107108",5,10,8,2,16,0.15004,0.093908,4
"A","5.14_ref",16,"109110",5,11,10,9,8,0.090918,0.097312,3
"A","5.14_ref",16,"119120",5,7,4,3,16,0.086279,0.044007,3
"A","5.14_ref",16,"121122",5,14,5,6,8,0.086794,0.114316,3
"A","5.14_ref",16,"123124",5,7,6,3,6,0.055079,0.016465,3
"A","5.14_ref",16,"131132",5,14,14,25,11,0.127301,0.184763,3
"A","5.14_ref",16,"135136",5,24,1,20,8,0.149137,0.074493,1
"A","5.14_ref",16,"141142",5,19,2,19,17,0.100924,0.090726,1
"A","5.14_ref",16,"143144",5,10,3,5,10,0.09993,0.133451,3
"A","5.14_ref",16,"145146",5,16,15,12,12,0.099295,0.11553,5
"A","5.16_ref",2,"003004",5,11,2,4,3,0.166897,0.140565,1
"A","5.16_ref",2,"005006",5,4,10,3,7,0.042948,0.064174,3
"A","5.16_ref",2,"007008",5,15,0,16,11,0.068303,0,0
"A","5.16_ref",2,"009010",5,20,16,21,12,0.078302,0.018631,3
"A","5.16_ref",2,"013014",5,22,49,27,28,0.143573,0.137992,9
"A","5.16_ref",2,"015016",5,19,5,16,5,0.095393,0.093433,3
"A","5.16_ref",2,"017018",5,16,9,7,13,0.124649,0.094655,1
"A","5.16_ref",2,"019020",5,15,4,6,3,0.074665,0.092227,3
"A","5.16_ref",2,"021022",5,15,5,6,11,0.110847,0.184599,1
"A","5.16_ref",2,"025026",5,2,3,10,8,0.024434,0.017913,1
"A","5.16_ref",2,"027028",5,13,6,13,7,0.063645,0.0609,1
"A","5.16_ref",2,"035036",5,8,2,7,3,0.003844,0.067498,1
"A","5.16_ref",2,"037038",5,4,2,5,6,0.055588,0,1
"A","5.16_ref",2,"039040",5,12,4,15,12,0.0535,0.049816,2
"A","5.16_ref",2,"041042",5,16,3,9,15,0.059805,0.111671,1
"A","5.16_ref",2,"043044",5,16,2,13,7,0.084211,0,1
"A","5.16_ref",2,"045046",5,13,6,9,5,0,0.093433,3
"A","5.16_ref",2,"047048",5,5,2,7,5,0.081719,0.005753,1
"A","5.16_ref",2,"049050",5,0,0,13,5,0.129276,0.068701,1
"A","5.16_ref",2,"051052",5,18,5,12,2,0.154578,0.104644,3
"A","5.16_ref",2,"053054",5,17,9,9,9,0.068924,0.15951,1
"A","5.16_ref",2,"055056",5,6,17,9,10,0.155687,0.069774,3
"A","5.16_ref",2,"057058",5,42,22,24,11,0.180572,0.170981,5
"A","5.16_ref",2,"063064",5,9,7,15,11,0.11545,0.042283,3
"A","5.16_ref",2,"065066",5,9,2,13,5,0.065016,0.062869,1
"A","5.16_ref",2,"067068",5,20,2,14,3,0.133767,0.119608,3
"A","5.16_ref",2,"069070",5,15,2,2,11,0.117045,0.182238,3
"A","5.16_ref",2,"075076",5,8,3,9,5,0.115756,0.13859,1
"A","5.16_ref",2,"077078",5,20,12,14,3,0.053246,0.095412,7
"A","5.16_ref",2,"081082",5,8,3,8,3,0,0.040272,2
"A","5.16_ref",2,"099100",5,8,5,4,3,0.053216,0.131359,1
"A","5.16_ref",2,"101102",5,3,5,10,2,0.000712,0.029381,1
"A","5.16_ref",2,"107108",5,16,5,16,13,0.117768,0.019465,5
"A","5.16_ref",2,"109110",5,8,5,17,8,0.041729,0.106089,3
"A","5.16_ref",2,"119120",5,34,15,23,23,0.145253,0.197723,9
"A","5.16_ref",2,"121122",5,9,1,8,5,0.082221,0.055999,1
"A","5.16_ref",2,"123124",5,3,0,5,6,0.099756,0,0
"A","5.16_ref",2,"131132",5,4,4,7,7,0.106023,0.224243,2
"A","5.16_ref",2,"135136",5,21,5,17,7,0.13996,0.139101,1
"A","5.16_ref",2,"141142",5,14,4,13,13,0.169543,0.124788,4
"A","5.16_ref",2,"143144",5,10,7,4,11,0.13013,0.06891,3
"A","5.16_ref",2,"145146",5,9,0,5,2,0.076173,0,1
"A","5.2_ref",6,"003004",5,4,5,3,9,0.111105,0.097216,1
"A","5.2_ref",6,"005006",5,25,8,12,9,0.064273,0,1
"A","5.2_ref",6,"007008",5,9,2,11,7,0,0.038246,3
"A","5.2_ref",6,"009010",5,6,4,11,4,0.06675,0.011022,1
"A","5.2_ref",6,"013014",5,15,4,9,3,0.156891,0.083461,1
"A","5.2_ref",6,"015016",5,9,8,12,9,0,0.129624,3
"A","5.2_ref",6,"017018",5,12,5,12,12,0.091957,0.094354,1
"A","5.2_ref",6,"019020",5,12,4,12,3,0.074093,0.028443,2
"A","5.2_ref",6,"021022",5,11,7,5,6,0.104967,0.313067,1
"A","5.2_ref",6,"025026",5,10,4,14,11,0.045784,0.092601,1
"A","5.2_ref",6,"027028",5,4,7,6,12,0.064292,0.133381,1
"A","5.2_ref",6,"035036",5,6,5,9,7,0,0.094669,1
"A","5.2_ref",6,"037038",5,15,2,15,2,0.061156,0,1
"A","5.2_ref",6,"039040",5,5,3,6,5,0.025992,0.056498,1
"A","5.2_ref",6,"041042",5,6,3,3,3,0.147493,0.117081,1
"A","5.2_ref",6,"043044",5,6,3,11,2,0.053685,0.023149,1
"A","5.2_ref",6,"045046",5,5,1,5,4,0.143658,0.109704,1
"A","5.2_ref",6,"047048",5,3,3,11,8,0.021948,0,1
"A","5.2_ref",6,"049050",5,14,9,17,6,0.092097,0.133656,1
"A","5.2_ref",6,"051052",5,4,8,11,1,0.112583,0.111601,1
"A","5.2_ref",6,"053054",5,33,4,18,6,0.14373,0.103122,1
"A","5.2_ref",6,"055056",5,17,7,17,13,0.172868,0.173014,5
"A","5.2_ref",6,"057058",5,18,9,5,6,0.195997,0.220283,5
"A","5.2_ref",6,"063064",5,26,5,23,2,0.055577,0.158472,3
"A","5.2_ref",6,"065066",5,5,2,9,12,0.185694,0.343891,1
"A","5.2_ref",6,"067068",5,11,2,12,8,0.154387,0.162478,1
"A","5.2_ref",6,"069070",5,22,9,10,9,0.126129,0.136562,3
"A","5.2_ref",6,"075076",5,6,4,3,6,0.101051,0.165541,1
"A","5.2_ref",6,"077078",5,10,8,13,3,0.040683,0.073368,3
"A","5.2_ref",6,"081082",5,4,5,12,3,0,0,1
"A","5.2_ref",6,"099100",5,11,8,11,2,0.031459,0.108381,1
"A","5.2_ref",6,"101102",5,4,4,9,6,0.106511,0,1
"A","5.2_ref",6,"107108",5,14,15,11,14,0.142638,0.15219,5
"A","5.2_ref",6,"109110",5,8,6,17,17,0.101685,0.08065,5
"A","5.2_ref",6,"119120",5,4,6,6,9,0.067469,0.082712,3
"A","5.2_ref",6,"121122",5,9,6,6,8,0.200746,0.057166,4
"A","5.2_ref",6,"123124",5,2,8,8,6,0.024417,0.130993,1
"A","5.2_ref",6,"131132",5,8,6,15,7,0.104604,0.197524,3
"A","5.2_ref",6,"135136",5,19,4,19,14,0.172677,0.041809,1
"A","5.2_ref",6,"141142",5,16,3,13,4,0.043564,0.053048,2
"A","5.2_ref",6,"143144",5,3,8,13,13,0.060364,0.067838,1
"A","5.2_ref",6,"145146",5,17,3,5,1,0.131667,0.002693,1
"A","5.4_ref",10,"003004",5,17,9,11,5,0.168993,0.128117,3
"A","5.4_ref",10,"005006",5,20,4,9,3,0.068485,0.053053,1
"A","5.4_ref",10,"007008",5,7,3,17,8,0,0.10094,1
"A","5.4_ref",10,"009010",5,14,8,8,10,0.033497,0.189666,1
"A","5.4_ref",10,"013014",5,36,33,26,19,0.141708,0.108102,8
"A","5.4_ref",10,"015016",5,13,3,11,4,0.105503,0.069838,3
"A","5.4_ref",10,"017018",5,11,6,16,3,0.096971,0.063955,3
"A","5.4_ref",10,"019020",5,14,3,10,3,0.148018,0.06966,1
"A","5.4_ref",10,"021022",5,24,6,17,8,0.134323,0.095489,3
"A","5.4_ref",10,"025026",5,13,4,19,7,0.063054,0.145424,1
"A","5.4_ref",10,"027028",5,7,17,11,7,0.094422,0.109875,4
"A","5.4_ref",10,"035036",5,2,3,8,4,0.016104,0.170337,1
"A","5.4_ref",10,"037038",5,29,2,28,9,0.05503,0.135266,1
"A","5.4_ref",10,"039040",5,6,4,11,6,0.046517,0.097925,1
"A","5.4_ref",10,"041042",5,7,2,8,5,0.24103,0.084552,1
"A","5.4_ref",10,"043044",5,11,3,4,1,0.038946,0.060593,1
"A","5.4_ref",10,"045046",5,25,3,15,4,0.0956,0.101035,1
"A","5.4_ref",10,"047048",5,13,3,15,5,0.032761,0,3
"A","5.4_ref",10,"049050",5,19,3,18,7,0.111585,0.150124,1
"A","5.4_ref",10,"051052",5,21,9,21,3,0.199776,0.301236,3
"A","5.4_ref",10,"053054",5,9,7,13,3,0.059184,0.169918,1
"A","5.4_ref",10,"055056",5,3,10,10,2,0,0.104494,1
"A","5.4_ref",10,"057058",5,10,5,6,5,0.153443,0.144418,2
"A","5.4_ref",10,"063064",5,3,5,15,3,0.050318,0.157466,1
"A","5.4_ref",10,"065066",5,6,5,9,9,0.14436,0.042304,1
"A","5.4_ref",10,"067068",5,10,3,12,9,0.082984,0.140846,2
"A","5.4_ref",10,"069070",5,18,5,10,10,0.116981,0.114745,3
"A","5.4_ref",10,"075076",5,6,7,3,5,0.137233,0.12349,1
"A","5.4_ref",10,"077078",5,20,11,9,3,0.096603,0.133034,3
"A","5.4_ref",10,"081082",5,6,3,11,5,0,0.048762,1
"A","5.4_ref",10,"099100",5,20,10,23,12,0.06413,0.05797,3
"A","5.4_ref",10,"101102",5,3,2,9,8,0.012194,0,1
"A","5.4_ref",10,"107108",5,6,5,12,3,0.049366,0.096886,3
"A","5.4_ref",10,"109110",5,13,6,21,22,0.051935,0.056337,3
"A","5.4_ref",10,"119120",5,12,8,14,17,0.053347,0.097947,3
"A","5.4_ref",10,"121122",5,17,5,12,8,0.062344,0.136779,1
"A","5.4_ref",10,"123124",5,10,10,15,11,0,0.116703,3
"A","5.4_ref",10,"131132",5,24,14,27,12,0.167876,0.194864,11
"A","5.4_ref",10,"135136",5,26,3,19,13,0.160238,0.070538,2
"A","5.4_ref",10,"141142",5,15,7,12,4,0.054151,0.176392,3
"A","5.4_ref",10,"143144",5,7,5,8,7,0.07436,0.105218,1
"A","5.4_ref",10,"145146",5,8,5,7,5,0.212652,0.166503,1
"A","5.6_ref",4,"003004",5,5,2,5,6,0.106745,0,1
"A","5.6_ref",4,"005006",5,10,2,9,6,0.034383,0.05931,1
"A","5.6_ref",4,"007008",5,11,5,20,9,0,0.086999,4
"A","5.6_ref",4,"009010",5,6,7,8,9,0.03883,0.002716,1
"A","5.6_ref",4,"013014",5,28,14,14,10,0.176892,0.142482,5
"A","5.6_ref",4,"015016",5,25,6,22,3,0.087235,0.043509,5
"A","5.6_ref",4,"017018",5,22,7,13,6,0.057723,0.053738,1
"A","5.6_ref",4,"019020",5,3,5,11,4,0.015163,0.028821,2
"A","5.6_ref",4,"021022",5,27,5,5,13,0.104387,0.088801,4
"A","5.6_ref",4,"025026",5,18,5,18,7,0.1056,0.116299,1
"A","5.6_ref",4,"027028",5,8,3,5,5,0.045459,0.092044,1
"A","5.6_ref",4,"035036",5,10,3,5,4,0.110846,0.061657,1
"A","5.6_ref",4,"037038",5,3,4,2,7,0.108209,0,1
"A","5.6_ref",4,"039040",5,7,6,10,5,0.064659,0.085299,3
"A","5.6_ref",4,"041042",5,7,3,7,6,0.071697,0.094488,1
"A","5.6_ref",4,"043044",5,5,4,9,8,0.104255,0.058641,2
"A","5.6_ref",4,"045046",5,19,2,13,8,0,0.109923,3
"A","5.6_ref",4,"047048",5,4,2,12,2,0.042015,0,2
"A","5.6_ref",4,"049050",5,13,7,11,5,0.121921,0.064288,3
"A","5.6_ref",4,"051052",5,12,7,17,4,0.148742,0.089599,3
"A","5.6_ref",4,"053054",5,28,3,18,5,0.170697,0.035818,1
"A","5.6_ref",4,"055056",5,4,10,7,5,0.028241,0.096661,1
"A","5.6_ref",4,"057058",5,15,8,5,6,0.132324,0.14709,1
"A","5.6_ref",4,"063064",5,4,4,13,8,0.051761,0.085039,1
"A","5.6_ref",4,"065066",5,10,2,6,5,0.074769,0.058458,1
"A","5.6_ref",4,"067068",5,4,7,4,8,0.068302,0.159727,1
"A","5.6_ref",4,"069070",5,12,11,3,10,0.101139,0.152408,1
"A","5.6_ref",4,"075076",5,4,5,1,4,0.149149,0.16168,1
"A","5.6_ref",4,"077078",5,5,4,9,7,0.057912,0.167088,1
"A","5.6_ref",4,"081082",5,7,5,7,7,0,0.053275,1
"A","5.6_ref",4,"099100",5,5,5,9,2,0.041964,0.142642,1
"A","5.6_ref",4,"101102",5,8,5,6,8,0.09219,0,1
"A","5.6_ref",4,"107108",5,4,4,15,4,0.082062,0.063304,3
"A","5.6_ref",4,"109110",5,5,5,18,5,0.038976,0.059403,3
"A","5.6_ref",4,"119120",5,10,3,3,7,0.08002,0.058727,5
"A","5.6_ref",4,"121122",5,9,4,6,2,0.110479,0.038767,2
"A","5.6_ref",4,"123124",5,2,6,11,4,0,0.057643,1
"A","5.6_ref",4,"131132",5,4,5,11,4,0.05228,0.163869,1
"A","5.6_ref",4,"135136",5,15,5,13,4,0.106725,0.024092,1
"A","5.6_ref",4,"141142",5,24,3,13,5,0.08471,0.003105,4
"A","5.6_ref",4,"143144",5,6,5,5,7,0.034472,0.116708,1
"A","5.6_ref",4,"145146",5,3,6,7,7,0.185677,0.109856,1
"A","5.8_ref",12,"003004",5,8,5,10,3,0.133547,0.060091,2
"A","5.8_ref",12,"005006",5,9,1,3,6,0.033532,0,1
"A","5.8_ref",12,"007008",5,7,1,15,5,0,0.129202,1
"A","5.8_ref",12,"009010",5,12,3,11,6,0.045711,0.158341,1
"A","5.8_ref",12,"013014",5,18,4,10,2,0.104494,0.06743,2
"A","5.8_ref",12,"015016",5,6,2,11,7,0.057014,0,1
"A","5.8_ref",12,"017018",5,12,5,13,5,0.084632,0.057236,1
"A","5.8_ref",12,"019020",5,19,3,19,3,0.100761,0.053187,1
"A","5.8_ref",12,"021022",5,14,6,5,14,0.074695,0.147539,1
"A","5.8_ref",12,"025026",5,3,7,9,8,0.060471,0.098867,3
"A","5.8_ref",12,"027028",5,8,1,7,6,0.074839,0.100436,1
"A","5.8_ref",12,"035036",5,8,3,3,10,0,0.156983,1
"A","5.8_ref",12,"037038",5,13,2,8,4,0.055406,0,1
"A","5.8_ref",12,"039040",5,13,1,12,6,0.078878,0.031557,1
"A","5.8_ref",12,"041042",5,11,3,8,3,0.107799,0.065569,2
"A","5.8_ref",12,"043044",5,26,6,14,10,0.123928,0,1
"A","5.8_ref",12,"045046",5,18,2,11,3,0.115632,0.092391,3
"A","5.8_ref",12,"047048",5,7,3,7,4,0.041358,0,1
"A","5.8_ref",12,"049050",5,22,5,20,9,0.104771,0.110857,5
"A","5.8_ref",12,"051052",5,11,4,8,1,0.18133,0.141906,1
"A","5.8_ref",12,"053054",5,25,4,15,4,0.123002,0.043259,3
"A","5.8_ref",12,"055056",5,4,8,17,16,0.119131,0.100425,1
"A","5.8_ref",12,"057058",5,17,5,10,3,0.173511,0.145281,1
"A","5.8_ref",12,"063064",5,15,5,21,7,0.05754,0.086504,3
"A","5.8_ref",12,"065066",5,4,1,1,2,0.067185,0.065192,1
"A","5.8_ref",12,"067068",5,10,3,10,10,0.122434,0.109953,3
"A","5.8_ref",12,"069070",5,7,5,3,3,0.10018,0.244474,3
"A","5.8_ref",12,"075076",5,19,17,13,19,0.209837,0.258251,1
"A","5.8_ref",12,"077078",5,12,3,9,3,0.044582,0.127917,1
"A","5.8_ref",12,"081082",5,5,5,12,8,0,0.023087,1
"A","5.8_ref",12,"099100",5,12,4,7,13,0.024152,0.192894,1
"A","5.8_ref",12,"101102",5,10,3,5,2,0.050441,0,1
"A","5.8_ref",12,"107108",5,3,3,9,14,0.120746,0.157056,2
"A","5.8_ref",12,"109110",5,5,3,11,13,0.054011,0.098985,1
"A","5.8_ref",12,"119120",5,24,5,10,12,0.047491,0.122068,8
"A","5.8_ref",12,"121122",5,11,4,6,6,0.008872,0.018536,1
"A","5.8_ref",12,"123124",5,6,8,4,10,0.129904,0.106481,1
"A","5.8_ref",12,"131132",5,8,8,9,10,0.114925,0.159277,1
"A","5.8_ref",12,"135136",5,6,7,11,6,0.138489,0.045092,1
"A","5.8_ref",12,"141142",5,25,2,21,6,0.10655,0.01062,3
"A","5.8_ref",12,"143144",5,8,5,6,2,0.040199,0.163651,1
